"Coefficients d'impôt en pourcentage (%)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20"
"2024.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"Impôt sur le revenu",NA,NA,NA,NA,"Impôt sur la fortune",NA,NA,NA,NA,"Bénéfice",NA,NA,"Capital",NA,NA
"Canton-Id","Canton","OFS-Id","Commune","Canton","Commune","Église réformée","Église catholique-romaine","Église catholique-chrétienne","Canton","Commune","Église réformée","Église catholique-romaine","Église catholique-chrétienne","Canton","Commune","Église","Canton","Commune","Église"
"1.0","ZH","131.0","Adliswil","98.0","102.0","10.0","10.0","14.0","98.0","102.0","10.0","10.0","14.0","98.0","112.0","0.0","98.0","112.0","0.0"
"1.0","ZH","241.0","Aesch (ZH)","98.0","91.0","11.0","10.0","14.0","98.0","91.0","11.0","10.0","14.0","98.0","101.61","0.0","98.0","101.61","0.0"
"1.0","ZH","1.0","Aeugst am Albis","98.0","92.0","12.0","13.0","14.0","98.0","92.0","12.0","13.0","14.0","98.0","104.35","0.0","98.0","104.35","0.0"
"1.0","ZH","2.0","Affoltern am Albis","98.0","124.0","12.0","13.0","14.0","98.0","124.0","12.0","13.0","14.0","98.0","136.5","0.0","98.0","136.5","0.0"
"1.0","ZH","211.0","Altikon","98.0","114.0","12.0","13.0","14.0","98.0","114.0","12.0","13.0","14.0","98.0","126.18","0.0","98.0","126.18","0.0"
"1.0","ZH","291.0","Andelfingen","98.0","114.0","12.0","14.0","14.0","98.0","114.0","12.0","14.0","14.0","98.0","126.5","0.0","98.0","126.5","0.0"
"1.0","ZH","51.0","Bachenbülach","98.0","106.0","10.0","11.0","14.0","98.0","106.0","10.0","11.0","14.0","98.0","116.46","0.0","98.0","116.46","0.0"
"1.0","ZH","81.0","Bachs","98.0","128.0","14.0","10.0","14.0","98.0","128.0","14.0","10.0","14.0","98.0","141.0","0.0","98.0","141.0","0.0"
"1.0","ZH","52.0","Bassersdorf","98.0","114.0","12.0","9.0","14.0","98.0","114.0","12.0","9.0","14.0","98.0","124.53","0.0","98.0","124.53","0.0"
"1.0","ZH","297.0","Bauma","98.0","120.0","14.0","13.0","14.0","98.0","120.0","14.0","13.0","14.0","98.0","133.7","0.0","98.0","133.7","0.0"
"1.0","ZH","22.0","Benken (ZH)","98.0","110.0","14.0","14.0","14.0","98.0","110.0","14.0","14.0","14.0","98.0","124.0","0.0","98.0","124.0","0.0"
"1.0","ZH","23.0","Berg am Irchel","98.0","98.0","12.0","13.0","14.0","98.0","98.0","12.0","13.0","14.0","98.0","110.14","0.0","98.0","110.14","0.0"
"1.0","ZH","242.0","Birmensdorf (ZH)","98.0","112.0","11.0","10.0","14.0","98.0","112.0","11.0","10.0","14.0","98.0","122.54","0.0","98.0","122.54","0.0"
"1.0","ZH","3.0","Bonstetten","98.0","110.0","12.0","11.0","14.0","98.0","110.0","12.0","11.0","14.0","98.0","121.56","0.0","98.0","121.56","0.0"
"1.0","ZH","82.0","Boppelsen","98.0","94.0","13.0","10.0","14.0","98.0","94.0","13.0","10.0","14.0","98.0","105.95","0.0","98.0","105.95","0.0"
"1.0","ZH","213.0","Brütten","98.0","89.0","12.0","13.0","14.0","98.0","89.0","12.0","13.0","14.0","98.0","101.28","0.0","98.0","101.28","0.0"
"1.0","ZH","112.0","Bubikon","98.0","118.0","14.0","12.0","14.0","98.0","118.0","14.0","12.0","14.0","98.0","131.62","0.0","98.0","131.62","0.0"
"1.0","ZH","24.0","Buch am Irchel","98.0","106.0","12.0","13.0","14.0","98.0","106.0","12.0","13.0","14.0","98.0","118.18","0.0","98.0","118.18","0.0"
"1.0","ZH","83.0","Buchs (ZH)","98.0","105.0","11.0","10.0","14.0","98.0","105.0","11.0","10.0","14.0","98.0","115.5","0.0","98.0","115.5","0.0"
"1.0","ZH","111.0","Bäretswil","98.0","106.0","14.0","13.0","14.0","98.0","106.0","14.0","13.0","14.0","98.0","119.71","0.0","98.0","119.71","0.0"
"1.0","ZH","53.0","Bülach","98.0","110.0","10.0","11.0","14.0","98.0","110.0","10.0","11.0","14.0","98.0","120.49","0.0","98.0","120.49","0.0"
"1.0","ZH","25.0","Dachsen","98.0","111.0","12.0","14.0","14.0","98.0","111.0","12.0","14.0","14.0","98.0","123.66","0.0","98.0","123.66","0.0"
"1.0","ZH","86.0","Dielsdorf","98.0","105.0","12.0","10.0","14.0","98.0","105.0","12.0","10.0","14.0","98.0","115.94","0.0","98.0","115.94","0.0"
"1.0","ZH","243.0","Dietikon","98.0","123.0","12.0","13.0","14.0","98.0","123.0","12.0","13.0","14.0","98.0","135.69","0.0","98.0","135.69","0.0"
"1.0","ZH","54.0","Dietlikon","98.0","105.0","11.0","8.0","14.0","98.0","105.0","11.0","8.0","14.0","98.0","114.5","0.0","98.0","114.5","0.0"
"1.0","ZH","216.0","Dinhard","98.0","83.0","12.0","13.0","14.0","98.0","83.0","12.0","13.0","14.0","98.0","95.24","0.0","98.0","95.24","0.0"
"1.0","ZH","26.0","Dorf","98.0","104.0","14.0","13.0","14.0","98.0","104.0","14.0","13.0","14.0","98.0","117.78","0.0","98.0","117.78","0.0"
"1.0","ZH","214.0","Dägerlen","98.0","105.0","14.0","13.0","14.0","98.0","105.0","14.0","13.0","14.0","98.0","118.8","0.0","98.0","118.8","0.0"
"1.0","ZH","84.0","Dällikon","98.0","108.0","11.0","10.0","14.0","98.0","108.0","11.0","10.0","14.0","98.0","118.43","0.0","98.0","118.43","0.0"
"1.0","ZH","85.0","Dänikon","98.0","122.0","11.0","10.0","14.0","98.0","122.0","11.0","10.0","14.0","98.0","132.51","0.0","98.0","132.51","0.0"
"1.0","ZH","215.0","Dättlikon","98.0","116.0","12.0","13.0","14.0","98.0","116.0","12.0","13.0","14.0","98.0","128.24","0.0","98.0","128.24","0.0"
"1.0","ZH","191.0","Dübendorf","98.0","96.0","11.0","10.0","14.0","98.0","96.0","11.0","10.0","14.0","98.0","106.44","0.0","98.0","106.44","0.0"
"1.0","ZH","113.0","Dürnten","98.0","113.0","14.0","12.0","14.0","98.0","113.0","14.0","12.0","14.0","98.0","126.12","0.0","98.0","126.12","0.0"
"1.0","ZH","192.0","Egg","98.0","101.0","12.0","9.0","14.0","98.0","101.0","12.0","9.0","14.0","98.0","111.65","0.0","98.0","111.65","0.0"
"1.0","ZH","55.0","Eglisau","98.0","113.0","13.0","13.0","14.0","98.0","113.0","13.0","13.0","14.0","98.0","126.0","0.0","98.0","126.0","0.0"
"1.0","ZH","294.0","Elgg","98.0","119.0","14.0","14.0","14.0","98.0","119.0","14.0","14.0","14.0","98.0","133.0","0.0","98.0","133.0","0.0"
"1.0","ZH","218.0","Ellikon an der Thur","98.0","115.0","12.0","13.0","14.0","98.0","115.0","12.0","13.0","14.0","98.0","127.28","0.0","98.0","127.28","0.0"
"1.0","ZH","219.0","Elsau","98.0","120.0","14.0","13.0","14.0","98.0","120.0","14.0","13.0","14.0","98.0","133.61","0.0","98.0","133.61","0.0"
"1.0","ZH","56.0","Embrach","98.0","114.0","12.0","13.0","14.0","98.0","114.0","12.0","13.0","14.0","98.0","126.46","0.0","98.0","126.46","0.0"
"1.0","ZH","151.0","Erlenbach (ZH)","98.0","76.0","8.0","7.0","14.0","98.0","76.0","8.0","7.0","14.0","98.0","83.57","0.0","98.0","83.57","0.0"
"1.0","ZH","172.0","Fehraltorf","98.0","109.0","13.0","12.0","14.0","98.0","109.0","13.0","12.0","14.0","98.0","121.59","0.0","98.0","121.59","0.0"
"1.0","ZH","27.0","Feuerthalen","98.0","114.0","13.0","14.0","14.0","98.0","114.0","13.0","14.0","14.0","98.0","127.41","0.0","98.0","127.41","0.0"
"1.0","ZH","114.0","Fischenthal","98.0","122.0","14.0","13.0","14.0","98.0","122.0","14.0","13.0","14.0","98.0","135.68","0.0","98.0","135.68","0.0"
"1.0","ZH","28.0","Flaach","98.0","107.0","12.0","13.0","14.0","98.0","107.0","12.0","13.0","14.0","98.0","119.25","0.0","98.0","119.25","0.0"
"1.0","ZH","29.0","Flurlingen","98.0","111.0","12.0","14.0","14.0","98.0","111.0","12.0","14.0","14.0","98.0","123.6","0.0","98.0","123.6","0.0"
"1.0","ZH","57.0","Freienstein-Teufen","98.0","99.0","14.0","13.0","14.0","98.0","99.0","14.0","13.0","14.0","98.0","112.69","0.0","98.0","112.69","0.0"
"1.0","ZH","193.0","Fällanden","98.0","99.0","11.0","10.0","14.0","98.0","99.0","11.0","10.0","14.0","98.0","109.5","0.0","98.0","109.5","0.0"
"1.0","ZH","244.0","Geroldswil","98.0","110.0","11.0","9.0","14.0","98.0","110.0","11.0","9.0","14.0","98.0","119.86","0.0","98.0","119.86","0.0"
"1.0","ZH","58.0","Glattfelden","98.0","120.0","14.0","13.0","14.0","98.0","120.0","14.0","13.0","14.0","98.0","133.59","0.0","98.0","133.59","0.0"
"1.0","ZH","115.0","Gossau (ZH)","98.0","117.0","14.0","14.0","14.0","98.0","117.0","14.0","14.0","14.0","98.0","131.0","0.0","98.0","131.0","0.0"
"1.0","ZH","194.0","Greifensee","98.0","94.0","11.0","10.0","14.0","98.0","94.0","11.0","10.0","14.0","98.0","104.56","0.0","98.0","104.56","0.0"
"1.0","ZH","116.0","Grüningen","98.0","113.0","12.0","13.0","14.0","98.0","113.0","12.0","13.0","14.0","98.0","125.34","0.0","98.0","125.34","0.0"
"1.0","ZH","220.0","Hagenbuch","98.0","118.0","14.0","14.0","14.0","98.0","118.0","14.0","14.0","14.0","98.0","132.0","0.0","98.0","132.0","0.0"
"1.0","ZH","4.0","Hausen am Albis","98.0","112.0","12.0","14.0","14.0","98.0","112.0","12.0","14.0","14.0","98.0","124.9","0.0","98.0","124.9","0.0"
"1.0","ZH","5.0","Hedingen","98.0","100.0","12.0","13.0","14.0","98.0","100.0","12.0","13.0","14.0","98.0","112.4","0.0","98.0","112.4","0.0"
"1.0","ZH","31.0","Henggart","98.0","102.0","14.0","13.0","14.0","98.0","102.0","14.0","13.0","14.0","98.0","115.74","0.0","98.0","115.74","0.0"
"1.0","ZH","152.0","Herrliberg","98.0","75.0","9.0","8.0","14.0","98.0","75.0","9.0","8.0","14.0","98.0","83.58","0.0","98.0","83.58","0.0"
"1.0","ZH","221.0","Hettlingen","98.0","96.0","13.0","13.0","14.0","98.0","96.0","13.0","13.0","14.0","98.0","109.0","0.0","98.0","109.0","0.0"
"1.0","ZH","117.0","Hinwil","98.0","112.0","12.0","16.0","14.0","98.0","112.0","12.0","16.0","14.0","98.0","125.6","0.0","98.0","125.6","0.0"
"1.0","ZH","173.0","Hittnau","98.0","113.0","14.0","12.0","14.0","98.0","113.0","14.0","12.0","14.0","98.0","126.4","0.0","98.0","126.4","0.0"
"1.0","ZH","59.0","Hochfelden","98.0","116.0","10.0","11.0","14.0","98.0","116.0","10.0","11.0","14.0","98.0","126.41","0.0","98.0","126.41","0.0"
"1.0","ZH","153.0","Hombrechtikon","98.0","113.0","11.0","13.0","14.0","98.0","113.0","11.0","13.0","14.0","98.0","124.9","0.0","98.0","124.9","0.0"
"1.0","ZH","295.0","Horgen","98.0","90.0","10.0","7.0","14.0","98.0","90.0","10.0","7.0","14.0","98.0","98.5","0.0","98.0","98.5","0.0"
"1.0","ZH","60.0","Höri","98.0","110.0","10.0","11.0","14.0","98.0","110.0","10.0","11.0","14.0","98.0","120.56","0.0","98.0","120.56","0.0"
"1.0","ZH","61.0","Hüntwangen","98.0","108.0","14.0","13.0","14.0","98.0","108.0","14.0","13.0","14.0","98.0","121.69","0.0","98.0","121.69","0.0"
"1.0","ZH","87.0","Hüttikon","98.0","115.0","13.0","10.0","14.0","98.0","115.0","13.0","10.0","14.0","98.0","126.5","0.0","98.0","126.5","0.0"
"1.0","ZH","296.0","Illnau-Effretikon","98.0","110.0","13.0","13.0","14.0","98.0","110.0","13.0","13.0","14.0","98.0","123.0","0.0","98.0","123.0","0.0"
"1.0","ZH","6.0","Kappel am Albis","98.0","102.0","14.0","14.0","14.0","98.0","102.0","14.0","14.0","14.0","98.0","116.0","0.0","98.0","116.0","0.0"
"1.0","ZH","135.0","Kilchberg (ZH)","98.0","72.0","9.0","6.0","14.0","98.0","72.0","9.0","6.0","14.0","98.0","79.59","0.0","98.0","79.59","0.0"
"1.0","ZH","33.0","Kleinandelfingen","98.0","112.0","12.0","14.0","14.0","98.0","112.0","12.0","14.0","14.0","98.0","124.58","0.0","98.0","124.58","0.0"
"1.0","ZH","62.0","Kloten","98.0","103.0","10.0","9.0","14.0","98.0","103.0","10.0","9.0","14.0","98.0","112.44","0.0","98.0","112.44","0.0"
"1.0","ZH","7.0","Knonau","98.0","116.0","14.0","14.0","14.0","98.0","116.0","14.0","14.0","14.0","98.0","130.0","0.0","98.0","130.0","0.0"
"1.0","ZH","154.0","Küsnacht (ZH)","98.0","73.0","7.0","7.0","14.0","98.0","73.0","7.0","7.0","14.0","98.0","80.0","0.0","98.0","80.0","0.0"
"1.0","ZH","136.0","Langnau am Albis","98.0","106.0","10.0","14.0","14.0","98.0","106.0","10.0","14.0","14.0","98.0","118.12","0.0","98.0","118.12","0.0"
"1.0","ZH","34.0","Laufen-Uhwiesen","98.0","104.0","12.0","14.0","14.0","98.0","104.0","12.0","14.0","14.0","98.0","116.54","0.0","98.0","116.54","0.0"
"1.0","ZH","176.0","Lindau","98.0","106.0","12.0","13.0","14.0","98.0","106.0","12.0","13.0","14.0","98.0","118.41","0.0","98.0","118.41","0.0"
"1.0","ZH","63.0","Lufingen","98.0","92.0","12.0","13.0","14.0","98.0","92.0","12.0","13.0","14.0","98.0","104.46","0.0","98.0","104.46","0.0"
"1.0","ZH","35.0","Marthalen","98.0","107.0","14.0","14.0","14.0","98.0","107.0","14.0","14.0","14.0","98.0","121.0","0.0","98.0","121.0","0.0"
"1.0","ZH","8.0","Maschwanden","98.0","130.0","12.0","14.0","14.0","98.0","130.0","12.0","14.0","14.0","98.0","142.72","0.0","98.0","142.72","0.0"
"1.0","ZH","195.0","Maur","98.0","85.0","9.0","9.0","14.0","98.0","85.0","9.0","9.0","14.0","98.0","94.0","0.0","98.0","94.0","0.0"
"1.0","ZH","156.0","Meilen","98.0","79.0","9.0","7.0","14.0","98.0","79.0","9.0","7.0","14.0","98.0","87.16","0.0","98.0","87.16","0.0"
"1.0","ZH","9.0","Mettmenstetten","98.0","98.0","12.0","14.0","14.0","98.0","98.0","12.0","14.0","14.0","98.0","110.86","0.0","98.0","110.86","0.0"
"1.0","ZH","155.0","Männedorf","98.0","93.0","11.0","11.0","14.0","98.0","93.0","11.0","11.0","14.0","98.0","104.0","0.0","98.0","104.0","0.0"
"1.0","ZH","196.0","Mönchaltorf","98.0","108.0","13.0","9.0","14.0","98.0","108.0","13.0","9.0","14.0","98.0","119.56","0.0","98.0","119.56","0.0"
"1.0","ZH","88.0","Neerach","98.0","77.0","12.0","10.0","14.0","98.0","77.0","12.0","10.0","14.0","98.0","88.26","0.0","98.0","88.26","0.0"
"1.0","ZH","223.0","Neftenbach","98.0","105.0","10.0","13.0","14.0","98.0","105.0","10.0","13.0","14.0","98.0","115.9","0.0","98.0","115.9","0.0"
"1.0","ZH","89.0","Niederglatt","98.0","106.0","13.0","10.0","14.0","98.0","106.0","13.0","10.0","14.0","98.0","117.82","0.0","98.0","117.82","0.0"
"1.0","ZH","90.0","Niederhasli","98.0","112.0","13.0","10.0","14.0","98.0","112.0","13.0","10.0","14.0","98.0","123.53","0.0","98.0","123.53","0.0"
"1.0","ZH","91.0","Niederweningen","98.0","102.0","10.0","10.0","14.0","98.0","102.0","10.0","10.0","14.0","98.0","112.0","0.0","98.0","112.0","0.0"
"1.0","ZH","64.0","Nürensdorf","98.0","90.0","12.0","9.0","14.0","98.0","90.0","12.0","9.0","14.0","98.0","100.77","0.0","98.0","100.77","0.0"
"1.0","ZH","65.0","Oberembrach","98.0","122.0","12.0","13.0","14.0","98.0","122.0","12.0","13.0","14.0","98.0","134.26","0.0","98.0","134.26","0.0"
"1.0","ZH","245.0","Oberengstringen","98.0","109.0","10.0","13.0","14.0","98.0","109.0","10.0","13.0","14.0","98.0","120.74","0.0","98.0","120.74","0.0"
"1.0","ZH","92.0","Oberglatt","98.0","117.0","13.0","10.0","14.0","98.0","117.0","13.0","10.0","14.0","98.0","128.26","0.0","98.0","128.26","0.0"
"1.0","ZH","137.0","Oberrieden","98.0","88.0","12.0","11.0","14.0","98.0","88.0","12.0","11.0","14.0","98.0","99.58","0.0","98.0","99.58","0.0"
"1.0","ZH","93.0","Oberweningen","98.0","96.0","10.0","10.0","14.0","98.0","96.0","10.0","10.0","14.0","98.0","106.0","0.0","98.0","106.0","0.0"
"1.0","ZH","10.0","Obfelden","98.0","121.0","12.0","13.0","14.0","98.0","121.0","12.0","13.0","14.0","98.0","133.48","0.0","98.0","133.48","0.0"
"1.0","ZH","157.0","Oetwil am See","98.0","116.0","14.0","9.0","14.0","98.0","116.0","14.0","9.0","14.0","98.0","127.55","0.0","98.0","127.55","0.0"
"1.0","ZH","246.0","Oetwil an der Limmat","98.0","105.0","11.0","9.0","14.0","98.0","105.0","11.0","9.0","14.0","98.0","115.02","0.0","98.0","115.02","0.0"
"1.0","ZH","66.0","Opfikon","98.0","94.0","8.0","7.0","14.0","98.0","94.0","8.0","7.0","14.0","98.0","101.35","0.0","98.0","101.35","0.0"
"1.0","ZH","37.0","Ossingen","98.0","99.0","14.0","14.0","14.0","98.0","99.0","14.0","14.0","14.0","98.0","113.0","0.0","98.0","113.0","0.0"
"1.0","ZH","94.0","Otelfingen","98.0","112.0","13.0","10.0","14.0","98.0","112.0","13.0","10.0","14.0","98.0","123.47","0.0","98.0","123.47","0.0"
"1.0","ZH","11.0","Ottenbach","98.0","117.0","12.0","13.0","14.0","98.0","117.0","12.0","13.0","14.0","98.0","129.43","0.0","98.0","129.43","0.0"
"1.0","ZH","224.0","Pfungen","98.0","117.0","12.0","13.0","14.0","98.0","117.0","12.0","13.0","14.0","98.0","129.4","0.0","98.0","129.4","0.0"
"1.0","ZH","177.0","Pfäffikon","98.0","110.0","12.0","12.0","14.0","98.0","110.0","12.0","12.0","14.0","98.0","122.0","0.0","98.0","122.0","0.0"
"1.0","ZH","67.0","Rafz","98.0","113.0","14.0","13.0","14.0","98.0","113.0","14.0","13.0","14.0","98.0","126.64","0.0","98.0","126.64","0.0"
"1.0","ZH","95.0","Regensberg","98.0","111.0","14.0","10.0","14.0","98.0","111.0","14.0","10.0","14.0","98.0","124.2","0.0","98.0","124.2","0.0"
"1.0","ZH","96.0","Regensdorf","98.0","118.0","11.0","10.0","14.0","98.0","118.0","11.0","10.0","14.0","98.0","128.44","0.0","98.0","128.44","0.0"
"1.0","ZH","38.0","Rheinau","98.0","114.0","14.0","14.0","14.0","98.0","114.0","14.0","14.0","14.0","98.0","128.0","0.0","98.0","128.0","0.0"
"1.0","ZH","138.0","Richterswil","98.0","99.0","12.0","14.0","14.0","98.0","99.0","12.0","14.0","14.0","98.0","111.98","0.0","98.0","111.98","0.0"
"1.0","ZH","225.0","Rickenbach (ZH)","98.0","102.0","12.0","13.0","14.0","98.0","102.0","12.0","13.0","14.0","98.0","114.32","0.0","98.0","114.32","0.0"
"1.0","ZH","12.0","Rifferswil","98.0","122.0","12.0","14.0","14.0","98.0","122.0","12.0","14.0","14.0","98.0","134.6","0.0","98.0","134.6","0.0"
"1.0","ZH","68.0","Rorbas","98.0","103.0","14.0","13.0","14.0","98.0","103.0","14.0","13.0","14.0","98.0","116.58","0.0","98.0","116.58","0.0"
"1.0","ZH","178.0","Russikon","98.0","113.0","12.0","12.0","14.0","98.0","113.0","12.0","12.0","14.0","98.0","125.0","0.0","98.0","125.0","0.0"
"1.0","ZH","97.0","Rümlang","98.0","109.0","14.0","14.0","14.0","98.0","109.0","14.0","14.0","14.0","98.0","123.0","0.0","98.0","123.0","0.0"
"1.0","ZH","139.0","Rüschlikon","98.0","75.0","10.0","10.0","14.0","98.0","75.0","10.0","10.0","14.0","98.0","85.0","0.0","98.0","85.0","0.0"
"1.0","ZH","118.0","Rüti (ZH)","98.0","119.0","14.0","12.0","14.0","98.0","119.0","14.0","12.0","14.0","98.0","131.94","0.0","98.0","131.94","0.0"
"1.0","ZH","226.0","Schlatt (ZH)","98.0","125.0","14.0","12.0","14.0","98.0","125.0","14.0","12.0","14.0","98.0","138.6","0.0","98.0","138.6","0.0"
"1.0","ZH","98.0","Schleinikon","98.0","108.0","10.0","10.0","14.0","98.0","108.0","10.0","10.0","14.0","98.0","118.0","0.0","98.0","118.0","0.0"
"1.0","ZH","247.0","Schlieren","98.0","111.0","11.0","10.0","14.0","98.0","111.0","11.0","10.0","14.0","98.0","121.28","0.0","98.0","121.28","0.0"
"1.0","ZH","197.0","Schwerzenbach","98.0","101.0","11.0","10.0","14.0","98.0","101.0","11.0","10.0","14.0","98.0","111.51","0.0","98.0","111.51","0.0"
"1.0","ZH","99.0","Schöfflisdorf","98.0","99.0","10.0","10.0","14.0","98.0","99.0","10.0","10.0","14.0","98.0","109.0","0.0","98.0","109.0","0.0"
"1.0","ZH","119.0","Seegräben","98.0","113.0","12.0","14.0","14.0","98.0","113.0","12.0","14.0","14.0","98.0","125.7","0.0","98.0","125.7","0.0"
"1.0","ZH","227.0","Seuzach","98.0","99.0","12.0","13.0","14.0","98.0","99.0","12.0","13.0","14.0","98.0","111.38","0.0","98.0","111.38","0.0"
"1.0","ZH","100.0","Stadel","98.0","113.0","14.0","13.0","14.0","98.0","113.0","14.0","13.0","14.0","98.0","126.73","0.0","98.0","126.73","0.0"
"1.0","ZH","13.0","Stallikon","98.0","102.0","11.0","11.0","14.0","98.0","102.0","11.0","11.0","14.0","98.0","113.0","0.0","98.0","113.0","0.0"
"1.0","ZH","292.0","Stammheim","98.0","114.0","14.0","14.0","14.0","98.0","114.0","14.0","14.0","14.0","98.0","128.0","0.0","98.0","128.0","0.0"
"1.0","ZH","101.0","Steinmaur","98.0","112.0","12.0","10.0","14.0","98.0","112.0","12.0","10.0","14.0","98.0","123.12","0.0","98.0","123.12","0.0"
"1.0","ZH","158.0","Stäfa","98.0","78.0","11.0","11.0","14.0","98.0","78.0","11.0","11.0","14.0","98.0","89.0","0.0","98.0","89.0","0.0"
"1.0","ZH","39.0","Thalheim an der Thur","98.0","104.0","12.0","13.0","14.0","98.0","104.0","12.0","13.0","14.0","98.0","116.22","0.0","98.0","116.22","0.0"
"1.0","ZH","141.0","Thalwil","98.0","83.0","11.0","10.0","14.0","98.0","83.0","11.0","10.0","14.0","98.0","93.49","0.0","98.0","93.49","0.0"
"1.0","ZH","41.0","Truttikon","98.0","109.0","14.0","14.0","14.0","98.0","109.0","14.0","14.0","14.0","98.0","123.0","0.0","98.0","123.0","0.0"
"1.0","ZH","40.0","Trüllikon","98.0","110.0","14.0","14.0","14.0","98.0","110.0","14.0","14.0","14.0","98.0","124.0","0.0","98.0","124.0","0.0"
"1.0","ZH","228.0","Turbenthal","98.0","122.0","14.0","13.0","14.0","98.0","122.0","14.0","13.0","14.0","98.0","135.66","0.0","98.0","135.66","0.0"
"1.0","ZH","159.0","Uetikon am See","98.0","84.0","11.0","11.0","14.0","98.0","84.0","11.0","11.0","14.0","98.0","95.0","0.0","98.0","95.0","0.0"
"1.0","ZH","248.0","Uitikon","98.0","80.0","10.0","10.0","14.0","98.0","80.0","10.0","10.0","14.0","98.0","90.0","0.0","98.0","90.0","0.0"
"1.0","ZH","249.0","Unterengstringen","98.0","100.0","11.0","13.0","14.0","98.0","100.0","11.0","13.0","14.0","98.0","112.08","0.0","98.0","112.08","0.0"
"1.0","ZH","250.0","Urdorf","98.0","115.0","10.0","11.0","14.0","98.0","115.0","10.0","11.0","14.0","98.0","125.56","0.0","98.0","125.56","0.0"
"1.0","ZH","198.0","Uster","98.0","112.0","11.0","10.0","14.0","98.0","112.0","11.0","10.0","14.0","98.0","122.54","0.0","98.0","122.54","0.0"
"1.0","ZH","43.0","Volken","98.0","111.0","12.0","13.0","14.0","98.0","111.0","12.0","13.0","14.0","98.0","123.22","0.0","98.0","123.22","0.0"
"1.0","ZH","199.0","Volketswil","98.0","101.0","9.0","10.0","14.0","98.0","101.0","9.0","10.0","14.0","98.0","110.48","0.0","98.0","110.48","0.0"
"1.0","ZH","120.0","Wald (ZH)","98.0","122.0","14.0","13.0","14.0","98.0","122.0","14.0","13.0","14.0","98.0","135.51","0.0","98.0","135.51","0.0"
"1.0","ZH","69.0","Wallisellen","98.0","95.0","7.0","8.0","14.0","98.0","95.0","7.0","8.0","14.0","98.0","102.53","0.0","98.0","102.53","0.0"
"1.0","ZH","200.0","Wangen-Brüttisellen","98.0","101.0","11.0","8.0","14.0","98.0","101.0","11.0","8.0","14.0","98.0","110.44","0.0","98.0","110.44","0.0"
"1.0","ZH","70.0","Wasterkingen","98.0","116.0","14.0","13.0","14.0","98.0","116.0","14.0","13.0","14.0","98.0","129.75","0.0","98.0","129.75","0.0"
"1.0","ZH","102.0","Weiach","98.0","96.0","11.0","13.0","14.0","98.0","96.0","11.0","13.0","14.0","98.0","107.68","0.0","98.0","107.68","0.0"
"1.0","ZH","251.0","Weiningen (ZH)","98.0","103.0","11.0","9.0","14.0","98.0","103.0","11.0","9.0","14.0","98.0","112.94","0.0","98.0","112.94","0.0"
"1.0","ZH","180.0","Weisslingen","98.0","116.0","13.0","12.0","14.0","98.0","116.0","13.0","12.0","14.0","98.0","128.71","0.0","98.0","128.71","0.0"
"1.0","ZH","14.0","Wettswil am Albis","98.0","90.0","11.0","11.0","14.0","98.0","90.0","11.0","11.0","14.0","98.0","101.0","0.0","98.0","101.0","0.0"
"1.0","ZH","121.0","Wetzikon (ZH)","98.0","119.0","14.0","14.0","14.0","98.0","119.0","14.0","14.0","14.0","98.0","133.0","0.0","98.0","133.0","0.0"
"1.0","ZH","298.0","Wiesendangen","98.0","88.0","14.0","13.0","14.0","98.0","88.0","14.0","13.0","14.0","98.0","101.68","0.0","98.0","101.68","0.0"
"1.0","ZH","71.0","Wil (ZH)","98.0","99.0","14.0","13.0","14.0","98.0","99.0","14.0","13.0","14.0","98.0","112.77","0.0","98.0","112.77","0.0"
"1.0","ZH","181.0","Wila","98.0","125.0","14.0","13.0","14.0","98.0","125.0","14.0","13.0","14.0","98.0","138.72","0.0","98.0","138.72","0.0"
"1.0","ZH","182.0","Wildberg","98.0","127.0","14.0","13.0","14.0","98.0","127.0","14.0","13.0","14.0","98.0","140.8","0.0","98.0","140.8","0.0"
"1.0","ZH","72.0","Winkel","98.0","76.0","10.0","11.0","14.0","98.0","76.0","10.0","11.0","14.0","98.0","86.42","0.0","98.0","86.42","0.0"
"1.0","ZH","230.0","Winterthur","98.0","125.0","13.0","17.0","14.0","98.0","125.0","13.0","17.0","14.0","98.0","139.72","0.0","98.0","139.72","0.0"
"1.0","ZH","293.0","Wädenswil","98.0","104.0","11.0","13.0","14.0","98.0","104.0","11.0","13.0","14.0","98.0","115.94","0.0","98.0","115.94","0.0"
"1.0","ZH","231.0","Zell (ZH)","98.0","118.0","14.0","12.0","14.0","98.0","118.0","14.0","12.0","14.0","98.0","131.24","0.0","98.0","131.24","0.0"
"1.0","ZH","161.0","Zollikon","98.0","76.0","8.0","9.0","14.0","98.0","76.0","8.0","9.0","14.0","98.0","84.44","0.0","98.0","84.44","0.0"
"1.0","ZH","160.0","Zumikon","98.0","77.0","8.0","9.0","14.0","98.0","77.0","8.0","9.0","14.0","98.0","85.42","0.0","98.0","85.42","0.0"
"1.0","ZH","261.0","Zürich","98.0","119.0","10.0","10.0","14.0","98.0","119.0","10.0","10.0","14.0","98.0","129.01","0.0","98.0","129.01","0.0"
