"Coefficients d'impôt en pourcentage (%)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20"
"2024.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"Impôt sur le revenu",NA,NA,NA,NA,"Impôt sur la fortune",NA,NA,NA,NA,"Bénéfice",NA,NA,"Capital",NA,NA
"Canton-Id","Canton","OFS-Id","Commune","Canton","Commune","Église réformée","Église catholique-romaine","Église catholique-chrétienne","Canton","Commune","Église réformée","Église catholique-romaine","Église catholique-chrétienne","Canton","Commune","Église","Canton","Commune","Église"
"2.0","BE","628.0","Zäziwil","302.5","189.0","20.7","19.0","27.6","302.5","189.0","20.7","19.0","27.6","262.0","189.0","20.549999999999997","262.0","189.0","20.549999999999997"
"3.0","LU","1051.0","Adligenswil","160.0","195.0","25.0","22.0","31.0","160.0","195.0","25.0","22.0","31.0","160.0","218.00000000000003","0.0","160.0","218.00000000000003","0.0"
"3.0","LU","1021.0","Aesch (LU)","160.0","180.0","22.0","35.0","31.0","160.0","180.0","22.0","35.0","31.0","160.0","213.0","0.0","160.0","213.0","0.0"
"3.0","LU","1121.0","Alberswil","160.0","204.99999999999997","35.0","28.999999999999996","31.0","160.0","204.99999999999997","35.0","28.999999999999996","31.0","160.0","235.0","0.0","160.0","235.0","0.0"
"3.0","LU","1122.0","Altbüron","160.0","240.0","23.0","41.0","31.0","160.0","240.0","23.0","41.0","31.0","160.0","277.0","0.0","160.0","277.0","0.0"
"3.0","LU","1123.0","Altishofen","160.0","170.0","23.0","28.000000000000004","31.0","160.0","170.0","23.0","28.000000000000004","31.0","160.0","198.0","0.0","160.0","198.0","0.0"
"3.0","LU","1023.0","Ballwil","160.0","150.0","22.0","25.0","31.0","160.0","150.0","22.0","25.0","31.0","160.0","175.0","0.0","160.0","175.0","0.0"
"3.0","LU","1081.0","Beromünster","160.0","185.0","25.0","30.0","31.0","160.0","185.0","25.0","30.0","31.0","160.0","214.0","0.0","160.0","214.0","0.0"
"3.0","LU","1052.0","Buchrain","160.0","195.0","25.0","27.0","31.0","160.0","195.0","25.0","27.0","31.0","160.0","222.00000000000003","0.0","160.0","222.00000000000003","0.0"
"3.0","LU","1083.0","Buttisholz","160.0","190.0","25.0","30.0","31.0","160.0","190.0","25.0","30.0","31.0","160.0","220.00000000000003","0.0","160.0","220.00000000000003","0.0"
"3.0","LU","1082.0","Büron","160.0","200.0","25.0","35.0","31.0","160.0","200.0","25.0","35.0","31.0","160.0","234.0","0.0","160.0","234.0","0.0"
"3.0","LU","1125.0","Dagmersellen","160.0","175.0","23.0","30.0","31.0","160.0","175.0","23.0","30.0","31.0","160.0","204.0","0.0","160.0","204.0","0.0"
"3.0","LU","1053.0","Dierikon","160.0","185.0","25.0","21.0","31.0","160.0","185.0","25.0","21.0","31.0","160.0","206.99999999999997","0.0","160.0","206.99999999999997","0.0"
"3.0","LU","1001.0","Doppleschwand","160.0","229.99999999999997","30.0","40.0","31.0","160.0","229.99999999999997","30.0","40.0","31.0","160.0","270.0","0.0","160.0","270.0","0.0"
"3.0","LU","1054.0","Ebikon","160.0","205.0","25.0","22.5","31.0","160.0","205.0","25.0","22.5","31.0","160.0","228.0","0.0","160.0","228.0","0.0"
"3.0","LU","1127.0","Egolzwil","160.0","204.99999999999997","25.0","28.999999999999996","31.0","160.0","204.99999999999997","25.0","28.999999999999996","31.0","160.0","234.0","0.0","160.0","234.0","0.0"
"3.0","LU","1084.0","Eich","160.0","110.00000000000001","25.0","21.0","31.0","160.0","110.00000000000001","25.0","21.0","31.0","160.0","132.0","0.0","160.0","132.0","0.0"
"3.0","LU","1024.0","Emmen","160.0","215.0","25.0","28.499999999999996","31.0","160.0","215.0","25.0","28.499999999999996","31.0","160.0","243.00000000000003","0.0","160.0","243.00000000000003","0.0"
"3.0","LU","1002.0","Entlebuch","160.0","210.0","30.0","40.0","31.0","160.0","210.0","30.0","40.0","31.0","160.0","249.00000000000003","0.0","160.0","249.00000000000003","0.0"
"3.0","LU","1025.0","Ermensee","160.0","195.0","22.0","28.000000000000004","31.0","160.0","195.0","22.0","28.000000000000004","31.0","160.0","222.00000000000003","0.0","160.0","222.00000000000003","0.0"
"3.0","LU","1026.0","Eschenbach (LU)","160.0","140.0","22.0","25.0","31.0","160.0","140.0","22.0","25.0","31.0","160.0","165.0","0.0","160.0","165.0","0.0"
"3.0","LU","1010.0","Escholzmatt-Marbach","160.0","200.0","40.0","40.0","31.0","160.0","200.0","40.0","40.0","31.0","160.0","240.0","0.0","160.0","240.0","0.0"
"3.0","LU","1128.0","Ettiswil","160.0","215.0","35.0","28.999999999999996","31.0","160.0","215.0","35.0","28.999999999999996","31.0","160.0","244.0","0.0","160.0","244.0","0.0"
"3.0","LU","1129.0","Fischbach","160.0","220.00000000000003","35.0","41.0","31.0","160.0","220.00000000000003","35.0","41.0","31.0","160.0","260.0","0.0","160.0","260.0","0.0"
"3.0","LU","1004.0","Flühli","160.0","220.00000000000003","40.0","40.0","31.0","160.0","220.00000000000003","40.0","40.0","31.0","160.0","260.0","0.0","160.0","260.0","0.0"
"3.0","LU","1085.0","Geuensee","160.0","204.99999999999997","25.0","33.0","31.0","160.0","204.99999999999997","25.0","33.0","31.0","160.0","237.0","0.0","160.0","237.0","0.0"
"3.0","LU","1055.0","Gisikon","160.0","160.0","25.0","21.0","31.0","160.0","160.0","25.0","21.0","31.0","160.0","182.0","0.0","160.0","182.0","0.0"
"3.0","LU","1056.0","Greppen","160.0","175.0","25.0","35.0","31.0","160.0","175.0","25.0","35.0","31.0","160.0","208.0","0.0","160.0","208.0","0.0"
"3.0","LU","1131.0","Grossdietwil","160.0","229.99999999999997","23.0","41.0","31.0","160.0","229.99999999999997","23.0","41.0","31.0","160.0","268.0","0.0","160.0","268.0","0.0"
"3.0","LU","1086.0","Grosswangen","160.0","185.0","35.0","32.5","31.0","160.0","185.0","35.0","32.5","31.0","160.0","218.00000000000003","0.0","160.0","218.00000000000003","0.0"
"3.0","LU","1005.0","Hasle (LU)","160.0","229.99999999999997","40.0","42.0","31.0","160.0","229.99999999999997","40.0","42.0","31.0","160.0","272.0","0.0","160.0","272.0","0.0"
"3.0","LU","1132.0","Hergiswil bei Willisau","160.0","200.0","35.0","45.0","31.0","160.0","200.0","35.0","45.0","31.0","160.0","244.0","0.0","160.0","244.0","0.0"
"3.0","LU","1088.0","Hildisrieden","160.0","150.0","22.0","27.0","31.0","160.0","150.0","22.0","27.0","31.0","160.0","176.0","0.0","160.0","176.0","0.0"
"3.0","LU","1030.0","Hitzkirch","160.0","180.0","22.0","28.000000000000004","31.0","160.0","180.0","22.0","28.000000000000004","31.0","160.0","206.99999999999997","0.0","160.0","206.99999999999997","0.0"
"3.0","LU","1031.0","Hochdorf","160.0","190.0","22.0","26.0","31.0","160.0","190.0","22.0","26.0","31.0","160.0","216.0","0.0","160.0","216.0","0.0"
"3.0","LU","1032.0","Hohenrain","160.0","215.0","22.0","40.0","31.0","160.0","215.0","22.0","40.0","31.0","160.0","252.99999999999997","0.0","160.0","252.99999999999997","0.0"
"3.0","LU","1057.0","Honau","160.0","180.0","25.0","21.0","31.0","160.0","180.0","25.0","21.0","31.0","160.0","202.0","0.0","160.0","202.0","0.0"
"3.0","LU","1058.0","Horw","160.0","145.0","25.0","25.0","31.0","160.0","145.0","25.0","25.0","31.0","160.0","170.0","0.0","160.0","170.0","0.0"
"3.0","LU","1033.0","Inwil","160.0","170.0","22.0","24.0","31.0","160.0","170.0","22.0","24.0","31.0","160.0","194.0","0.0","160.0","194.0","0.0"
"3.0","LU","1089.0","Knutwil","160.0","215.0","25.0","33.0","31.0","160.0","215.0","25.0","33.0","31.0","160.0","247.00000000000003","0.0","160.0","247.00000000000003","0.0"
"3.0","LU","1059.0","Kriens","160.0","190.0","25.0","27.0","31.0","160.0","190.0","25.0","27.0","31.0","160.0","217.0","0.0","160.0","217.0","0.0"
"3.0","LU","1135.0","Luthern","160.0","240.0","35.0","45.0","31.0","160.0","240.0","35.0","45.0","31.0","160.0","284.0","0.0","160.0","284.0","0.0"
"3.0","LU","1061.0","Luzern","160.0","165.0","25.0","25.0","31.0","160.0","165.0","25.0","25.0","31.0","160.0","190.0","0.0","160.0","190.0","0.0"
"3.0","LU","1062.0","Malters","160.0","195.0","25.0","30.0","31.0","160.0","195.0","25.0","30.0","31.0","160.0","224.00000000000003","0.0","160.0","224.00000000000003","0.0"
"3.0","LU","1091.0","Mauensee","160.0","190.0","25.0","25.0","31.0","160.0","190.0","25.0","25.0","31.0","160.0","215.0","0.0","160.0","215.0","0.0"
"3.0","LU","1063.0","Meggen","160.0","90.0","25.0","18.4","31.0","160.0","90.0","25.0","18.4","31.0","160.0","110.00000000000001","0.0","160.0","110.00000000000001","0.0"
"3.0","LU","1064.0","Meierskappel","160.0","200.0","25.0","35.0","31.0","160.0","200.0","25.0","35.0","31.0","160.0","233.0","0.0","160.0","233.0","0.0"
"3.0","LU","1136.0","Menznau","160.0","195.0","30.0","35.0","31.0","160.0","195.0","30.0","35.0","31.0","160.0","229.99999999999997","0.0","160.0","229.99999999999997","0.0"
"3.0","LU","1137.0","Nebikon","160.0","180.0","23.0","28.000000000000004","31.0","160.0","180.0","23.0","28.000000000000004","31.0","160.0","208.0","0.0","160.0","208.0","0.0"
"3.0","LU","1093.0","Neuenkirch","160.0","185.0","25.0","28.000000000000004","31.0","160.0","185.0","25.0","28.000000000000004","31.0","160.0","213.0","0.0","160.0","213.0","0.0"
"3.0","LU","1094.0","Nottwil","160.0","185.0","25.0","27.500000000000004","31.0","160.0","185.0","25.0","27.500000000000004","31.0","160.0","212.0","0.0","160.0","212.0","0.0"
"3.0","LU","1095.0","Oberkirch","160.0","155.0","25.0","21.0","31.0","160.0","155.0","25.0","21.0","31.0","160.0","177.0","0.0","160.0","177.0","0.0"
"3.0","LU","1139.0","Pfaffnau","160.0","220.00000000000003","26.5","40.0","31.0","160.0","220.00000000000003","26.5","40.0","31.0","160.0","257.0","0.0","160.0","257.0","0.0"
"3.0","LU","1037.0","Rain","160.0","170.0","22.0","30.0","31.0","160.0","170.0","22.0","30.0","31.0","160.0","199.0","0.0","160.0","199.0","0.0"
"3.0","LU","1140.0","Reiden","160.0","220.00000000000003","26.5","32.0","31.0","160.0","220.00000000000003","26.5","32.0","31.0","160.0","250.99999999999997","0.0","160.0","250.99999999999997","0.0"
"3.0","LU","1097.0","Rickenbach (LU)","160.0","180.0","25.0","30.0","31.0","160.0","180.0","25.0","30.0","31.0","160.0","209.0","0.0","160.0","209.0","0.0"
"3.0","LU","1142.0","Roggliswil","160.0","210.0","26.5","40.0","31.0","160.0","210.0","26.5","40.0","31.0","160.0","248.0","0.0","160.0","248.0","0.0"
"3.0","LU","1007.0","Romoos","160.0","220.00000000000003","30.0","45.0","31.0","160.0","220.00000000000003","30.0","45.0","31.0","160.0","264.0","0.0","160.0","264.0","0.0"
"3.0","LU","1065.0","Root","160.0","150.0","25.0","21.0","31.0","160.0","150.0","25.0","21.0","31.0","160.0","172.0","0.0","160.0","172.0","0.0"
"3.0","LU","1040.0","Rothenburg","160.0","165.0","25.0","25.0","31.0","160.0","165.0","25.0","25.0","31.0","160.0","190.0","0.0","160.0","190.0","0.0"
"3.0","LU","1098.0","Ruswil","160.0","200.0","30.0","32.0","31.0","160.0","200.0","30.0","32.0","31.0","160.0","231.99999999999997","0.0","160.0","231.99999999999997","0.0"
"3.0","LU","1039.0","Römerswil","160.0","210.0","22.0","45.0","31.0","160.0","210.0","22.0","45.0","31.0","160.0","252.99999999999997","0.0","160.0","252.99999999999997","0.0"
"3.0","LU","1099.0","Schenkon","160.0","110.00000000000001","25.0","24.0","31.0","160.0","110.00000000000001","25.0","24.0","31.0","160.0","134.0","0.0","160.0","134.0","0.0"
"3.0","LU","1100.0","Schlierbach","160.0","165.0","25.0","35.0","31.0","160.0","165.0","25.0","35.0","31.0","160.0","199.0","0.0","160.0","199.0","0.0"
"3.0","LU","1041.0","Schongau","160.0","210.0","22.0","42.0","31.0","160.0","210.0","22.0","42.0","31.0","160.0","249.00000000000003","0.0","160.0","249.00000000000003","0.0"
"3.0","LU","1066.0","Schwarzenberg","160.0","210.0","25.0","35.0","31.0","160.0","210.0","25.0","35.0","31.0","160.0","244.0","0.0","160.0","244.0","0.0"
"3.0","LU","1143.0","Schötz","160.0","215.0","23.0","28.4","31.0","160.0","215.0","23.0","28.4","31.0","160.0","243.00000000000003","0.0","160.0","243.00000000000003","0.0"
"3.0","LU","1008.0","Schüpfheim","160.0","220.00000000000003","40.0","35.0","31.0","160.0","220.00000000000003","40.0","35.0","31.0","160.0","254.99999999999997","0.0","160.0","254.99999999999997","0.0"
"3.0","LU","1102.0","Sempach","160.0","170.0","25.0","23.0","31.0","160.0","170.0","25.0","23.0","31.0","160.0","193.0","0.0","160.0","193.0","0.0"
"3.0","LU","1103.0","Sursee","160.0","175.0","25.0","24.0","31.0","160.0","175.0","25.0","24.0","31.0","160.0","199.0","0.0","160.0","199.0","0.0"
"3.0","LU","1104.0","Triengen","160.0","190.0","25.0","25.5","31.0","160.0","190.0","25.0","25.5","31.0","160.0","215.0","0.0","160.0","215.0","0.0"
"3.0","LU","1067.0","Udligenswil","160.0","185.0","25.0","30.0","31.0","160.0","185.0","25.0","30.0","31.0","160.0","214.0","0.0","160.0","214.0","0.0"
"3.0","LU","1145.0","Ufhusen","160.0","220.00000000000003","35.0","45.0","31.0","160.0","220.00000000000003","35.0","45.0","31.0","160.0","262.0","0.0","160.0","262.0","0.0"
"3.0","LU","1068.0","Vitznau","160.0","140.0","25.0","25.0","31.0","160.0","140.0","25.0","25.0","31.0","160.0","165.0","0.0","160.0","165.0","0.0"
"3.0","LU","1146.0","Wauwil","160.0","204.99999999999997","25.0","28.999999999999996","31.0","160.0","204.99999999999997","25.0","28.999999999999996","31.0","160.0","234.0","0.0","160.0","234.0","0.0"
"3.0","LU","1069.0","Weggis","160.0","135.0","25.0","22.0","31.0","160.0","135.0","25.0","22.0","31.0","160.0","158.0","0.0","160.0","158.0","0.0"
"3.0","LU","1009.0","Werthenstein","160.0","215.0","30.0","35.0","31.0","160.0","215.0","30.0","35.0","31.0","160.0","250.0","0.0","160.0","250.0","0.0"
"3.0","LU","1147.0","Wikon","160.0","229.99999999999997","26.5","32.0","31.0","160.0","229.99999999999997","26.5","32.0","31.0","160.0","260.0","0.0","160.0","260.0","0.0"
"3.0","LU","1151.0","Willisau","160.0","210.0","35.0","33.0","31.0","160.0","210.0","35.0","33.0","31.0","160.0","243.00000000000003","0.0","160.0","243.00000000000003","0.0"
"3.0","LU","1107.0","Wolhusen","160.0","229.99999999999997","30.0","35.0","31.0","160.0","229.99999999999997","30.0","35.0","31.0","160.0","264.0","0.0","160.0","264.0","0.0"
"3.0","LU","1150.0","Zell (LU)","160.0","190.0","35.0","36.0","31.0","160.0","190.0","35.0","36.0","31.0","160.0","225.99999999999997","0.0","160.0","225.99999999999997","0.0"
"4.0","UR","1201.0","Altdorf (UR)","100.0","95.0","115.0","77.0","77.0","100.0","95.0","115.0","77.0","77.0","100.0","95.0","79.774","100.0","95.0","0.0"
"4.0","UR","1202.0","Andermatt","100.0","99.0","115.0","100.0","100.0","100.0","99.0","115.0","100.0","100.0","100.0","99.0","101.62","100.0","99.0","0.0"
"4.0","UR","1203.0","Attinghausen","100.0","97.0","115.0","120.0","120.0","100.0","97.0","115.0","120.0","120.0","100.0","97.0","119.8","100.0","97.0","0.0"
"4.0","UR","1205.0","Bürglen (UR)","100.0","92.0","115.0","106.0","106.0","100.0","92.0","115.0","106.0","106.0","100.0","92.0","106.369","100.0","92.0","0.0"
"4.0","UR","1206.0","Erstfeld","100.0","103.0","115.0","130.0","130.0","100.0","103.0","115.0","130.0","130.0","100.0","103.0","128.965","100.0","103.0","0.0"
"4.0","UR","1207.0","Flüelen","100.0","93.0","115.0","120.0","120.0","100.0","93.0","115.0","120.0","120.0","100.0","93.0","119.63000000000001","100.0","93.0","0.0"
"4.0","UR","1209.0","Gurtnellen","100.0","110.0","115.0","133.0","133.0","100.0","110.0","115.0","133.0","133.0","100.0","110.0","132.37","100.0","110.0","0.0"
"4.0","UR","1208.0","Göschenen","100.0","108.0","115.0","133.0","133.0","100.0","108.0","115.0","133.0","133.0","100.0","108.0","131.65","100.0","108.0","0.0"
"4.0","UR","1210.0","Hospental","100.0","95.0","115.0","148.0","148.0","100.0","95.0","115.0","148.0","148.0","100.0","95.0","146.41600000000003","100.0","95.0","0.0"
"4.0","UR","1211.0","Isenthal","100.0","117.0","115.0","150.0","150.0","100.0","117.0","115.0","150.0","150.0","100.0","117.0","149.475","100.0","117.0","0.0"
"4.0","UR","1212.0","Realp","100.0","92.0","115.0","100.0","100.0","100.0","92.0","115.0","100.0","100.0","100.0","92.0","102.205","100.0","92.0","0.0"
"4.0","UR","1213.0","Schattdorf","100.0","91.0","115.0","92.0","92.0","100.0","91.0","115.0","92.0","92.0","100.0","91.0","92.94300000000001","100.0","91.0","0.0"
"4.0","UR","1214.0","Seedorf (UR)","100.0","90.0","115.0","100.0","100.0","100.0","90.0","115.0","100.0","100.0","100.0","90.0","100.64500000000001","100.0","90.0","0.0"
"4.0","UR","1215.0","Seelisberg","100.0","110.0","115.0","150.0","150.0","100.0","110.0","115.0","150.0","150.0","100.0","110.0","146.885","100.0","110.0","0.0"
"4.0","UR","1216.0","Silenen","100.0","105.0","115.0","130.0","130.0","100.0","105.0","115.0","130.0","130.0","100.0","105.0","129.745","100.0","105.0","0.0"
"4.0","UR","1217.0","Sisikon","100.0","120.0","115.0","130.0","130.0","100.0","120.0","115.0","130.0","130.0","100.0","120.0","128.8","100.0","120.0","0.0"
"4.0","UR","1218.0","Spiringen","100.0","110.0","115.0","148.0","148.0","100.0","110.0","115.0","148.0","148.0","100.0","110.0","147.34","100.0","110.0","0.0"
"4.0","UR","1219.0","Unterschächen","100.0","104.0","115.0","125.0","125.0","100.0","104.0","115.0","125.0","125.0","100.0","104.0","124.83","100.0","104.0","0.0"
"4.0","UR","1220.0","Wassen","100.0","108.0","115.0","148.0","148.0","100.0","108.0","115.0","148.0","148.0","100.0","108.0","147.01","100.0","108.0","0.0"
"5.0","SZ","1361.0","Alpthal","120.0","175.0","27.0","25.0","0.0","120.0","175.0","27.0","25.0","0.0","160.0","200.28","0.0","160.0","200.28","0.0"
"5.0","SZ","1341.0","Altendorf","120.0","125.0","14.0","15.0","0.0","120.0","125.0","14.0","15.0","0.0","160.0","124.78","0.0","160.0","124.78","0.0"
"5.0","SZ","1362.0","Arth","120.0","160.0","31.0","28.0","0.0","120.0","160.0","31.0","28.0","0.0","160.0","188.4","0.0","160.0","188.4","0.0"
"5.0","SZ","1301.0","Einsiedeln","120.0","200.0","27.0","26.0","0.0","120.0","200.0","27.0","26.0","0.0","160.0","226.13","0.0","160.0","226.13","0.0"
"5.0","SZ","1321.0","Feusisberg","120.0","74.0","8.0","15.0","0.0","120.0","74.0","8.0","15.0","0.0","160.0","92.16","0.0","160.0","92.16","0.0"
"5.0","SZ","1322.0","Freienbach","120.0","69.0","8.0","9.0","0.0","120.0","69.0","8.0","9.0","0.0","160.0","87.71","0.0","160.0","87.71","0.0"
"5.0","SZ","1342.0","Galgenen","120.0","165.0","14.0","16.0","0.0","120.0","165.0","14.0","16.0","0.0","160.0","180.62","0.0","160.0","180.62","0.0"
"5.0","SZ","1311.0","Gersau","120.0","190.0","25.0","25.0","0.0","120.0","190.0","25.0","25.0","0.0","160.0","215.0","0.0","160.0","215.0","0.0"
"5.0","SZ","1363.0","Illgau","120.0","210.0","25.0","32.0","0.0","120.0","210.0","25.0","32.0","0.0","160.0","241.93","0.0","160.0","241.93","0.0"
"5.0","SZ","1364.0","Ingenbohl","120.0","200.0","25.0","18.0","0.0","120.0","200.0","25.0","18.0","0.0","160.0","218.74","0.0","160.0","218.74","0.0"
"5.0","SZ","1343.0","Innerthal","120.0","170.0","14.0","32.0","0.0","120.0","170.0","14.0","32.0","0.0","160.0","199.29","0.0","160.0","199.29","0.0"
"5.0","SZ","1331.0","Küssnacht (SZ)","120.0","155.0","17.0","18.0","0.0","120.0","155.0","17.0","18.0","0.0","160.0","172.85","0.0","160.0","172.85","0.0"
"5.0","SZ","1344.0","Lachen","120.0","135.0","14.0","12.0","0.0","120.0","135.0","14.0","12.0","0.0","160.0","147.73","0.0","160.0","147.73","0.0"
"5.0","SZ","1365.0","Lauerz","120.0","200.0","31.0","29.0","0.0","120.0","200.0","31.0","29.0","0.0","160.0","229.2","0.0","160.0","229.2","0.0"
"5.0","SZ","1366.0","Morschach","120.0","180.0","25.0","36.0","0.0","120.0","180.0","25.0","36.0","0.0","160.0","214.72","0.0","160.0","214.72","0.0"
"5.0","SZ","1367.0","Muotathal","120.0","170.0","25.0","25.0","0.0","120.0","170.0","25.0","25.0","0.0","160.0","195.0","0.0","160.0","195.0","0.0"
"5.0","SZ","1368.0","Oberiberg","120.0","180.0","27.0","28.0","0.0","120.0","180.0","27.0","28.0","0.0","160.0","207.85","0.0","160.0","207.85","0.0"
"5.0","SZ","1345.0","Reichenburg","120.0","190.0","14.0","30.0","0.0","120.0","190.0","14.0","30.0","0.0","160.0","216.41","0.0","160.0","216.41","0.0"
"5.0","SZ","1369.0","Riemenstalden","120.0","140.0","25.0","26.0","0.0","120.0","140.0","25.0","26.0","0.0","160.0","166.0","0.0","160.0","166.0","0.0"
"5.0","SZ","1370.0","Rothenthurm","120.0","175.0","27.0","25.0","0.0","120.0","175.0","27.0","25.0","0.0","160.0","200.16","0.0","160.0","200.16","0.0"
"5.0","SZ","1371.0","Sattel","120.0","180.0","31.0","32.0","0.0","120.0","180.0","31.0","32.0","0.0","160.0","211.91","0.0","160.0","211.91","0.0"
"5.0","SZ","1372.0","Schwyz","120.0","205.0","25.0","28.0","0.0","120.0","205.0","25.0","28.0","0.0","160.0","232.78","0.0","160.0","232.78","0.0"
"5.0","SZ","1346.0","Schübelbach","120.0","210.0","14.0","38.0","0.0","120.0","210.0","14.0","38.0","0.0","160.0","173.33","0.0","160.0","173.33","0.0"
"5.0","SZ","1373.0","Steinen","120.0","200.0","25.0","30.0","0.0","120.0","200.0","25.0","30.0","0.0","160.0","229.52","0.0","160.0","229.52","0.0"
"5.0","SZ","1374.0","Steinerberg","120.0","160.0","31.0","31.0","0.0","120.0","160.0","31.0","31.0","0.0","160.0","191.0","0.0","160.0","191.0","0.0"
"5.0","SZ","1347.0","Tuggen","120.0","179.0","14.0","25.0","0.0","120.0","179.0","14.0","25.0","0.0","160.0","202.15","0.0","160.0","202.15","0.0"
"5.0","SZ","1375.0","Unteriberg","120.0","205.0","27.0","30.0","0.0","120.0","205.0","27.0","30.0","0.0","160.0","234.71","0.0","160.0","234.71","0.0"
"5.0","SZ","1348.0","Vorderthal","120.0","175.0","14.0","32.0","0.0","120.0","175.0","14.0","32.0","0.0","160.0","204.94","0.0","160.0","204.94","0.0"
"5.0","SZ","1349.0","Wangen (SZ)","120.0","190.0","14.0","30.0","0.0","120.0","190.0","14.0","30.0","0.0","160.0","216.7","0.0","160.0","216.7","0.0"
"5.0","SZ","1323.0","Wollerau","120.0","74.0","8.0","8.0","0.0","120.0","74.0","8.0","8.0","0.0","160.0","87.0","0.0","160.0","87.0","0.0"
"6.0","OW","1401.0","Alpnach","335.0","485.0","54.0","68.0","0.0","335.0","485.0","54.0","68.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"6.0","OW","1402.0","Engelberg","335.0","465.0","0.0","0.0","0.0","335.0","465.0","0.0","0.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"6.0","OW","1403.0","Giswil","335.0","485.0","54.0","70.0","0.0","335.0","485.0","54.0","70.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"6.0","OW","1404.0","Kerns","335.0","450.0","54.0","67.0","0.0","335.0","450.0","54.0","67.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"6.0","OW","1405.0","Lungern","335.0","525.0","54.0","70.0","0.0","335.0","525.0","54.0","70.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"6.0","OW","1406.0","Sachseln","335.0","470.0","54.0","68.0","0.0","335.0","470.0","54.0","68.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"6.0","OW","1407.0","Sarnen","335.0","386.0","54.0","44.0","0.0","335.0","386.0","54.0","44.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1501.0","Beckenried","266.0","179.0","26.0","35.0","0.0","266.0","179.0","26.0","35.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1502.0","Buochs","266.0","217.0","26.0","38.0","0.0","266.0","217.0","26.0","38.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1503.0","Dallenwil","266.0","240.0","26.0","37.0","0.0","266.0","240.0","26.0","37.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1504.0","Emmetten","266.0","222.0","26.0","55.0","0.0","266.0","222.0","26.0","55.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1505.0","Ennetbürgen","266.0","150.0","26.0","36.0","0.0","266.0","150.0","26.0","36.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1506.0","Ennetmoos","266.0","200.0","26.0","43.0","0.0","266.0","200.0","26.0","43.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1507.0","Hergiswil (NW)","266.0","149.0","26.0","14.0","0.0","266.0","149.0","26.0","14.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1508.0","Oberdorf (NW)","266.0","200.0","26.0","35.0","0.0","266.0","200.0","26.0","35.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1509.0","Stans","266.0","235.0","26.0","35.0","0.0","266.0","235.0","26.0","35.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1510.0","Stansstad","266.0","187.0","26.0","40.0","0.0","266.0","187.0","26.0","40.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"7.0","NW","1511.0","Wolfenschiessen","266.0","250.0","26.0","40.0","0.0","266.0","250.0","26.0","40.0","0.0","100.0","0.0","0.0","100.0","0.0","0.0"
"8.0","GL","1632.0","Glarus","59.7","56.0","7.5","8.0","0.0","59.7","56.0","7.5","8.0","0.0","59.7","56.0","7.735","59.7","56.0","7.735"
"8.0","GL","1630.0","Glarus Nord","59.7","61.5","9.0","7.0","0.0","59.7","61.5","9.0","7.0","0.0","59.7","61.5","7.88","59.7","61.5","7.88"
"8.0","GL","1631.0","Glarus Süd","59.7","63.0","11.0","11.0","0.0","59.7","63.0","11.0","11.0","0.0","59.7","63.0","11.0","59.7","63.0","11.0"
"9.0","ZG","1701.0","Baar","82.0","50.88","7.5","7.2","0.0","82.0","50.88","7.5","7.2","0.0","82.0","50.88","7.257","82.0","50.88","7.257"
"9.0","ZG","1702.0","Cham","82.0","56.0","7.5","10.0","0.0","82.0","56.0","7.5","10.0","0.0","82.0","56.0","9.45","82.0","56.0","9.45"
"9.0","ZG","1703.0","Hünenberg","82.0","57.0","7.5","10.0","0.0","82.0","57.0","7.5","10.0","0.0","82.0","57.0","9.418","82.0","57.0","9.418"
"9.0","ZG","1704.0","Menzingen","82.0","61.0","7.5","9.0","0.0","82.0","61.0","7.5","9.0","0.0","82.0","61.0","8.747","82.0","61.0","8.747"
"9.0","ZG","1705.0","Neuheim","82.0","65.0","7.5","10.0","0.0","82.0","65.0","7.5","10.0","0.0","82.0","65.0","9.496","82.0","65.0","9.496"
