price,number_of_rooms,address,canton,property_type,floor,year_category
"CHF 789,420.–",4.5 rooms,3703 Aeschi b. Spiez,bern,Apartment,noteg,2011-2015
"CHF 566,000.–",3.5 rooms,"Parkettstrasse 38, 3432 Lützelflüh-Goldbach",bern,Apartment,noteg,2016-2022
"CHF 860,000.–",3.5 rooms,"Wahlackerstrasse 3, 3052 Zollikofen",bern,Apartment,noteg,2016-2022
"CHF 970,000.–",3.5 rooms,"Blattistrasse 7, 3775 Lenk",bern,Apartment,noteg,2016-2022
"CHF 630,000.–",3.5 rooms,2552 Orpund,bern,Apartment,noteg,2016-2022
"CHF 630,000.–",4.5 rooms,"Hauptstrasse 1, 3251 Wengi b. Büren",bern,Apartment,noteg,2016-2022
"CHF 1,400,000.–",4.5 rooms,"Hohlenweg 2, 3072 Ostermundigen",bern,Apartment,noteg,2016-2022
"CHF 1,290,000.–",3.5 rooms,"Schluecht, Panorama Park Soleil, Haus E, 3823 Wengen",bern,Apartment,noteg,2016-2022
"CHF 595,000.–",3.5 rooms,"Fischermätteli 9, 3400 Burgdorf",bern,Apartment,noteg,2016-2022
"CHF 690,000.–",3.5 rooms,"Münchenbuchsee, 3053 Münchenbuchsee",bern,Apartment,noteg,2016-2022
"CHF 685,000.–",3.5 rooms,"Fraubrunnen, 3312 Fraubrunnen",bern,Apartment,noteg,2016-2022
"CHF 1,080,000.–",5.5 rooms,"Herrengässli 12, 3532 Zäziwil",bern,Apartment,noteg,2016-2022
"CHF 1,015,000.–",5.5 rooms,"Erlenauweg 20A, 3110 Münsingen",bern,Apartment,noteg,2016-2022
"CHF 1,260,000.–",4.5 rooms,"Mönchstrasse 4b, 3600 Thun",bern,Apartment,noteg,2016-2022
"CHF 1,165,000.–",4.5 rooms,"Buchwaldstrasse 12, 3510 Konolfingen",bern,Apartment,noteg,2016-2022
"CHF 1,095,000.–",5.5 rooms,"Schlossstrasse 4B, 3067 Boll",bern,Apartment,noteg,2016-2022
"CHF 1,095,000.–",4.5 rooms,"Schlossstrasse 4B, 3067 Boll",bern,Apartment,noteg,2016-2022
"CHF 799,000.–",4.5 rooms,"Niesenweg 3, 3625 Heiligenschwendi",bern,Apartment,noteg,2016-2022
"CHF 745,000.–",4.5 rooms,"Kesslergasse 18, 3225 Müntschemier",bern,Apartment,noteg,2016-2022
"CHF 670,000.–",3.5 rooms,"Sigriswilstrasse 17, 3654 Gunten",bern,Apartment,noteg,2016-2022
"CHF 820,000.–",5.5 rooms,"Chappelacher, 3292 Busswil BE",bern,Apartment,noteg,2016-2022
"CHF 780,000.–",4.5 rooms,"Niesenweg 3, 3625 Heiligenschwendi",bern,Apartment,noteg,2016-2022
"CHF 1,290,000.–",3.5 rooms,"Waldrain 24, 2562 Port",bern,Apartment,noteg,2016-2022
"CHF 995,000.–",4.5 rooms,4912 Aarwangen,bern,Apartment,noteg,2016-2022
"CHF 1,375,000.–",5.5 rooms,"Waldrain 24, 2562 Port",bern,Apartment,noteg,2016-2022
"CHF 820,000.–",5.5 rooms,3270 Aarberg,bern,Apartment,noteg,2016-2022
"CHF 820,000.–",5.5 rooms,3250 Lyss,bern,Apartment,noteg,2016-2022
"CHF 820,000.–",5.5 rooms,3000 Bern,bern,Apartment,noteg,2016-2022
"CHF 820,000.–",5.5 rooms,3052 Zollikofen,bern,Apartment,noteg,2016-2022
"CHF 580,000.–",4.5 rooms,"Sonnhaldestrasse 3, 4922 Bützberg",bern,Apartment,noteg,2016-2022
"CHF 838,000.–",4.5 rooms,"Breitenfeldstrasse 7, 2575 Täuffelen",bern,Apartment,noteg,2016-2022
"CHF 900,000.–",3.5 rooms,"Breitenfeldstrasse 7, 2575 Täuffelen",bern,Apartment,noteg,2016-2022
"CHF 1,270,000.–",4.5 rooms,"Buchwaldstrasse 14, 3510 Konolfingen",bern,Apartment,noteg,2016-2022
"CHF 595,000.–",4.5 rooms,"Rue du Bruye 1, 2732 Reconvilier",bern,Apartment,noteg,2016-2022
"CHF 650,000.–",4.5 rooms,"Hauptstrasse 48a, 2554 Meinisberg",bern,Apartment,noteg,2016-2022
"CHF 1,050,000.–",5.5 rooms,"Eigerweg 14, 4912 Aarwangen",bern,Apartment,noteg,2016-2022
"CHF 670,000.–",3.5 rooms,"Breitenfeldstrasse 7, 2575 Täuffelen",bern,Apartment,noteg,2016-2022
"CHF 380,000.–",2.5 rooms,"Breitenfeldstrasse 7, 2575 Täuffelen",bern,Apartment,noteg,2016-2022
"CHF 1,095,000.–",4.5 rooms,"Buchwaldstrasse 14, 3510 Konolfingen",bern,Apartment,noteg,2016-2022
"CHF 580,000.–",3.5 rooms,"Wiesenweg 9, 3360 Herzogenbuchsee",bern,Apartment,noteg,2016-2022
"CHF 570,000.–",3.5 rooms,"Wiesenweg 9, 3360 Herzogenbuchsee",bern,Apartment,noteg,2016-2022
"CHF 630,000.–",3.5 rooms,2552 Orpund,bern,Apartment,noteg,2016-2022
"CHF 830,000.–",3.5 rooms,2502 Biel/Bienne,bern,Apartment,noteg,2016-2022
"CHF 698,000.–",4.5 rooms,2735 Malleray,bern,Apartment,noteg,2016-2022
"CHF 1,270,000.–",4.5 rooms,"Stiglimattstrasse 32, 3250 Lyss",bern,Apartment,noteg,2016-2022
"CHF 735,000.–",3.5 rooms,"Burrirain 48, 2575 Täuffelen",bern,Apartment,noteg,2016-2022
"CHF 895,000.–",5.5 rooms,3432 Lützelflüh Goldbach,bern,Apartment,noteg,2016-2022
"CHF 1,500,000.–",5.5 rooms,"Breitenfeldstrasse 7, 2575 Täuffelen",bern,Apartment,noteg,2016-2022
"CHF 1,270,000.–",4.5 rooms,"Haldenstrasse 42, 4900 Langenthal",bern,Apartment,noteg,2016-2022
"CHF 660,000.–",4.5 rooms,"Wiesenweg 7, 3360 Herzogenbuchsee",bern,Apartment,noteg,2016-2022
"CHF 630,000.–",4.5 rooms,"Wiesenweg 7, 3360 Herzogenbuchsee",bern,Apartment,noteg,2016-2022
"CHF 710,000.–",4.5 rooms,"Wiesenweg 9, 3360 Herzogenbuchsee",bern,Apartment,noteg,2016-2022
"CHF 548,000.–",3.5 rooms,3312 Fraubrunnen,bern,Apartment,noteg,2016-2022
"CHF 1,030,000.–",4.5 rooms,"Dornhaldestrasse 41, 3627 Heimberg",bern,Apartment,noteg,2016-2022
"CHF 629,000.–",3.5 rooms,3550 Langnau im Emmental,bern,Apartment,noteg,2016-2022
"CHF 695,000.–",3.5 rooms,"Bernstrasse 221, 3627 Heimberg",bern,Apartment,noteg,2016-2022
"CHF 610,000.–",5.5 rooms,4950 Huttwil,bern,Apartment,noteg,2016-2022
"CHF 895,000.–",4.5 rooms,2542 Pieterlen,bern,Apartment,noteg,2016-2022
"CHF 798,000.–",4.5 rooms,3628 Uttigen,bern,Apartment,noteg,2016-2022
"CHF 568,000.–",3.5 rooms,"Weierweg 1, 4912 Aarwangen",bern,Apartment,noteg,2016-2022
"CHF 845,000.–",3.5 rooms,"Breite 18, 3800 Unterseen",bern,Apartment,noteg,2016-2022
"CHF 1,675,000.–",3.5 rooms,3792 Saanen,bern,Apartment,noteg,2016-2022
"CHF 1,600,000.–",3.5 rooms,3780 Saanen,bern,Apartment,noteg,2016-2022
"CHF 1,600,000.–",3.5 rooms,3792 Saanen,bern,Apartment,noteg,2016-2022
"CHF 525,000.–",4.5 rooms,"Rue des Golats 3, 2740 Moutier",bern,Apartment,noteg,2016-2022
"CHF 599,000.–",4.5 rooms,4950 Huttwil,bern,Apartment,noteg,2016-2022
"CHF 1,045,000.–",4.5 rooms,"Schwandenstrasse 18, 3656 Tschingel ob Gunten",bern,Duplex,eg,2001-2005
"CHF 820,000.–",5.5 rooms,"Wilerbergweg 12, 2504 Biel/Bienne",bern,Duplex,eg,2001-2005
"CHF 1,115,000.–",4.5 rooms,3653 Oberhofen am Thunersee,bern,Duplex,eg,2006-2010
"CHF 1,787,500.–",4 rooms,"Seftigenstrasse 19, 3007 Bern",bern,Duplex,noteg,1946-1960
"CHF 1,490,000.–",5.5 rooms,3792 Saanen,bern,Duplex,noteg,1961-1970
"CHF 1,490,000.–",5.5 rooms,3780 Gstaad,bern,Duplex,noteg,1961-1970
"CHF 875,000.–",5.5 rooms,3047 Bremgarten b. Bern,bern,Duplex,noteg,1971-1980
"CHF 799,000.–",5.5 rooms,"Bruchackerstrasse 16, 2575 Gerolfingen",bern,Duplex,noteg,1981-1990
"CHF 799,000.–",5.5 rooms,"Bruchackerstrasse 16, 2575 Gerolfingen",bern,Duplex,noteg,1981-1990
"CHF 580,000.–",4.5 rooms,"Bürgstrasse 14b, 3700 Spiez",bern,Duplex,noteg,1981-1990
"CHF 785,000.–",4.5 rooms,3672 Oberdiessbach,bern,Duplex,noteg,1981-1990
"CHF 835,000.–",6.5 rooms,"Thalgutstrasse 31, 3114 Wichtrach",bern,Duplex,noteg,1981-1990
"CHF 545,000.–",4.5 rooms,"Zürchermatte 5b, 3550 Langnau im Emmental",bern,Duplex,noteg,1991-2000
"CHF 660,000.–",4.5 rooms,"Riedholzweg 26A, 3147 Mittelhäusern",bern,Duplex,noteg,1991-2000
"CHF 610,000.–",4.5 rooms,"Bahnhofstrasse 21, 4914 Roggwil BE",bern,Duplex,noteg,1991-2000
"CHF 610,000.–",4.5 rooms,"Bahnhofstrasse 21, 4914 Roggwil BE",bern,Duplex,noteg,1991-2000
"CHF 590,000.–",5.5 rooms,4923 Wynau,bern,Duplex,noteg,1991-2000
"CHF 565,000.–",3.5 rooms,"Wydistrasse 31, 3812 Wilderswil",bern,Duplex,noteg,1991-2000
"CHF 790,000.–",5.5 rooms,2564 Bellmund,bern,Duplex,noteg,1991-2000
"CHF 845,000.–",6.5 rooms,"Hauptstrasse 50b, 2557 Studen BE",bern,Duplex,noteg,2001-2005
"CHF 580,000.–",4.5 rooms,"Eichenweg 4, 3177 Laupen BE",bern,Duplex,noteg,2001-2005
"CHF 780,000.–",5 rooms,"Grüneggrain 16, 3510 Konolfingen",bern,Duplex,noteg,2001-2005
"CHF 2,950,000.–",6 rooms,3074 Muri b. Bern,bern,Duplex,noteg,2001-2005
"CHF 750,000.–",4.5 rooms,"Stationsstrasse 17d, 3628 Uttigen",bern,Duplex,noteg,2006-2010
"CHF 1,950,000.–",6.5 rooms,"Centralstrasse 29, 3800 Interlaken",bern,Duplex,noteg,2011-2015
"CHF 970,000.–",3.5 rooms,"Blattistrasse 7, 3775 Lenk",bern,Duplex,noteg,2016-2022
"CHF 1,080,000.–",5.5 rooms,"Herrengässli 12, 3532 Zäziwil",bern,Duplex,noteg,2016-2022
"CHF 895,000.–",4.5 rooms,2542 Pieterlen,bern,Duplex,noteg,2016-2022
"CHF 680,000.–",3.5 rooms,"Seftigenstrasse 32, 3007 Bern",bern,Attic flat,noteg,1946-1960
"CHF 630,000.–",4.5 rooms,"Hauptstrasse 43, 2572 Sutz",bern,Attic flat,noteg,1971-1980
"CHF 1,985,000.–",11 rooms,"Pierre-Grise, 2504 Biel/Bienne",bern,Attic flat,noteg,1971-1980
"CHF 1,985,000.–",11 rooms,2502 Biel / Bienne,bern,Attic flat,noteg,1971-1980
"CHF 895,000.–",4.5 rooms,"Chrummacher 9, 3202 Frauenkappelen",bern,Attic flat,noteg,1981-1990
"CHF 875,000.–",5.5 rooms,"Marktgasse 39, 4900 Langenthal",bern,Attic flat,noteg,1981-1990
"CHF 625,000.–",6.5 rooms,"Rue Mercier 24, 2740 Moutier",bern,Attic flat,noteg,1981-1990
"CHF 790,000.–",4.5 rooms,"Seedorfweg 15, 3053 Münchenbuchsee",bern,Attic flat,noteg,1991-2000
"CHF 905,000.–",4.5 rooms,3032 Hinterkappelen,bern,Attic flat,noteg,2001-2005
"CHF 1,005,000.–",4.5 rooms,2503 Biel/Bienne,bern,Attic flat,noteg,2001-2005
"CHF 1,290,000.–",4.5 rooms,"Bottigenstrasse 273, 3019 Bern",bern,Attic flat,noteg,2006-2010
"CHF 1,255,000.–",4.5 rooms,"Bottigenstrasse 285, 3019 Bern",bern,Attic flat,noteg,2006-2010
"CHF 1,550,000.–",5.5 rooms,"Tiefenaustrasse 100, 3004 Bern",bern,Attic flat,noteg,2006-2010
"CHF 1,970,000.–",4.5 rooms,3653 Oberhofen am Thunersee,bern,Attic flat,noteg,2006-2010
"CHF 1,100,000.–",5.5 rooms,3266 Wiler b. Seedorf,bern,Attic flat,noteg,2006-2010
"CHF 895,000.–",4.5 rooms,"Guinandstrasse 4, 2555 Brügg",bern,Attic flat,noteg,2011-2015
"CHF 1,380,000.–",7 rooms,"Toffenholzweg 8a, 3123 Belp",bern,Attic flat,noteg,2011-2015
"CHF 1,290,000.–",3.5 rooms,"Waldrain 24, 2562 Port",bern,Attic flat,noteg,2016-2022
"CHF 900,000.–",3.5 rooms,"Breitenfeldstrasse 7, 2575 Täuffelen",bern,Attic flat,noteg,2016-2022
"CHF 1,270,000.–",4.5 rooms,"Stiglimattstrasse 32, 3250 Lyss",bern,Attic flat,noteg,2016-2022
"CHF 735,000.–",3.5 rooms,"Burrirain 48, 2575 Täuffelen",bern,Attic flat,noteg,2016-2022
"CHF 1,270,000.–",4.5 rooms,"Haldenstrasse 42, 4900 Langenthal",bern,Attic flat,noteg,2016-2022
"CHF 548,000.–",3.5 rooms,3312 Fraubrunnen,bern,Attic flat,noteg,2016-2022
"CHF 590,000.–",4.5 rooms,"Mühlestrasse 17, 3177 Laupen BE",bern,Roof flat,noteg,0-1919
"CHF 571,470.–",4.5 rooms,"Stegenweg 24, 3172 Niederwangen b. Bern",bern,Roof flat,noteg,1961-1970
"CHF 374,770.–",3.5 rooms,"Haldenweg 10, 3250 Lyss",bern,Roof flat,noteg,1961-1970
"CHF 1,687,830.–",3.5 rooms,3785 Gsteig b. Gstaad,bern,Roof flat,noteg,1961-1970
"CHF 539,000.–",3.5 rooms,3422 Kirchberg,bern,Roof flat,noteg,1971-1980
"CHF 420,000.–",4.5 rooms,"Seedorfweg 98, 3053 Münchenbuchsee",bern,Roof flat,noteg,1971-1980
"CHF 770,000.–",4.5 rooms,3800 Interlaken,bern,Roof flat,noteg,1971-1980
"CHF 725,000.–",5.5 rooms,"Schafmattstrasse 10, 3123 Belp",bern,Roof flat,noteg,1981-1990
"CHF 495,000.–",5 rooms,"Hauptstrasse 30, 3428 Wiler b. Utzenstorf",bern,Roof flat,noteg,1981-1990
"CHF 495,000.–",4.5 rooms,"Dorfmatt 3, 3315 Bätterkinden",bern,Roof flat,noteg,1981-1990
"CHF 770,000.–",3.5 rooms,"Wiesenstrasse 22, 4900 Langenthal",bern,Roof flat,noteg,1981-1990
"CHF 699,999.–",4.5 rooms,"Stockhornweg 41, 3624 Steffisburg",bern,Roof flat,noteg,1981-1990
"CHF 620,000.–",4.5 rooms,"Leimernweg 15, 3270 Aarberg",bern,Roof flat,noteg,1991-2000
"CHF 630,000.–",3.5 rooms,"Hauptstrasse 56, 3806 Bönigen b. Interlaken",bern,Roof flat,noteg,1991-2000
"CHF 530,000.–",3.5 rooms,"Höheweg 39, 3054 Schüpfen",bern,Roof flat,noteg,1991-2000
"CHF 660,000.–",5.5 rooms,2543 Lengnau BE,bern,Roof flat,noteg,1991-2000
"CHF 395,000.–",4.5 rooms,"Aegertenstrasse 5, 4923 Wynau",bern,Roof flat,noteg,1991-2000
"CHF 1,150,000.–",3.5 rooms,"Meisenweg 4, 3073 Gümligen",bern,Roof flat,noteg,1991-2000
"CHF 580,000.–",4.5 rooms,"Bielstrasse 18, 3252 Worben",bern,Roof flat,noteg,1991-2000
"CHF 650,000.–",3.5 rooms,"Aarbergstrasse 50, 3294 Büren an der Aare",bern,Roof flat,noteg,1991-2000
"CHF 535,000.–",5.5 rooms,3360 Herzogenbuchsee,bern,Roof flat,noteg,1991-2000
"CHF 595,000.–",3.5 rooms,3123 Belp,bern,Roof flat,noteg,1991-2000
"CHF 980,000.–",5.5 rooms,"Wilstrasse 12, 3672 Oberdiessbach",bern,Roof flat,noteg,2001-2005
"CHF 570,000.–",5.5 rooms,3380 Wangen an der Aare,bern,Roof flat,noteg,2001-2005
"CHF 495,000.–",4.5 rooms,3294 Büren an der Aare,bern,Roof flat,noteg,2001-2005
"CHF 790,000.–",3.5 rooms,"Innerbergstrasse 71, 3044 Innerberg",bern,Roof flat,noteg,2006-2010
"CHF 680,000.–",5.5 rooms,"Obstgarten 6, 3415 Hasle b. Burgdorf",bern,Roof flat,noteg,2006-2010
"CHF 2,800,000.–",4.5 rooms,"Swiss Alp Resort 5, 3818 Grindelwald",bern,Roof flat,noteg,2006-2010
"CHF 760,000.–",4.5 rooms,"Neuhausstrasse 4, 3127 Mühlethurnen",bern,Roof flat,noteg,2006-2010
"CHF 1,200,000.–",3.5 rooms,3658 Merligen,bern,Roof flat,noteg,2006-2010
"CHF 2,600,000.–",4.5 rooms,"Weidweg 1, 3818 Grindelwald",bern,Roof flat,noteg,2011-2015
"CHF 495,000.–",3.5 rooms,"Pappelweg 6a, 4950 Huttwil",bern,Roof flat,noteg,2011-2015
"CHF 566,000.–",3.5 rooms,"Parkettstrasse 38, 3432 Lützelflüh-Goldbach",bern,Roof flat,noteg,2016-2022
"CHF 570,000.–",3.5 rooms,"Südstrasse 51, 2504 Biel/Bienne",bern,Terrace flat,eg,1981-1990
"CHF 717,660.–",4.5 rooms,"Oberer Quai 96, 2502 Biel/Bienne",bern,Terrace flat,eg,2016-2022
"CHF 730,950.–",4.5 rooms,"Gartenstrasse 7, 3125 Toffen",bern,Terrace flat,eg,2016-2022
"CHF 798,000.–",6.5 rooms,"Terrassenstrasse 23, 2553 Safnern",bern,Terrace flat,noteg,1971-1980
"CHF 495,000.–",5.5 rooms,"Eichenweg 7, 4950 Huttwil",bern,Terrace flat,noteg,1991-2000
"CHF 550,000.–",5.5 rooms,"Rue de Chalière 76, 2740 Moutier",bern,Terrace flat,noteg,1991-2000
"CHF 1,400,000.–",4.5 rooms,"Hohlenweg 2, 3072 Ostermundigen",bern,Terrace flat,noteg,2016-2022
"CHF 1,165,000.–",4.5 rooms,"Buchwaldstrasse 12, 3510 Konolfingen",bern,Terrace flat,noteg,2016-2022
"CHF 1,270,000.–",4.5 rooms,"Buchwaldstrasse 14, 3510 Konolfingen",bern,Terrace flat,noteg,2016-2022
"CHF 1,050,000.–",5.5 rooms,"Eigerweg 14, 4912 Aarwangen",bern,Terrace flat,noteg,2016-2022
"CHF 1,095,000.–",4.5 rooms,"Buchwaldstrasse 14, 3510 Konolfingen",bern,Terrace flat,noteg,2016-2022
"CHF 690,000.–",182m²,"Hofmattstrasse 4, 4950 Huttwil",bern,Loft,noteg,2006-2010
"CHF 590,000.–",4.5 rooms,"Gässli 12, 2513 Twann",bern,Single house,,0-1919
"CHF 585,000.–",3.5 rooms,"Embergboden 100A, 3617 Fahrni b. Thun",bern,Single house,,0-1919
"CHF 595,000.–",6 rooms,"Fleur de Lys 13, 2608 Courtelary",bern,Single house,,0-1919
"CHF 1,890,000.–",7.5 rooms,"Trogmattweg 8, 3506 Grosshöchstetten",bern,Single house,,0-1919
"CHF 1,730,000.–",5 rooms,"Zelgweg 2, 3115 Gerzensee",bern,Single house,,0-1919
"CHF 3,900,000.–",12 rooms,"Talweg 17, 3063 Ittigen",bern,Single house,,0-1919
"CHF 780,000.–",5.5 rooms,"Combe Vaulère 52B, 2536 Plagne",bern,Single house,,0-1919
"CHF 520,000.–",4 rooms,"Krauchthal, 3326 Krauchthal",bern,Single house,,0-1919
"CHF 550,000.–",4.5 rooms,"Balmstrasse 76, 3860 Meiringen",bern,Single house,,0-1919
"CHF 1,795,000.–",6 rooms,"Jurastrasse 28, 3013 Bern",bern,Single house,,0-1919
"CHF 490,000.–",4 rooms,"Villeret, 2613 Villeret",bern,Single house,,0-1919
"CHF 715,000.–",6.5 rooms,"Mont-Soleil, 2610 Mont-Soleil",bern,Single house,,0-1919
"CHF 720,000.–",6 rooms,"Dorfstrasse 40, 3432 Lützelflüh-Goldbach",bern,Single house,,0-1919
"CHF 1,195,000.–",20 rooms,"Chrummholzbad 117, 3453 Heimisbach",bern,Single house,,0-1919
"CHF 690,000.–",4.5 rooms,"Ziegeleistrasse 4, 3054 Schüpfen",bern,Single house,,0-1919
"CHF 785,000.–",8 rooms,"Buchholz 210, 3816 Lütschental",bern,Single house,,0-1919
"CHF 550,000.–",10 rooms,"Route de Diesse 6, 2518 Nods",bern,Single house,,0-1919
"CHF 880,000.–",5.5 rooms,"Mühlegasse 13, 3400 Burgdorf",bern,Single house,,0-1919
"CHF 1,350,000.–",9 rooms,"Kreuzgasse 6, 3294 Büren an der Aare",bern,Single house,,0-1919
"CHF 845,000.–",9.5 rooms,"Mumenthalstrasse 23, 4912 Aarwangen",bern,Single house,,0-1919
"CHF 590,000.–",9 rooms,"Les Chéseaux 6, 2607 Cortébert",bern,Single house,,0-1919
"CHF 1,095,000.–",286m²,"Mühlegasse 13, 3283 Kallnach",bern,Single house,,0-1919
"CHF 1,750,000.–",6 rooms,"Beundengasse 29, 3250 Lyss",bern,Single house,,0-1919
"CHF 320,000.–",7.5 rooms,"Rue de la Golatte 10, 2738 Court",bern,Single house,,0-1919
"CHF 799,000.–",3.5 rooms,3427 Utzenstorf,bern,Single house,,0-1919
"CHF 1,300,000.–",6.5 rooms,"Allmendstrasse 6, 3629 Kiesen",bern,Single house,,0-1919
"CHF 650,000.–",6.5 rooms,"Grand-Rue 37, 2616 Renan BE",bern,Single house,,0-1919
"CHF 780,000.–",N/A,"Freimettigenstrasse 8, 3510 Konolfingen",bern,Single house,,0-1919
"CHF 785,000.–",5 rooms,"Rue Pierre-Pertuis 33, 2710 Tavannes",bern,Single house,,0-1919
"CHF 880,000.–",5.5 rooms,3852 Ringgenberg BE,bern,Single house,,0-1919
"CHF 450,000.–",4.5 rooms,"Rue de la Monte 3, 2733 Pontenet",bern,Single house,,0-1919
"CHF 530,000.–",7.5 rooms,2746 Crémines,bern,Single house,,0-1919
"CHF 585,000.–",6 rooms,"Vie des Crêts 32, 2732 Reconvilier",bern,Single house,,0-1919
"CHF 798,000.–",6.5 rooms,"Grand-Rue 183, 2720 Tramelan",bern,Single house,,0-1919
"CHF 795,000.–",9 rooms,3377 Walliswil bei Wangen,bern,Single house,,0-1919
"CHF 1,350,000.–",9 rooms,"Wylergasse 2, 3608 Thun",bern,Single house,,0-1919
"CHF 3,100,000.–",290m²,"Dittlingerweg 2, 3005 Bern",bern,Single house,,0-1919
"CHF 530,000.–",7 rooms,"Grand-Rue 61, 2746 Crémines",bern,Single house,,0-1919
"CHF 390,000.–",4.5 rooms,3076 Worb,bern,Single house,,0-1919
"CHF 1,200,000.–",7 rooms,3415 Hasle b. Burgdorf,bern,Single house,,0-1919
"CHF 590,000.–",4.5 rooms,"Aarbergstrasse 25, 3294 Büren an der Aare",bern,Single house,,0-1919
"CHF 495,000.–",173m²,3272 Walperswil,bern,Single house,,0-1919
"CHF 1,750,000.–",5 rooms,"Dorfstrasse 39, 3084 Wabern",bern,Single house,,0-1919
"CHF 990,000.–",5.5 rooms,2716 Sornetan,bern,Single house,,0-1919
"CHF 550,000.–",4.5 rooms,"Poststrasse 4, 4923 Wynau",bern,Single house,,0-1919
"CHF 1,980,000.–",6 rooms,3367 Thörigen,bern,Single house,,0-1919
"CHF 585,000.–",6 rooms,"Gässli 2, 4923 Wynau",bern,Single house,,0-1919
"CHF 1,980,000.–",6 rooms,3367 Thörigen,bern,Single house,,0-1919
"CHF 530,000.–",4.5 rooms,"Zihlmatt 391, 3537 Eggiwil",bern,Single house,,0-1919
"CHF 498,000.–",4.5 rooms,"Oberdorfstrasse 6, 3296 Arch",bern,Single house,,0-1919
"CHF 450,000.–",666m²,"Bälliz 208, 3766 Boltigen",bern,Single house,,0-1919
"CHF 1,450,000.–",14 rooms,"Chemin du Stand 1, 2515 Prêles",bern,Single house,,0-1919
"CHF 1,920,000.–",330m²,"Krankenhausstrasse 2, 3672 Oberdiessbach",bern,Single house,,0-1919
"CHF 1,580,000.–",6.5 rooms,"Route de Diesse 3, 2515 Prêles",bern,Single house,,0-1919
"CHF 1,130,000.–",10 rooms,"Bürenstrasse 22, 3293 Dotzigen",bern,Single house,,0-1919
"CHF 1,239,000.–",10 rooms,3657 Schwanden (Sigriswil),bern,Single house,,0-1919
"CHF 850,000.–",10 rooms,"Krähenbergstrasse 12, 2543 Lengnau BE",bern,Single house,,0-1919
"CHF 720,000.–",4.5 rooms,4914 Roggwil,bern,Single house,,0-1919
"CHF 1,100,000.–",5 rooms,2575 Täuffelen,bern,Single house,,0-1919
"CHF 723,000.–",6.5 rooms,2542 Pieterlen,bern,Single house,,0-1919
"CHF 395,000.–",5 rooms,4935 Leimiswil,bern,Single house,,0-1919
"CHF 695,000.–",6 rooms,"Allmend 10, 4952 Eriswil",bern,Single house,,1919-1945
"CHF 675,000.–",7.5 rooms,"Elsigbachstrasse 4, 3725 Achseten",bern,Single house,,1919-1945
"CHF 980,000.–",6.5 rooms,"Lotzwil, 4932 Lotzwil",bern,Single house,,1919-1945
"CHF 1,095,000.–",8.5 rooms,"Brunngasse 7, 4922 Thunstetten",bern,Single house,,1919-1945
"CHF 560,000.–",9 rooms,"Gass 4, 4952 Eriswil",bern,Single house,,1919-1945
"CHF 1,150,000.–",5.5 rooms,"Belp, 3123 Belp",bern,Single house,,1919-1945
"CHF 750,000.–",7 rooms,"Murtenstrasse 75, 3205 Gümmenen",bern,Single house,,1919-1945
"CHF 898,000.–",6.5 rooms,"Tramelan, 2720 Tramelan",bern,Single house,,1919-1945
"CHF 1,350,000.–",3.5 rooms,"Breiteweg 25, 3006 Bern",bern,Single house,,1919-1945
"CHF 725,000.–",5.5 rooms,"Höhestrasse 12, 4923 Wynau",bern,Single house,,1919-1945
"CHF 520,000.–",5 rooms,"Rue de l'Avenir 17, 2740 Moutier",bern,Single house,,1919-1945
"CHF 870,000.–",4.5 rooms,"Schachengässli 20, 3426 Aefligen",bern,Single house,,1919-1945
"CHF 875,000.–",9 rooms,"Chaletweg 7, 3262 Suberg",bern,Single house,,1919-1945
"CHF 450,000.–",2.5 rooms,"Studmattweg 17, 2532 Magglingen/Macolin",bern,Single house,,1919-1945
"CHF 1,690,000.–",11 rooms,"Kleinfeldweg 5, 3144 Gasel",bern,Single house,,1919-1945
"CHF 1,465,000.–",5.5 rooms,"Niesenweg 1, 3073 Gümligen",bern,Single house,,1919-1945
"CHF 1,850,000.–",4 rooms,"Leuernweg 4, 3250 Lyss",bern,Single house,,1919-1945
"CHF 735,000.–",5.5 rooms,"Maihofweg 7, 3427 Utzenstorf",bern,Single house,,1919-1945
"CHF 799,000.–",5.5 rooms,"Freilandweg 4, 4900 Langenthal",bern,Single house,,1919-1945
"CHF 850,000.–",5 rooms,3250 Lyss,bern,Single house,,1919-1945
"CHF 1,061,870.–",4.5 rooms,"Freilandweg 4, 4900 Langenthal",bern,Single house,,1919-1945
"CHF 1,594,800.–",4 rooms,4919 Reisiswil,bern,Single house,,1919-1945
"CHF 1,382,160.–",6 rooms,"Simmentalstrasse, 3647 Reutigen",bern,Single house,,1919-1945
"CHF 1,315,710.–",4.5 rooms,3604 Thun,bern,Single house,,1919-1945
"CHF 1,794,150.–",6 rooms,"Lindenhubelweg 4, 3400 Burgdorf",bern,Single house,,1919-1945
"CHF 2,396,180.–",5.5 rooms,"Weiherstrasse 1, 3073 Gümligen",bern,Single house,,1919-1945
"CHF 598,050.–",170m²,3154 Rüschegg Heubach,bern,Single house,,1919-1945
"CHF 923,650.–",3.5 rooms,2603 Péry,bern,Single house,,1919-1945
"CHF 923,650.–",5.5 rooms,4912 Aarwangen,bern,Single house,,1919-1945
"CHF 1,461,900.–",8 rooms,3725 Achseten,bern,Single house,,1919-1945
