price,number_of_rooms,address,canton,property_type,floor,year_category
"CHF 1,687,830.–",4.5 rooms,"Vufflens-la-Ville, 1302 Vufflens-la-Ville",vaud,Duplex,eg,2001-2005
"CHF 4,250,000.–",5.5 rooms,1820 Montreux,vaud,Duplex,eg,2011-2015
"CHF 838,000.–",4.5 rooms,"Rue de la Forge 6, 1410 St-Cierges",vaud,Duplex,eg,2011-2015
"CHF 1,156,230.–",3 rooms,"Villars-le-Grand, 1584 Villars-le-Grand",vaud,Duplex,eg,2016-2022
"CHF 956,880.–",4.5 rooms,1584 Villars le Grand,vaud,Duplex,eg,2016-2022
"CHF 1,235,970.–",5.5 rooms,1584 Villars le Grand,vaud,Duplex,eg,2016-2022
"CHF 1,142,940.–",3.5 rooms,1522 Lucens,vaud,Duplex,eg,2016-2022
"CHF 1,410,000.–",4.5 rooms,"Grand'Rue 44, 1176 St-Livres",vaud,Duplex,noteg,0-1919
"CHF 1,050,000.–",5.5 rooms,"Chailly-Montreux, 1816 Chailly-Montreux",vaud,Duplex,noteg,0-1919
"CHF 740,000.–",6 rooms,1522 Lucens,vaud,Duplex,noteg,0-1919
"CHF 1,095,000.–",7 rooms,"Rte de Bettens 8, 1377 Oulens-sous-Echallens",vaud,Duplex,noteg,0-1919
"CHF 1,790,000.–",5.5 rooms,1299 Crans-près-Céligny,vaud,Duplex,noteg,0-1919
"CHF 584,760.–",3.5 rooms,1522 Lucens,vaud,Duplex,noteg,1919-1945
"CHF 835,000.–",4.5 rooms,1884 Villars-sur-Ollon,vaud,Duplex,noteg,1961-1970
"CHF 1,500,000.–",5.5 rooms,"Grand Rue 98, 1820 Montreux",vaud,Duplex,noteg,1961-1970
"CHF 1,150,000.–",3 rooms,1884 Villars-sur-Ollon,vaud,Duplex,noteg,1971-1980
"CHF 910,000.–",4.5 rooms,1844 Villeneuve VD,vaud,Duplex,noteg,1971-1980
"CHF 488,000.–",3.5 rooms,1882 Gryon,vaud,Duplex,noteg,1971-1980
"CHF 1,090,000.–",5 rooms,1800 Vevey,vaud,Duplex,noteg,1971-1980
"CHF 1,090,000.–",5 rooms,1802 Corseaux,vaud,Duplex,noteg,1971-1980
"CHF 1,650,000.–",5.5 rooms,1844 Villeneuve VD,vaud,Duplex,noteg,1981-1990
"CHF 289,000.–",2.5 rooms,1862 Les Mosses,vaud,Duplex,noteg,1981-1990
"CHF 840,000.–",3.5 rooms,1304 Cossonay-Ville,vaud,Duplex,noteg,1981-1990
"CHF 590,000.–",2.5 rooms,1400 Yverdon-les-Bains,vaud,Duplex,noteg,1981-1990
"CHF 320,000.–",3.5 rooms,1450 Ste-Croix,vaud,Duplex,noteg,1981-1990
"CHF 1,220,000.–",5.5 rooms,1028 Préverenges,vaud,Duplex,noteg,1981-1990
"CHF 1,220,000.–",5.5 rooms,1110 Morges,vaud,Duplex,noteg,1981-1990
"CHF 730,000.–",3.5 rooms,"Ch. de la Fontaine 73, 1040 Echallens",vaud,Duplex,noteg,1981-1990
"CHF 1,890,000.–",5.5 rooms,1009 Pully,vaud,Duplex,noteg,1981-1990
"CHF 1,200,000.–",5.5 rooms,1279 Chavannes-de-Bogis,vaud,Duplex,noteg,1981-1990
"CHF 1,350,000.–",4.5 rooms,"Crans-près-Céligny, 1299 Crans-près-Céligny",vaud,Duplex,noteg,1991-2000
"CHF 1,650,000.–",7.5 rooms,1071 Chexbres,vaud,Duplex,noteg,1991-2000
"CHF 930,000.–",3.5 rooms,1163 Etoy,vaud,Duplex,noteg,1991-2000
"CHF 930,000.–",3.5 rooms,1110 Morges,vaud,Duplex,noteg,1991-2000
"CHF 1,990,000.–",6.5 rooms,1093 La Conversion,vaud,Duplex,noteg,1991-2000
"CHF 1,090,000.–",5.5 rooms,1032 Romanel s Lausanne,vaud,Duplex,noteg,1991-2000
"CHF 1,390,000.–",5 rooms,1196 Gland,vaud,Duplex,noteg,1991-2000
"CHF 2,295,000.–",7.5 rooms,1025 St-Sulpice VD,vaud,Duplex,noteg,1991-2000
"CHF 1,570,000.–",7.5 rooms,1071 Chexbres,vaud,Duplex,noteg,1991-2000
"CHF 1,330,000.–",5.5 rooms,1196 Gland,vaud,Duplex,noteg,1991-2000
"CHF 995,000.–",5.5 rooms,1844 Villeneuve VD,vaud,Duplex,noteg,2001-2005
"CHF 1,150,000.–",5.5 rooms,1306 Daillens,vaud,Duplex,noteg,2001-2005
"CHF 890,000.–",6.5 rooms,1417 Epautheyres,vaud,Duplex,noteg,2001-2005
"CHF 1,820,000.–",6 rooms,"St-Prex, 1162 St-Prex",vaud,Duplex,noteg,2006-2010
"CHF 1,495,000.–",5.5 rooms,"Morges, 1110 Morges",vaud,Duplex,noteg,2006-2010
"CHF 2,680,000.–",7 rooms,1131 Tolochenaz,vaud,Duplex,noteg,2006-2010
"CHF 1,420,000.–",5.5 rooms,1028 Préverenges,vaud,Duplex,noteg,2006-2010
"CHF 995,000.–",4 rooms,1196 Gland,vaud,Duplex,noteg,2006-2010
"CHF 740,000.–",5.5 rooms,1580 Avenches,vaud,Duplex,noteg,2006-2010
"CHF 885,000.–",4.5 rooms,1042 Assens,vaud,Duplex,noteg,2006-2010
"CHF 590,000.–",3.5 rooms,1845 Noville,vaud,Duplex,noteg,2006-2010
"CHF 940,000.–",3.5 rooms,"Gollion, 1124 Gollion",vaud,Duplex,noteg,2011-2015
"CHF 1,650,000.–",4.5 rooms,"Lausanne, 1012 Lausanne",vaud,Duplex,noteg,2011-2015
"CHF 1,795,000.–",5.5 rooms,"Lausanne, 1007 Lausanne",vaud,Duplex,noteg,2011-2015
"CHF 1,150,000.–",4.5 rooms,1805 Jongny,vaud,Duplex,noteg,2011-2015
"CHF 2,100,000.–",6 rooms,1026 Echandens,vaud,Duplex,noteg,2011-2015
"CHF 650,000.–",3 rooms,1586 Vallamand,vaud,Duplex,noteg,2011-2015
"CHF 890,000.–",5.5 rooms,1845 Noville,vaud,Duplex,noteg,2011-2015
"CHF 800,000.–",3.5 rooms,1110 Morges,vaud,Duplex,noteg,2011-2015
"CHF 1,440,000.–",4.5 rooms,1268 Begnins,vaud,Duplex,noteg,2011-2015
"CHF 2,390,000.–",6 rooms,1262 Eysins,vaud,Duplex,noteg,2011-2015
"CHF 895,000.–",4.5 rooms,1042 Bettens,vaud,Duplex,noteg,2011-2015
"CHF 2,150,000.–",4.5 rooms,1092 Belmont-sur-Lausanne,vaud,Duplex,noteg,2011-2015
"CHF 1,975,000.–",5 rooms,1295 Mies,vaud,Duplex,noteg,2011-2015
"CHF 2,050,000.–",5 rooms,1295 Mies,vaud,Duplex,noteg,2011-2015
"CHF 1,200,000.–",3.5 rooms,"Montreux, 1820 Montreux",vaud,Duplex,noteg,2016-2022
"CHF 795,000.–",4.5 rooms,"Belmont-sur-Yverdon, 1432 Belmont-sur-Yverdon",vaud,Duplex,noteg,2016-2022
"CHF 870,000.–",5.5 rooms,1854 Leysin,vaud,Duplex,noteg,2016-2022
"CHF 870,000.–",5.5 rooms,1854 Leysin,vaud,Duplex,noteg,2016-2022
"CHF 595,000.–",4.5 rooms,"Route de Maracon 9, 1613 Maracon",vaud,Duplex,noteg,2016-2022
"CHF 620,000.–",3.5 rooms,1082 Corcelles-le-Jorat,vaud,Duplex,noteg,2016-2022
"CHF 1,740,000.–",5.5 rooms,"1186 Bugnaux, 1186 Bugnaux",vaud,Duplex,noteg,2016-2022
"CHF 1,330,000.–",4.5 rooms,1299 Crans VD,vaud,Duplex,noteg,2016-2022
"CHF 1,840,000.–",4.5 rooms,1802 Corseaux,vaud,Duplex,noteg,2016-2022
"CHF 2,150,000.–",5.5 rooms,1260 Nyon,vaud,Duplex,noteg,2016-2022
"CHF 2,150,000.–",5.5 rooms,1260 Nyon,vaud,Duplex,noteg,2016-2022
"CHF 2,150,000.–",5.5 rooms,1195 Dully,vaud,Duplex,noteg,2016-2022
"CHF 995,000.–",5.5 rooms,1436 Chamblon,vaud,Attic flat,eg,1991-2000
"CHF 860,000.–",6.5 rooms,"Montagny-près-Yverdon, 1442 Montagny-près-Yverdon",vaud,Attic flat,eg,2001-2005
"CHF 4,765,000.–",9.5 rooms,"La Conversion, 1093 La Conversion",vaud,Attic flat,eg,2011-2015
"CHF 4,765,000.–",9.5 rooms,"A La Conversion, 1093 La Conversion",vaud,Attic flat,eg,2011-2015
"CHF 449,000.–",3.5 rooms,1337 Vallorbe,vaud,Attic flat,eg,2016-2022
"CHF 449,000.–",3.5 rooms,1337 Vallorbe,vaud,Attic flat,eg,2016-2022
"CHF 1,315,710.–",3.5 rooms,1816 Chailly-Montreux,vaud,Attic flat,noteg,0-1919
"CHF 1,023,330.–",4.5 rooms,1196 Gland,vaud,Attic flat,noteg,0-1919
"CHF 1,927,050.–",3 rooms,"A Gryon, 1882 Gryon",vaud,Attic flat,noteg,0-1919
"CHF 2,923,800.–",4.5 rooms,1170 Aubonne,vaud,Attic flat,noteg,0-1919
"CHF 983,460.–",3.5 rooms,"Lavigny, 1175 Lavigny",vaud,Attic flat,noteg,0-1919
"CHF 1,050,000.–",4.5 rooms,"Rue des Vaudrès 17, 1815 Clarens",vaud,Attic flat,noteg,1961-1970
"CHF 744,240.–",4.5 rooms,"Fenil-sur-Corsier, 1809 Fenil-sur-Corsier",vaud,Attic flat,noteg,1971-1980
"CHF 1,847,310.–",3.5 rooms,1180 Rolle,vaud,Attic flat,noteg,1971-1980
"CHF 1,435,320.–",3.5 rooms,"Corsier-sur-Vevey, 1804 Corsier-sur-Vevey",vaud,Attic flat,noteg,1971-1980
"CHF 1,714,410.–",3.5 rooms,"Chesières, 1885 Chesières",vaud,Attic flat,noteg,1981-1990
"CHF 1,834,020.–",4.5 rooms,"Grens, 1274 Grens",vaud,Attic flat,noteg,1981-1990
"CHF 1,315,710.–",3.5 rooms,"Route du vignoble 5, 1803 Chardonne",vaud,Attic flat,noteg,1981-1990
"CHF 1,960,270.–",4.5 rooms,1090 La Croix (Lutry),vaud,Attic flat,noteg,1981-1990
"CHF 1,960,270.–",4.5 rooms,1095 Lutry,vaud,Attic flat,noteg,1981-1990
"CHF 4,013,580.–",5.5 rooms,1025 St-Sulpice VD,vaud,Attic flat,noteg,1981-1990
"CHF 1,315,710.–",3.5 rooms,1800 Vevey,vaud,Attic flat,noteg,1981-1990
"CHF 1,621,380.–",4.5 rooms,1163 Etoy,vaud,Attic flat,noteg,1981-1990
"CHF 1,588,150.–",4.5 rooms,1131 Tolochenaz,vaud,Attic flat,noteg,1981-1990
"CHF 1,634,670.–",3.5 rooms,1290 Chavannes-des-Bois,vaud,Attic flat,noteg,1981-1990
"CHF 1,779,530.–",170m²,1260 Nyon,vaud,Attic flat,noteg,1981-1990
"CHF 1,779,530.–",4.5 rooms,1260 Nyon,vaud,Attic flat,noteg,1981-1990
"CHF 1,634,670.–",3.5 rooms,1290 Chavannes-des-Bois,vaud,Attic flat,noteg,1981-1990
"CHF 2,126,400.–",4.5 rooms,1196 Gland,vaud,Attic flat,noteg,1981-1990
"CHF 1,525,000.–",5.5 rooms,"Gland, 1196 Gland",vaud,Attic flat,noteg,1991-2000
"CHF 1,910,000.–",5.5 rooms,1260 Nyon,vaud,Attic flat,noteg,2001-2005
"CHF 990,000.–",4.5 rooms,1092 Belmont-sur-Lausanne,vaud,Attic flat,noteg,2001-2005
"CHF 1,920,000.–",5.5 rooms,1260 Nyon,vaud,Attic flat,noteg,2001-2005
"CHF 1,040,000.–",3.5 rooms,1263 Crassier,vaud,Attic flat,noteg,2001-2005
"CHF 1,920,000.–",5.5 rooms,1260 Nyon,vaud,Attic flat,noteg,2001-2005
"CHF 730,000.–",3.5 rooms,"Coin d'En Bas, 1092 Belmont-sur-Lausanne",vaud,Attic flat,noteg,2001-2005
"CHF 2,800,000.–",7 rooms,1009 Pully,vaud,Attic flat,noteg,2006-2010
"CHF 1,550,000.–",5 rooms,"Mont-sur-Rolle, 1185 Mont-sur-Rolle",vaud,Attic flat,noteg,2006-2010
"CHF 1,120,000.–",4 rooms,"Lonay, 1027 Lonay",vaud,Attic flat,noteg,2006-2010
"CHF 1,995,000.–",4.5 rooms,"Vevey, 1800 Vevey",vaud,Attic flat,noteg,2006-2010
"CHF 1,000,000.–",4.5 rooms,"Bussigny, 1030 Bussigny",vaud,Attic flat,noteg,2006-2010
"CHF 3,170,000.–",5 rooms,1010 Lausanne,vaud,Attic flat,noteg,2006-2010
"CHF 775,000.–",4.5 rooms,1055 Froideville,vaud,Attic flat,noteg,2006-2010
"CHF 3,690,000.–",6.5 rooms,1820 Montreux,vaud,Attic flat,noteg,2006-2010
"CHF 1,640,000.–",4.5 rooms,1297 Founex,vaud,Attic flat,noteg,2006-2010
"CHF 1,135,000.–",4.5 rooms,1018 Lausanne,vaud,Attic flat,noteg,2006-2010
"CHF 685,000.–",4.5 rooms,"Payerne, 1530 Payerne",vaud,Attic flat,noteg,2006-2010
"CHF 1,620,000.–",5 rooms,1185 Mont-sur-Rolle,vaud,Attic flat,noteg,2006-2010
"CHF 1,690,000.–",5.5 rooms,1185 Mont-sur-Rolle,vaud,Attic flat,noteg,2006-2010
"CHF 1,194,770.–",3.5 rooms,"Orbe, 1350 Orbe",vaud,Attic flat,noteg,2011-2015
"CHF 837,270.–",71m²,"Route du Village, 1066 Épalinges",vaud,Attic flat,noteg,2011-2015
"CHF 2,485,230.–",3.5 rooms,1009 Pully,vaud,Attic flat,noteg,2011-2015
"CHF 983,460.–",4.5 rooms,"Route de Pré-Jaquet, 1844 Villeneuve",vaud,Attic flat,noteg,2011-2015
"CHF 1,116,360.–",4.5 rooms,"chemin du châlet blanc 3, 1510 Moudon",vaud,Attic flat,noteg,2011-2015
"CHF 983,460.–",4.5 rooms,1844 Villeneuve VD,vaud,Attic flat,noteg,2011-2015
"CHF 1,395,000.–",4.5 rooms,1185 Mont-sur-Rolle,vaud,Attic flat,noteg,2016-2022
"CHF 410,000.–",3.5 rooms,"Fontannasson 5, 1338 Ballaigues",vaud,Attic flat,noteg,2016-2022
"CHF 2,400,000.–",3.5 rooms,1820 Montreux,vaud,Attic flat,noteg,2016-2022
"CHF 2,670,000.–",4.5 rooms,1820 Montreux,vaud,Attic flat,noteg,2016-2022
"CHF 1,250,000.–",5.5 rooms,1149 Berolle,vaud,Attic flat,noteg,2016-2022
"CHF 830,000.–",5.5 rooms,1584 Villars le Grand,vaud,Attic flat,noteg,2016-2022
"CHF 3,050,000.–",4.5 rooms,1093 La Conversion,vaud,Attic flat,noteg,2016-2022
"CHF 990,000.–",5.5 rooms,"Route du Vieux Séquoia 4, 1847 Rennaz",vaud,Attic flat,noteg,2016-2022
"CHF 590,000.–",4.5 rooms,1562 Corcelles-près-Payerne,vaud,Attic flat,noteg,2016-2022
"CHF 740,000.–",3.5 rooms,1844 Villeneuve VD,vaud,Attic flat,noteg,2016-2022
"CHF 990,000.–",4.5 rooms,1304 Cossonay-Ville,vaud,Attic flat,noteg,2016-2022
"CHF 1,500,000.–",5 rooms,"Avenue Collonges, 1004 Lausanne",vaud,Roof flat,noteg,0-1919
"CHF 369,000.–",3 rooms,"Les Rasses, 1452 Les Rasses",vaud,Roof flat,noteg,0-1919
"CHF 695,000.–",3.5 rooms,"Renens VD, 1020 Renens VD",vaud,Roof flat,noteg,0-1919
"CHF 595,000.–",4.5 rooms,"Bex, 1880 Bex",vaud,Roof flat,noteg,0-1919
"CHF 695,000.–",3.5 rooms,"Renens VD, 1020 Renens VD",vaud,Roof flat,noteg,1919-1945
"CHF 620,000.–",3.5 rooms,"Gland, 1196 Gland",vaud,Roof flat,noteg,1971-1980
"CHF 1,340,000.–",3.5 rooms,1820 Montreux,vaud,Roof flat,noteg,1971-1980
"CHF 800,000.–",4.5 rooms,"Route de Gruyère 13, 1608 Oron-le-Châtel",vaud,Roof flat,noteg,1981-1990
"CHF 890,000.–",3.5 rooms,1031 Mex VD,vaud,Roof flat,noteg,1981-1990
"CHF 624,630.–",4.5 rooms,"Impasse de la Ferme 6, 1586 Vallamand",vaud,Roof flat,noteg,1991-2000
"CHF 1,661,250.–",3.5 rooms,"Avenue des Comtes de Savoie 5, 1844 Villeneuve",vaud,Roof flat,noteg,1991-2000
"CHF 624,630.–",4.5 rooms,"Impasse de la Ferme 6, 1586 Vallamand",vaud,Roof flat,noteg,1991-2000
"CHF 1,448,610.–",4.5 rooms,1032 Romanel-sur-Lausanne,vaud,Roof flat,noteg,1991-2000
"CHF 1,295,000.–",5.5 rooms,1186 Essertines-sur-Rolle,vaud,Roof flat,noteg,2001-2005
"CHF 1,900,000.–",5.5 rooms,"Chemin du Petit Vignoble 3, 1162 St-Prex",vaud,Roof flat,noteg,2001-2005
"CHF 850,000.–",4.5 rooms,"Chemin du Cabinet, 1844 Villeneuve",vaud,Roof flat,noteg,2006-2010
"CHF 835,000.–",2.5 rooms,"Le Mont-sur-Lausanne, 1052 Le Mont-sur-Lausanne",vaud,Roof flat,noteg,2011-2015
"CHF 4,990,000.–",7 rooms,1009 Pully,vaud,Roof flat,noteg,2011-2015
"CHF 1,170,000.–",5.5 rooms,"Essertes, 1078 Essertes",vaud,Roof flat,noteg,2011-2015
"CHF 1,170,000.–",5.5 rooms,"A Essertes, 1078 Essertes",vaud,Roof flat,noteg,2011-2015
"CHF 640,000.–",4.5 rooms,"Rue de Bibracte 16b, 1580 Avenches",vaud,Roof flat,noteg,2011-2015
"CHF 910,000.–",4.5 rooms,"Route du Flon 20, 1610 Oron-la-Ville",vaud,Roof flat,noteg,2016-2022
"CHF 1,000,000.–",3.5 rooms,"Le Mont-sur-Lausanne, 1052 Le Mont-sur-Lausanne",vaud,Roof flat,noteg,2016-2022
"CHF 520,000.–",3.5 rooms,"Cudrefin, 1588 Cudrefin",vaud,Roof flat,noteg,2016-2022
"CHF 925,000.–",4.5 rooms,"Route du Flon 20, 1610 Oron-la-Ville",vaud,Roof flat,noteg,2016-2022
"CHF 603,000.–",4.5 rooms,"Rue de la Marmalaz 1, 1358 Valeyres-sous-Rances",vaud,Roof flat,noteg,2016-2022
"CHF 1,490,000.–",4.5 rooms,1260 Nyon,vaud,Terrace flat,eg,0-1919
"CHF 1,180,000.–",4.5 rooms,1820 Territet,vaud,Terrace flat,eg,1981-1990
"CHF 750,000.–",3.5 rooms,"Route des Chenolettes, 1660 Château-d’Œx",vaud,Terrace flat,eg,1981-1990
"CHF 1,500,000.–",5.5 rooms,"Route des Chenolettes, 1660 Château-d’Œx",vaud,Terrace flat,eg,1981-1990
"CHF 996,750.–",3.5 rooms,"Chemin de l' Entoz 3, 1042 Bioley-Orjulaz",vaud,Terrace flat,eg,2001-2005
"CHF 1,890,000.–",4.5 rooms,1093 La Conversion,vaud,Terrace flat,eg,2016-2022
"CHF 820,000.–",4.5 rooms,1026 Echandens,vaud,Terrace flat,noteg,1971-1980
"CHF 1,155,000.–",4.5 rooms,1815 Clarens,vaud,Terrace flat,noteg,2006-2010
"CHF 2,250,000.–",5.5 rooms,1095 Lutry,vaud,Terrace flat,noteg,2006-2010
"CHF 2,250,000.–",5.5 rooms,1093 La Conversion,vaud,Terrace flat,noteg,2006-2010
"CHF 1,250,000.–",3.5 rooms,1009 Pully,vaud,Terrace flat,noteg,2016-2022
"CHF 720,000.–",2.5 rooms,1400 Yverdon-les-Bains,vaud,Loft,eg,2016-2022
"CHF 1,280,000.–",3.5 rooms,1185 Mont-sur-Rolle,vaud,Loft,noteg,0-1919
"CHF 1,290,000.–",6.5 rooms,"Sentier de l'Arenaz 2, 1523 Granges-près-Marnand",vaud,Single house,,0-1919
"CHF 1,900,000.–",7.5 rooms,"Impasse du Fostet 250, 1552 Trey",vaud,Single house,,0-1919
"CHF 3,500,000.–",12 rooms,1424 Champagne,vaud,Single house,,0-1919
"CHF 2,580,000.–",7.5 rooms,"St-Légier-La Chiésaz, 1806 St-Légier-La Chiésaz",vaud,Single house,,0-1919
"CHF 1,050,000.–",11 rooms,"Chavannes-le-Chêne, 1464 Chavannes-le-Chêne",vaud,Single house,,0-1919
"CHF 4,950,000.–",15 rooms,1147 Montricher,vaud,Single house,,0-1919
"CHF 990,000.–",6 rooms,"Ollon VD, 1867 Ollon VD",vaud,Single house,,0-1919
"CHF 895,000.–",7 rooms,"Grandson, 1422 Grandson",vaud,Single house,,0-1919
"CHF 1,200,000.–",5.5 rooms,"Brenles, 1683 Brenles",vaud,Single house,,0-1919
"CHF 1,650,000.–",6.5 rooms,"St-Légier-La Chiésaz, 1806 St-Légier-La Chiésaz",vaud,Single house,,0-1919
"CHF 1,395,000.–",5.5 rooms,"Chemin du Marchat 4, 1410 Thierrens",vaud,Single house,,0-1919
"CHF 1,000,000.–",10 rooms,"Chemin de la Planchette 11, 1852 Roche VD",vaud,Single house,,0-1919
"CHF 4,500,000.–",17.5 rooms,1806 Saint-Légier-La Chiésaz,vaud,Single house,,0-1919
"CHF 1,395,000.–",9 rooms,1313 Ferreyres,vaud,Single house,,0-1919
"CHF 880,000.–",4.5 rooms,1163 Etoy,vaud,Single house,,0-1919
"CHF 675,000.–",6 rooms,1337 Vallorbe,vaud,Single house,,0-1919
"CHF 690,000.–",10 rooms,1325 Vaulion,vaud,Single house,,0-1919
"CHF 2,690,000.–",10 rooms,1176 St-Livres,vaud,Single house,,0-1919
"CHF 755,000.–",13 rooms,1454 L'Auberson,vaud,Single house,,0-1919
"CHF 2,190,000.–",9.5 rooms,1031 Mex VD,vaud,Single house,,0-1919
"CHF 3,950,000.–",8.5 rooms,1009 Pully,vaud,Single house,,0-1919
"CHF 878,000.–",6 rooms,"Ruelle de l'Eglise 6, 1410 Correvon",vaud,Single house,,0-1919
"CHF 3,950,000.–",8.5 rooms,"Dans un cadre résidentiel, 1024 Ecublens VD",vaud,Single house,,0-1919
"CHF 500,000.–",5.5 rooms,"Grand Rue 6, 1863 Le Sépey",vaud,Single house,,0-1919
"CHF 3,490,000.–",10 rooms,1803 Chardonne,vaud,Single house,,0-1919
"CHF 980,000.–",6.5 rooms,1405 Pomy,vaud,Single house,,0-1919
"CHF 1,690,000.–",13 rooms,1426 Concise,vaud,Single house,,0-1919
"CHF 1,490,000.–",20 rooms,1660 L'Etivaz,vaud,Single house,,0-1919
"CHF 3,690,000.–",6.5 rooms,1270 Trélex,vaud,Single house,,0-1919
"CHF 3,950,000.–",9 rooms,1024 Écublens (VD),vaud,Single house,,0-1919
"CHF 2,900,000.–",11.5 rooms,1091 Grandvaux,vaud,Single house,,0-1919
"CHF 4,290,000.–",10 rooms,1410 St-Cierges,vaud,Single house,,0-1919
"CHF 2,700,000.–",7.5 rooms,1413 Orzens,vaud,Single house,,0-1919
"CHF 1,380,000.–",8 rooms,1422 Grandson,vaud,Single house,,0-1919
"CHF 1,400,000.–",5.5 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 1,450,000.–",9 rooms,1044 Fey,vaud,Single house,,0-1919
"CHF 8,950,000.–",12 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 1,200,000.–",3 rooms,1450 Sainte-Croix,vaud,Single house,,0-1919
"CHF 1,395,000.–",7.5 rooms,1442 Montagny-près-Yverdon,vaud,Single house,,0-1919
"CHF 3,580,000.–",7 rooms,1117 Grancy,vaud,Single house,,0-1919
"CHF 3,580,000.–",7 rooms,1003 Lausanne,vaud,Single house,,0-1919
"CHF 3,580,000.–",7 rooms,1110 Morges,vaud,Single house,,0-1919
"CHF 2,600,000.–",12 rooms,1078 Essertes,vaud,Single house,,0-1919
"CHF 1,745,000.–",7 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 2,970,000.–",8 rooms,1090 La Croix (Lutry),vaud,Single house,,0-1919
"CHF 1,190,000.–",10 rooms,1350 Orbe,vaud,Single house,,0-1919
"CHF 760,000.–",6.5 rooms,1445 Vuiteboeuf,vaud,Single house,,0-1919
"CHF 4,900,000.–",12 rooms,1427 Bonvillars,vaud,Single house,,0-1919
"CHF 1,050,000.–",5.5 rooms,1373 Chavornay,vaud,Single house,,0-1919
"CHF 2,350,000.–",7 rooms,1269 Bassins,vaud,Single house,,0-1919
"CHF 3,580,000.–",7 rooms,1117 Grancy,vaud,Single house,,0-1919
"CHF 3,500,000.–",12 rooms,1424 Champagne,vaud,Single house,,0-1919
"CHF 1,450,000.–",10 rooms,1523 Granges-près-Marnand,vaud,Single house,,0-1919
"CHF 5,700,000.–",10 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 1,900,000.–",9.5 rooms,1880 Bex,vaud,Single house,,0-1919
"CHF 3,790,000.–",12.5 rooms,1272 Genolier,vaud,Single house,,0-1919
"CHF 5,800,000.–",10.5 rooms,1009 Pully,vaud,Single house,,0-1919
"CHF 965,000.–",4.5 rooms,1273 Arzier-Le Muids,vaud,Single house,,0-1919
"CHF 1,380,000.–",7.5 rooms,1425 Onnens VD,vaud,Single house,,0-1919
"CHF 1,200,000.–",6 rooms,1683 Brenles,vaud,Single house,,0-1919
"CHF 1,900,000.–",9 rooms,1040 Echallens,vaud,Single house,,0-1919
"CHF 525,000.–",4.5 rooms,"rue du Quart 2, 1580 Oleyres",vaud,Single house,,0-1919
"CHF 525,000.–",4.5 rooms,"rue du Quart 2, 1580 Oleyres",vaud,Single house,,0-1919
"CHF 5,700,000.–",10 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 2,700,000.–",11 rooms,1113 Saint-Saphorin-sur-Morges,vaud,Single house,,0-1919
"CHF 1,250,000.–",N/A,1377 Oulens-sous-Echallens,vaud,Single house,,0-1919
"CHF 3,950,000.–",8.5 rooms,1009 Pully,vaud,Single house,,0-1919
"CHF 2,300,000.–",8 rooms,1170 Aubonne,vaud,Single house,,0-1919
"CHF 1,650,000.–",5.5 rooms,1030 Bussigny Lausanne,vaud,Single house,,0-1919
"CHF 1,400,000.–",5.5 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 1,050,000.–",3.5 rooms,1427 Bonvillars,vaud,Single house,,0-1919
"CHF 2,090,000.–",8 rooms,1422 Grandson,vaud,Single house,,0-1919
"CHF 7,800,000.–",10.5 rooms,1005 Lausanne,vaud,Single house,,0-1919
"CHF 545,000.–",5 rooms,"Rte de St-Aubin 24, 1565 Missy",vaud,Single house,,0-1919
"CHF 1,230,000.–",5.5 rooms,1410 Thierrens,vaud,Single house,,0-1919
"CHF 820,000.–",4.5 rooms,1072 Forel (Lavaux),vaud,Single house,,0-1919
"CHF 2,400,000.–",12 rooms,1167 Lussy-sur-Morges,vaud,Single house,,0-1919
"CHF 795,000.–",6.5 rooms,1525 Henniez,vaud,Single house,,0-1919
"CHF 7,950,000.–",14 rooms,1169 Yens,vaud,Single house,,0-1919
"CHF 820,000.–",4.5 rooms,1072 Forel,vaud,Single house,,0-1919
"CHF 1,245,000.–",5 rooms,1188 Gimel,vaud,Single house,,0-1919
"CHF 1,650,000.–",8 rooms,1083 Mézières VD,vaud,Single house,,0-1919
"CHF 1,790,000.–",11 rooms,1098 Epesses,vaud,Single house,,0-1919
"CHF 2,300,000.–",346m²,1054 Morrens,vaud,Single house,,0-1919
"CHF 695,000.–",4 rooms,1061 Villars-Mendraz,vaud,Single house,,0-1919
"CHF 1,590,000.–",8.5 rooms,1820 Montreux,vaud,Single house,,0-1919
"CHF 1,900,000.–",9 rooms,1377 Oulens-sous-Echallens,vaud,Single house,,0-1919
"CHF 890,000.–",260m²,1880 Bex,vaud,Single house,,0-1919
"CHF 1,490,000.–",10 rooms,1510 Moudon,vaud,Single house,,0-1919
"CHF 499,000.–",9.5 rooms,1862 Les Mosses,vaud,Single house,,0-1919
"CHF 2,500,000.–",5 rooms,1097 Riex,vaud,Single house,,0-1919
"CHF 2,300,000.–",8.5 rooms,1143 Apples,vaud,Single house,,0-1919
