price,number_of_rooms,square_meters,address,canton,property_type,floor,year_category
"CHF 3,800,000.–",9.5 rooms,418m²,1934 Le Châble VS,valais,Villa,,2011-2015
"CHF 1,159,000.–",5.5 rooms,160m²,1926 Fully,valais,Villa,,2011-2015
"CHF 1,260,000.–",5.5 rooms,234m²,1907 Saxon,valais,Villa,,2011-2015
"CHF 1,490,000.–",6.5 rooms,250m²,1926 Fully,valais,Villa,,2011-2015
"CHF 1,689,000.–",5.5 rooms,200m²,1965 Savièse,valais,Villa,,2011-2015
"CHF 2,500,000.–",6.5 rooms,244m²,"A Vollèges, 1941 Vollèges",valais,Villa,,2011-2015
"CHF 871,000.–",4.5 rooms,105m²,1963 Vétroz,valais,Villa,,2011-2015
"CHF 940,000.–",5.5 rooms,135m²,1963 Vétroz,valais,Villa,,2011-2015
"CHF 1,140,000.–",6 rooms,200m²,1902 Evionnaz,valais,Villa,,2011-2015
"CHF 1,260,000.–",5.5 rooms,234m²,1907 Saxon,valais,Villa,,2011-2015
"CHF 880,000.–",4.5 rooms,209m²,1907 Saxon,valais,Villa,,2011-2015
"CHF 880,000.–",4.5 rooms,209m²,1907 Saxon,valais,Villa,,2011-2015
"CHF 1,585,000.–",6.5 rooms,182m²,1947 Champsec (Versegères),valais,Villa,,2011-2015
"CHF 1,138,500.–",4.5 rooms,230m²,1955 Chamoson,valais,Villa,,2016-2024
"CHF 1,044,630.–",4.5 rooms,210m²,1955 Chamoson,valais,Villa,,2016-2024
"CHF 1,343,680.–",4.5 rooms,220m²,1963 Vétroz,valais,Villa,,2016-2024
"CHF 1,335,630.–",4.5 rooms,220m²,1975 St-Séverin,valais,Villa,,2016-2024
"CHF 1,729,890.–",5.5 rooms,170m²,1958 St-Léonard,valais,Villa,,2016-2024
"CHF 2,132,190.–",5.5 rooms,230m²,1941 Vollèges,valais,Villa,,2016-2024
"CHF 1,044,630.–",4.5 rooms,210m²,1955 Chamoson,valais,Villa,,2016-2024
"CHF 1,092,910.–",5.5 rooms,200m²,"Chemin du Poteu 14, 1955 Chamoson",valais,Villa,,2016-2024
"CHF 1,240,420.–",5.5 rooms,,1958 Uvrier,valais,Villa,,2016-2024
"CHF 1,005,750.–",5.5 rooms,160m²,1963 Vétroz,valais,Villa,,2016-2024
"CHF 1,476,440.–",4.5 rooms,220m²,1976 Erde,valais,Villa,,2016-2024
"CHF 1,863,990.–",5.5 rooms,220m²,1958 St-Léonard,valais,Villa,,2016-2024
"CHF 1,307,470.–",4.5 rooms,240m²,"Chemin Marais Roulet, 1926 Fully",valais,Villa,,2016-2024
"CHF 1,648,080.–",4.5 rooms,220m²,1975 St-Séverin,valais,Villa,,2016-2024
"CHF 1,300,770.–",4.5 rooms,210m²,1977 Icogne,valais,Villa,,2016-2024
"CHF 1,689,660.–",4.5 rooms,260m²,1955 Grugnay (Chamoson),valais,Villa,,2016-2024
"CHF 1,071,450.–",4.5 rooms,240m²,1898 St-Gingolph,valais,Villa,,2016-2024
"CHF 1,538,120.–",4.5 rooms,220m²,1963 Vétroz,valais,Villa,,2016-2024
"CHF 1,422,130.–",4.5 rooms,220m²,1908 Riddes,valais,Villa,,2016-2024
"CHF 1,307,470.–",5.5 rooms,210m²,1987 Hérémence,valais,Villa,,2016-2024
"CHF 1,071,450.–",4.5 rooms,210m²,1955 Chamoson,valais,Villa,,2016-2024
"CHF 1,610,540.–",4.5 rooms,220m²,1958 St-Léonard,valais,Villa,,2016-2024
"CHF 1,327,590.–",4.5 rooms,210m²,1977 Icogne,valais,Villa,,2016-2024
"CHF 1,189,460.–",4.5 rooms,220m²,1966 Ayent,valais,Villa,,2016-2024
"CHF 1,743,300.–",5.5 rooms,190m²,"Le Grand Clos, 1898 St-Gingolph",valais,Villa,,2016-2024
"CHF 1,320,880.–",4.5 rooms,220m²,1994 Aproz (Nendaz),valais,Villa,,2016-2024
"CHF 1,200,190.–",5.5 rooms,230m²,"Chemin Marais Roulet, 1926 Fully",valais,Villa,,2016-2024
"CHF 1,568,970.–",5.5 rooms,170m²,"Le Grand Clos, 1898 St-Gingolph",valais,Villa,,2016-2024
"CHF 1,542,140.–",4.5 rooms,220m²,1922 Salvan,valais,Villa,,2016-2024
"CHF 2,474,140.–",4.5 rooms,340m²,3960 Corin-de-la-Crête,valais,Villa,,2016-2024
"CHF 2,474,140.–",4.5 rooms,340m²,3963 Crans-Montana,valais,Villa,,2016-2024
"CHF 1,320,880.–",5.5 rooms,220m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 1,205,550.–",5.5 rooms,200m²,3978 Flanthey,valais,Villa,,2016-2024
"CHF 1,320,880.–",5.5 rooms,220m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 3,352,500.–",6.5 rooms,570m²,1997 Sornard (Nendaz),valais,Villa,,2016-2024
"CHF 2,266,290.–",4.5 rooms,260m²,1920 Martigny,valais,Villa,,2016-2024
"CHF 1,528,730.–",4.5 rooms,230m²,1966 Ayent,valais,Villa,,2016-2024
"CHF 1,327,590.–",4.5 rooms,220m²,1963 Vétroz,valais,Villa,,2016-2024
"CHF 1,334,290.–",4.5 rooms,230m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 2,212,650.–",4.5 rooms,320m²,1966 Botyre (Ayent),valais,Villa,,2016-2024
"CHF 895,000.–",4.5 rooms,140m²,1957 Ardon,valais,Villa,,2016-2024
"CHF 785,000.–",4.5 rooms,150m²,1871 Les Giettes,valais,Villa,,2016-2024
"CHF 1,790,000.–",7.5 rooms,,1911 Mayens-de-Chamoson,valais,Villa,,2016-2024
"CHF 975,000.–",5.5 rooms,167m²,"Route du Carre 24, 1926 Fully",valais,Villa,,2016-2024
"CHF 1,150,000.–",5.5 rooms,170m²,1926 Fully,valais,Villa,,2016-2024
"CHF 1,670,000.–",5.5 rooms,274m²,1971 Grimisuat,valais,Villa,,2016-2024
"CHF 829,000.–",4.5 rooms,116m²,1950 Sion,valais,Villa,,2016-2024
"CHF 645,000.–",3.5 rooms,98m²,1908 Riddes,valais,Villa,,2016-2024
"CHF 985,000.–",4.5 rooms,111m²,"Impasse Romane, 1955 St-Pierre-de-Clages",valais,Villa,,2016-2024
"CHF 970,000.–",5.5 rooms,166m²,1977 Icogne,valais,Villa,,2016-2024
"CHF 1,985,000.–",8.5 rooms,400m²,1965 Savièse,valais,Villa,,2016-2024
"CHF 830,000.–",4.5 rooms,157m²,1981 Vex,valais,Villa,,2016-2024
"CHF 975,000.–",6.5 rooms,156m²,"Route de Praz de Feur, 1912 Leytron",valais,Villa,,2016-2024
"CHF 1,228,000.–",172 rooms,172m²,1870 Monthey,valais,Villa,,2016-2024
"CHF 1,190,000.–",6 rooms,168m²,3971 Chermignon,valais,Villa,,2016-2024
"CHF 970,000.–",6 rooms,195m²,1991 Salins,valais,Villa,,2016-2024
"CHF 760,000.–",5.5 rooms,140m²,3966 Réchy,valais,Villa,,2016-2024
"CHF 779,000.–",5.5 rooms,165m²,1955 Chamoson,valais,Villa,,2016-2024
"CHF 760,000.–",5.5 rooms,144m²,3966 Réchy,valais,Villa,,2016-2024
"CHF 775,000.–",5.5 rooms,144m²,3966 Réchy,valais,Villa,,2016-2024
"CHF 975,000.–",5.5 rooms,220m²,3973 Venthône,valais,Villa,,2016-2024
"CHF 975,000.–",5.5 rooms,220m²,3973 Venthône,valais,Villa,,2016-2024
"CHF 840,000.–",4.5 rooms,160m²,1981 Vex,valais,Villa,,2016-2024
"CHF 1,100,000.–",5.5 rooms,185m²,1897 Port-Valais,valais,Villa,,2016-2024
"CHF 1,185,000.–",4.5 rooms,,1920 Martigny,valais,Villa,,2016-2024
"CHF 779,000.–",5.5 rooms,161m²,1955 Chamoson,valais,Villa,,2016-2024
"CHF 1,070,000.–",5.5 rooms,215m²,3973 Venthône,valais,Villa,,2016-2024
"CHF 1,845,000.–",5.5 rooms,203m²,3960 Sierre,valais,Villa,,2016-2024
"CHF 875,000.–",4.5 rooms,164m²,"Rue de la Millière, 1963 Vétroz",valais,Villa,,2016-2024
"CHF 969,000.–",5.5 rooms,170m²,1868 Collombey,valais,Villa,,2016-2024
"CHF 1,040,000.–",4.5 rooms,160m²,1973 Nax,valais,Villa,,2016-2024
"CHF 2,198,000.–",6.5 rooms,350m²,"Rue du Pont 1B, 1907 Saxon",valais,Villa,,2016-2024
"CHF 795,000.–",4.5 rooms,136m²,"Tsénévires, 3963 Crans-Montana",valais,Villa,,2016-2024
"CHF 1,685,000.–",7.5 rooms,240m²,1965 Savièse,valais,Villa,,2016-2024
"CHF 945,000.–",5.5 rooms,177m²,"Rue de la Millière, 1963 Vétroz",valais,Villa,,2016-2024
"CHF 830,000.–",4.5 rooms,166m²,"Rue des Grands-Praz, 1906 Charrat",valais,Villa,,2016-2024
"CHF 830,000.–",4.5 rooms,166m²,"Rue des Grands-Praz, 1906 Charrat",valais,Villa,,2016-2024
"CHF 840,000.–",4.5 rooms,166m²,"Rue des Grands-Praz, 1906 Charrat",valais,Villa,,2016-2024
"CHF 840,000.–",4.5 rooms,166m²,"Rue des Grands-Praz, 1906 Charrat",valais,Villa,,2016-2024
"CHF 1,670,000.–",6.5 rooms,239m²,"28, Route d'Arbaz, 1971 Grimisuat",valais,Villa,,2016-2024
"CHF 1,450,000.–",8 rooms,243m²,"Route du Stand 36, 1897 Bouveret",valais,Villa,,2016-2024
"CHF 895,000.–",4.5 rooms,150m²,"Route d'Erbignon, 1964 Conthey",valais,Villa,,2016-2024
"CHF 775,000.–",5.5 rooms,144m²,3966 Réchy,valais,Villa,,2016-2024
"CHF 2,500,000.–",9 rooms,210m²,1934 Bruson,valais,Villa,,2016-2024
"CHF 895,000.–",4.5 rooms,137m²,1957 Ardon,valais,Villa,,2016-2024
"CHF 1,487,000.–",3.5 rooms,123m²,"Chemin de Gravelone, 1950 Sion",valais,Villa,,2016-2024
"CHF 745,000.–",4.5 rooms,140m²,1964 Conthey,valais,Villa,,2016-2024
"CHF 870,000.–",5.5 rooms,164m²,1991 Salins,valais,Villa,,2016-2024
"CHF 985,000.–",4.5 rooms,180m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 730,000.–",5.5 rooms,160m²,1907 Saxon,valais,Villa,,2016-2024
"CHF 1,200,000.–",4.5 rooms,200m²,1971 Grimisuat,valais,Villa,,2016-2024
"CHF 2,190,000.–",5.5 rooms,271m²,1965 Savièse,valais,Villa,,2016-2024
"CHF 1,360,000.–",4.5 rooms,150m²,1926 Fully,valais,Villa,,2016-2024
"CHF 1,670,000.–",5.5 rooms,274m²,1971 Grimisuat,valais,Villa,,2016-2024
"CHF 989,000.–",4.5 rooms,206m²,1993 Veysonnaz,valais,Villa,,2016-2024
"CHF 1,070,000.–",5.5 rooms,236m²,3973 Venthône,valais,Villa,,2016-2024
"CHF 765,000.–",4.5 rooms,140m²,1964 Conthey,valais,Villa,,2016-2024
"CHF 810,000.–",4.5 rooms,140m²,1964 Conthey,valais,Villa,,2016-2024
"CHF 995,000.–",5.5 rooms,188m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 985,000.–",4.5 rooms,180m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 1,542,140.–",5.5 rooms,230m²,3960 Corin-de-la-Crête,valais,Villa,,2016-2024
"CHF 1,307,470.–",4.5 rooms,290m²,3973 Venthône,valais,Villa,,2016-2024
"CHF 1,434,870.–",4.5 rooms,310m²,3973 Venthône,valais,Villa,,2016-2024
"CHF 1,327,590.–",5.5 rooms,260m²,1966 Ayent,valais,Villa,,2016-2024
"CHF 1,354,410.–",4 rooms,160m²,1941 Cries (Vollèges),valais,Villa,,2016-2024
"CHF 1,636,020.–",4 rooms,280m²,1955 Némiaz (Chamoson),valais,Villa,,2016-2024
"CHF 1,468,390.–",5.5 rooms,170m²,1941 Vollèges,valais,Villa,,2016-2024
"CHF 1,113,030.–",5.5 rooms,210m²,1981 Vex,valais,Villa,,2016-2024
"CHF 931,990.–",5.5 rooms,150m²,1966 Ayent,valais,Villa,,2016-2024
"CHF 3,352,500.–",4.5 rooms,400m²,3963 Crans-Montana,valais,Villa,,2016-2024
"CHF 1,674,900.–",4.5 rooms,210m²,1991 Salins,valais,Villa,,2016-2024
"CHF 1,609,200.–",5.5 rooms,250m²,1971 Grimisuat,valais,Villa,,2016-2024
"CHF 1,320,880.–",5.5 rooms,230m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 1,542,140.–",5.5 rooms,230m²,3960 Corin-de-la-Crête,valais,Villa,,2016-2024
"CHF 1,320,880.–",5.5 rooms,230m²,1871 Choëx,valais,Villa,,2016-2024
"CHF 1,099,620.–",5.5 rooms,200m²,3971 Chermignon,valais,Villa,,2016-2024
"CHF 1,589,080.–",5.5 rooms,,1965 Savièse,valais,Villa,,2016-2024
"CHF 1,300,770.–",5.5 rooms,200m²,1963 Vétroz,valais,Villa,,2016-2024
"CHF 1,206,900.–",5.5 rooms,200m²,1965 Savièse,valais,Villa,,2016-2024
"CHF 2,547,900.–",4.5 rooms,390m²,1971 Grimisuat,valais,Villa,,2016-2024
"CHF 1,200,000.–",4.5 rooms,200m²,1971 Grimisuat,valais,Villa,,2016-2024
"CHF 695,000.–",4.5 rooms,119m²,1966 Ayent,valais,Villa,,2016-2024
"CHF 990,000.–",4.5 rooms,184m²,1966 Ayent,valais,Villa,,2016-2024
"CHF 885,000.–",5.5 rooms,149m²,"Chemin du Pré-St-Denis 34, 1896 Vouvry",valais,Villa,,2016-2024
"CHF 750,000.–",4.5 rooms,135m²,"Route du Petit-bois, 1963 Vétroz",valais,Villa,,2016-2024
"CHF 1,190,000.–",5.5 rooms,177m²,1963 Vétroz,valais,Villa,,2016-2024
"CHF 3,700,000.–",9 rooms,300m²,3975 Randogne,valais,Villa,,2016-2024
"CHF 790,000.–",4.5 rooms,,1963 Vétroz,valais,Villa,,2016-2024
"CHF 2,011,500.–",5.5 rooms,170m²,"Chemin du Clou, 1997 Haute-Nendaz",valais,Chalet,,0-1919
"CHF 831,420.–",5.5 rooms,160m²,"Bratschweg 18, 3945 Niedergampel",valais,Chalet,,0-1919
"CHF 576,630.–",4.5 rooms,140m²,"Route du Cholaïc 11, 3961 Mission",valais,Chalet,,0-1919
"CHF 160,920.–",2 rooms,160m²,"Route de Rives Hautes 3, 1945 Liddes",valais,Chalet,,0-1919
"CHF 931,990.–",4.5 rooms,76m²,"Furkastrasse 240, 3999 Oberwald",valais,Chalet,,0-1919
"CHF 2,011,500.–",5.5 rooms,170m²,1997 Haute-Nendaz,valais,Chalet,,0-1919
"CHF 992,340.–",4 rooms,75m²,"Route de Mauvoisin, 1948 Fionnay",valais,Chalet,,0-1919
"CHF 469,350.–",5.5 rooms,57m²,1907 Saxon,valais,Chalet,,0-1919
"CHF 1,877,400.–",4.5 rooms,85m²,1964 Conthey,valais,Chalet,,0-1919
"CHF 399,610.–",3 rooms,57m²,3933 Staldenried,valais,Chalet,,0-1919
"CHF 1,314,180.–",4 rooms,200m²,1873 Val-d'Illiez,valais,Chalet,,0-1919
"CHF 596,740.–",5 rooms,81m²,1922 Salvan,valais,Chalet,,0-1919
"CHF 469,350.–",7 rooms,300m²,1976 Daillon,valais,Chalet,,0-1919
"CHF 898,470.–",5 rooms,210m²,"Bodmerweg 22, 3997 Bellwald",valais,Chalet,,0-1919
"CHF 201,150.–",2 rooms,,1984 Les Haudères,valais,Chalet,,0-1919
"CHF 911,880.–",5 rooms,190m²,1933 Vens (Sembrancher),valais,Chalet,,0-1919
"CHF 563,220.–",4.5 rooms,70m²,1997 Haute-Nendaz,valais,Chalet,,0-1919
"CHF 603,450.–",3.5 rooms,54m²,3955 Albinen,valais,Chalet,,0-1919
"CHF 938,700.–",5 rooms,200m²,1872 Troistorrents,valais,Chalet,,0-1919
"CHF 1,307,470.–",5 rooms,260m²,1873 Val-d'Illiez,valais,Chalet,,0-1919
"CHF 1,350,000.–",7 rooms,165m²,1874 Champéry,valais,Chalet,,0-1919
"CHF 140,000.–",2.5 rooms,56m²,3942 Niedergesteln,valais,Chalet,,0-1919
"CHF 1,475,000.–",8 rooms,260m²,1948 Sarreyer,valais,Chalet,,0-1919
"CHF 950,000.–",5.5 rooms,120m²,3963 Crans-Montana,valais,Chalet,,0-1919
"CHF 295,000.–",3.5 rooms,80m²,"Rue de la Lé 8, 1987 Hérémence",valais,Chalet,,0-1919
"CHF 395,000.–",3.5 rooms,80m²,1997 Haute-Nendaz,valais,Chalet,,0-1919
"CHF 1,450,000.–",8.5 rooms,196m²,1874 Champéry,valais,Chalet,,0-1919
"CHF 1,500,000.–",4.5 rooms,140m²,1997 Haute-Nendaz,valais,Chalet,,0-1919
"CHF 479,000.–",5 rooms,160m²,1899 Vionnaz,valais,Chalet,,0-1919
"CHF 1,475,000.–",6 rooms,260m²,"Sarreyer, 1948 Sarreyer",valais,Chalet,,0-1919
"CHF 915,000.–",5.5 rooms,160m²,1872 Troistorrents,valais,Chalet,,0-1919
"CHF 479,000.–",6 rooms,160m²,1899 Torgon,valais,Chalet,,0-1919
"CHF 1,415,000.–",10 rooms,541m²,1872 Troistorrents,valais,Chalet,,0-1919
"CHF 1,980,000.–",9 rooms,230m²,1872 Troistorrents,valais,Chalet,,0-1919
"CHF 2,000,000.–",9 rooms,230m²,1870 Monthey,valais,Chalet,,0-1919
"CHF 1,004,400.–",11 rooms,360m²,"Route de l'Eglise, 1928 Ravoire",valais,Chalet,,1919-1945
"CHF 931,990.–",4.5 rooms,76m²,"Furkastrasse 240, 3999 Oberwald",valais,Chalet,,1919-1945
"CHF 199,800.–",4.5 rooms,73m²,"Resti, 3922 Stalden VS",valais,Chalet,,1919-1945
"CHF 130,070.–",3 rooms,26m²,3961 St-Jean VS,valais,Chalet,,1919-1945
"CHF 2,534,490.–",5.5 rooms,220m²,1918 La Tzoumaz,valais,Chalet,,1919-1945
"CHF 931,990.–",5 rooms,160m²,1934 Le Châble VS,valais,Chalet,,1919-1945
"CHF 931,990.–",4.5 rooms,72m²,1872 Troistorrents,valais,Chalet,,1919-1945
"CHF 2,145,600.–",5.5 rooms,,1872 Troistorrents,valais,Chalet,,1919-1945
"CHF 335,250.–",3 rooms,57m²,1992 Les Mayens-de-Sion,valais,Chalet,,1919-1945
"CHF 1,339,650.–",200m²,200m²,1874 Champéry,valais,Chalet,,1919-1945
"CHF 2,500,000.–",7 rooms,247m²,3963 Crans-Montana,valais,Chalet,,1946-1960
"CHF 1,295,000.–",7.5 rooms,238m²,1918 La Tzoumaz,valais,Chalet,,1946-1960
"CHF 820,000.–",8.5 rooms,242m²,1991 Salins,valais,Chalet,,1946-1960
"CHF 495,000.–",4.5 rooms,140m²,1976 Erde,valais,Chalet,,1946-1960
"CHF 425,000.–",2.5 rooms,32m²,1875 Morgins,valais,Chalet,,1946-1960
"CHF 498,000.–",4.5 rooms,,"Route des Taulettes, 3975 Bluche",valais,Chalet,,1946-1960
"CHF 2,100,000.–",6.5 rooms,235m²,"Route Cantonale Sierre-Montana, 3975 Randogne",valais,Chalet,,1946-1960
"CHF 820,000.–",7.5 rooms,242m²,1991 Salins,valais,Chalet,,1946-1960
"CHF 595,000.–",4.5 rooms,76m²,1969 St-Martin VS,valais,Chalet,,1946-1960
"CHF 725,000.–",7.5 rooms,166m²,1963 Vétroz,valais,Chalet,,1946-1960
"CHF 475,000.–",4.5 rooms,140m²,1976 Erde,valais,Chalet,,1946-1960
"CHF 2,000,000.–",6.5 rooms,330m²,3963 Crans-Montana,valais,Chalet,,1946-1960
"CHF 4,500,000.–",8 rooms,224m²,1936 Verbier,valais,Chalet,,1946-1960
"CHF 3,200,000.–",480m²,480m²,1974 Arbaz,valais,Chalet,,1946-1960
"CHF 845,000.–",5 rooms,170m²,1871 Les Giettes,valais,Chalet,,1961-1970
"CHF 1,750,000.–",4.5 rooms,160m²,"Chemin des Dzardis 5, 1955 Chamoson",valais,Chalet,,1961-1970
"CHF 4,500,000.–",7.5 rooms,270m²,"Route des Mélèzes, 3963 Crans-Montana",valais,Chalet,,1961-1970
"CHF 598,000.–",4.5 rooms,110m²,"Chalet Eichhörnli, 3925 Grächen",valais,Chalet,,1961-1970
"CHF 710,000.–",5.5 rooms,144m²,1911 Ovronnaz,valais,Chalet,,1961-1970
"CHF 2,489,000.–",8 rooms,198m²,3963 Crans-Montana,valais,Chalet,,1961-1970
"CHF 495,000.–",3.5 rooms,101m²,3966 Chalais,valais,Chalet,,1961-1970
"CHF 650,000.–",4.5 rooms,75m²,1922 Salvan,valais,Chalet,,1961-1970
"CHF 2,200,000.–",7.5 rooms,242m²,"Sentier des Grands Pras 16, 3961 St-Luc",valais,Chalet,,1961-1970
"CHF 1,698,000.–",7 rooms,120m²,3914 Blatten b. Naters,valais,Chalet,,1961-1970
"CHF 2,485,000.–",8 rooms,227m²,3963 Crans-Montana,valais,Chalet,,1961-1970
"CHF 640,000.–",3.5 rooms,93m²,1905 Dorénaz,valais,Chalet,,1961-1970
"CHF 750,000.–",3.5 rooms,80m²,1899 Torgon,valais,Chalet,,1961-1970
"CHF 750,000.–",3.5 rooms,80m²,1899 Torgon,valais,Chalet,,1961-1970
"CHF 552,000.–",5.5 rooms,160m²,1969 Saint-Martin,valais,Chalet,,1961-1970
"CHF 2,489,000.–",8 rooms,348m²,1978 Lens,valais,Chalet,,1961-1970
"CHF 789,000.–",4 rooms,90m²,1997 Haute-Nendaz,valais,Chalet,,1961-1970
"CHF 720,000.–",5.5 rooms,123m²,3979 Grône,valais,Chalet,,1961-1970
"CHF 900,000.–",8 rooms,190m²,1911 Mayens-de-Chamoson,valais,Chalet,,1961-1970
"CHF 850,000.–",5 rooms,80m²,1997 Haute-Nendaz,valais,Chalet,,1961-1970
"CHF 1,150,000.–",8.5 rooms,180m²,1874 Champéry,valais,Chalet,,1961-1970
"CHF 485,000.–",3.5 rooms,71m²,1899 Torgon,valais,Chalet,,1961-1970
"CHF 950,000.–",6.5 rooms,,1974 Arbaz,valais,Chalet,,1961-1970
"CHF 1,245,000.–",5.5 rooms,168m²,1965 Savièse,valais,Chalet,,1961-1970
"CHF 1,950,000.–",6.5 rooms,260m²,3975 Randogne,valais,Chalet,,1961-1970
"CHF 2,800,000.–",6 rooms,198m²,1978 Lens,valais,Chalet,,1961-1970
"CHF 980,000.–",5.5 rooms,,3975 Randogne,valais,Chalet,,1961-1970
"CHF 150,000.–",3.5 rooms,70m²,3988 Ulrichen,valais,Chalet,,1961-1970
"CHF 630,000.–",4.5 rooms,115m²,1992 Les Agettes,valais,Chalet,,1961-1970
"CHF 420,000.–",4.5 rooms,82m²,1948 Fionnay,valais,Chalet,,1961-1970
"CHF 720,000.–",5.5 rooms,107m²,3961 Vissoie,valais,Chalet,,1961-1970
"CHF 460,000.–",5 rooms,106m²,3983 Mörel,valais,Chalet,,1971-1980
"CHF 860,000.–",5.5 rooms,148m²,"Haute-Nendaz, 1997 Haute-Nendaz",valais,Chalet,,1971-1980
"CHF 980,000.–",5 rooms,142m²,"Route des Crêts 22, 3961 St-Jean VS",valais,Chalet,,1971-1980
"CHF 890,000.–",7 rooms,160m²,1988 Les Collons,valais,Chalet,,1971-1980
"CHF 4,950,000.–",7 rooms,165m²,"Chemin de Nifortsié 55, 1936 Verbier",valais,Chalet,,1971-1980
"CHF 730,000.–",5.5 rooms,126m²,1912 Dugny (Leytron),valais,Chalet,,1971-1980
"CHF 2,350,000.–",5.5 rooms,140m²,"Route des Essampilles, 3963 Crans-Montana",valais,Chalet,,1971-1980
"CHF 3,600,000.–",5 rooms,167m²,"Crans-Montana, 3963 Crans-Montana",valais,Chalet,,1971-1980
"CHF 398,000.–",4 rooms,84m²,"Chalet Arnika, 3913 Rosswald",valais,Chalet,,1971-1980
"CHF 990,000.–",7.5 rooms,138m²,1965 Savièse,valais,Chalet,,1971-1980
"CHF 4,950,000.–",7 rooms,124m²,1936 Verbier,valais,Chalet,,1971-1980
"CHF 785,000.–",6.5 rooms,159m²,1997 Haute-Nendaz,valais,Chalet,,1971-1980
"CHF 1,300,000.–",4 rooms,217m²,1997 Haute-Nendaz,valais,Chalet,,1971-1980
"CHF 800,000.–",7.5 rooms,136m²,"Obermatta 5, 3984 Fiesch",valais,Chalet,,1971-1980
"CHF 800,000.–",7.5 rooms,136m²,"Obermatta 5, 3984 Fiesch",valais,Chalet,,1971-1980
"CHF 1,940,000.–",7.5 rooms,218m²,"Route des Clèves 12, 1997 Haute-Nendaz",valais,Chalet,,1971-1980
"CHF 850,000.–",4.5 rooms,126m²,1873 Val-d'Illiez,valais,Chalet,,1971-1980
"CHF 1,600,000.–",8.5 rooms,200m²,"Route de la Délège 55, 3963 Crans-Montana",valais,Chalet,,1971-1980
"CHF 1,675,000.–",8 rooms,350m²,"Rue du Wildhorn 5, 1972 Anzère",valais,Chalet,,1971-1980
"CHF 950,000.–",6 rooms,170m²,"Chemin de la Coudreyge 7, 1997 Haute-Nendaz",valais,Chalet,,1971-1980
"CHF 667,810.–",5.5 rooms,130m²,"Taschonieren West, 3953 Varen",valais,Chalet,,1971-1980
"CHF 1,139,850.–",5.5 rooms,160m²,1873 Val-d'Illiez,valais,Chalet,,1971-1980
"CHF 972,220.–",5.5 rooms,76m²,1997 Haute-Nendaz,valais,Chalet,,1971-1980
"CHF 7,978,950.–",9.5 rooms,600m²,3963 Crans-Montana,valais,Chalet,,1971-1980
"CHF 1,260,540.–",5 rooms,200m²,"Som des Ceyves 9, 1976 Aven",valais,Chalet,,1971-1980
"CHF 958,810.–",6.5 rooms,250m²,"Morthey d'amont 32, 1911 Ovronnaz",valais,Chalet,,1971-1980
"CHF 6,637,950.–",5 rooms,150m²,1936 Verbier,valais,Chalet,,1971-1980
"CHF 1,555,550.–",5.5 rooms,290m²,1874 Champéry,valais,Chalet,,1971-1980
"CHF 777,770.–",5 rooms,86m²,3925 Grächen,valais,Chalet,,1971-1980
"CHF 643,680.–",4.5 rooms,,1899 Torgon,valais,Chalet,,1971-1980
"CHF 801,910.–",4 rooms,170m²,1871 Les Giettes,valais,Chalet,,1971-1980
"CHF 643,680.–",4 rooms,160m²,1996 Fey (Nendaz),valais,Chalet,,1971-1980
"CHF 1,113,030.–",6.5 rooms,,1911 Ovronnaz,valais,Chalet,,1971-1980
"CHF 1,595,790.–",5.5 rooms,170m²,3929 Täsch,valais,Chalet,,1971-1980
"CHF 1,200,190.–",3 rooms,71m²,"Morgins, 1875 Morgins",valais,Chalet,,1971-1980
"CHF 1,193,490.–",5 rooms,210m²,"Rue des Collons 20, 1988 Les Collons",valais,Chalet,,1971-1980
"CHF 1,475,100.–",7 rooms,230m²,1873 Val-d'Illiez,valais,Chalet,,1971-1980
"CHF 1,555,550.–",5.5 rooms,170m²,3963 Crans-Montana,valais,Chalet,,1971-1980
"CHF 1,017,810.–",5.5 rooms,140m²,3925 Grächen,valais,Chalet,,1971-1980
"CHF 2,547,900.–",6.5 rooms,300m²,"Route de Lens-Crans, 3963 Crans-Montana",valais,Chalet,,1971-1980
"CHF 1,390,000.–",6.5 rooms,190m²,1921 Martigny-Croix,valais,Chalet,,1971-1980
"CHF 722,790.–",5.5 rooms,140m²,3903 Birgisch,valais,Chalet,,1981-1990
"CHF 2,668,590.–",5 rooms,260m²,"Route de Beauregard, 3961 Grimentz",valais,Chalet,,1981-1990
"CHF 1,595,790.–",6.5 rooms,250m²,3974 Crans-Montana,valais,Chalet,,1981-1990
"CHF 1,595,790.–",6.5 rooms,250m²,3974 Crans-Montana,valais,Chalet,,1981-1990
"CHF 1,314,180.–",4.5 rooms,330m²,"Chemin de la Tarpa 6, 1872 Troistorrents",valais,Chalet,,1981-1990
"CHF 1,609,200.–",4.5 rooms,150m²,"Route de l'Achelli 51, 3961 St-Luc",valais,Chalet,,1981-1990
