price,number_of_rooms,address,canton,property_type,floor,year_category
"CHF 495,000.–",2.5 rooms,1733 Treyvaux,fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",3.5 rooms,1616 Attalens,fribourg,Apartment,noteg,2016-2024
"CHF 1,095,000.–",5.5 rooms,1680 Romont,fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",2.5 rooms,"Route d'Estavayer-le-Gibloux 21, 1742 Autigny",fribourg,Apartment,noteg,2016-2024
"CHF 1,025,000.–",5.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 490,000.–",2.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,noteg,2016-2024
"CHF 480,000.–",2.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,noteg,2016-2024
"CHF 930,000.–",4.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,noteg,2016-2024
"CHF 595,000.–",4.5 rooms,"Route de Lausanne 19, 1680 Romont FR",fribourg,Apartment,noteg,2016-2024
"CHF 1,380,000.–",4.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,noteg,2016-2024
"CHF 710,000.–",3.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",4.5 rooms,1616 Attalens,fribourg,Apartment,noteg,2016-2024
"CHF 595,000.–",3.5 rooms,"Rue des Fontaines 19, 1475 Autavaux",fribourg,Apartment,noteg,2016-2024
"CHF 795,000.–",4.5 rooms,"Rue des Fontaines 19, 1475 Autavaux",fribourg,Apartment,noteg,2016-2024
"CHF 1,198,000.–",6.5 rooms,1633 Marsens,fribourg,Apartment,noteg,2016-2024
"CHF 480,000.–",2.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,noteg,2016-2024
"CHF 930,000.–",4.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,noteg,2016-2024
"CHF 595,000.–",4.5 rooms,"Route de Lausanne 19, 1680 Romont FR",fribourg,Apartment,noteg,2016-2024
"CHF 1,380,000.–",4.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,noteg,2016-2024
"CHF 710,000.–",3.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,noteg,2016-2024
"CHF 1,119,000.–",5.5 rooms,"Rue des Molettes, 1627 Vaulruz",fribourg,Apartment,noteg,2016-2024
"CHF 1,119,000.–",5.5 rooms,"Rue des Molettes, 1627 Vaulruz",fribourg,Apartment,noteg,2016-2024
"CHF 674,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 670,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 440,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 578,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 670,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 434,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 574,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 435,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 573,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 674,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 440,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 1,200,000.–",6.5 rooms,"Doktorgässli 3, 3212 Gurmels",fribourg,Apartment,noteg,2016-2024
"CHF 570,000.–",3.5 rooms,1614 Granges,fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",3.5 rooms,1614 Granges,fribourg,Apartment,noteg,2016-2024
"CHF 1,119,000.–",5.5 rooms,"Rue des Molettes, 1627 Vaulruz",fribourg,Apartment,noteg,2016-2024
"CHF 1,119,000.–",5.5 rooms,"Rue des Molettes, 1627 Vaulruz",fribourg,Apartment,noteg,2016-2024
"CHF 674,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 670,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 440,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 578,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 670,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 434,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 574,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 435,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 573,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 674,000.–",4.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 440,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,noteg,2016-2024
"CHF 1,200,000.–",6.5 rooms,"Doktorgässli 3, 3212 Gurmels",fribourg,Apartment,noteg,2016-2024
"CHF 660,000.–",4.5 rooms,"Doktorgässli 3, 3212 Gurmels",fribourg,Apartment,noteg,2016-2024
"CHF 690,000.–",4.5 rooms,"Route de Corminboeuf 13B, 1782 Belfaux",fribourg,Apartment,noteg,2016-2024
"CHF 317,156.–",1.5 rooms,"Austrasse 44, 3175 Flamatt",fribourg,Apartment,noteg,2016-2024
"CHF 962,582.–",4.5 rooms,"Austrasse 44, 3175 Flamatt",fribourg,Apartment,noteg,2016-2024
"CHF 790,000.–",5.5 rooms,1733 Treyvaux,fribourg,Apartment,noteg,2016-2024
"CHF 865,000.–",4.5 rooms,1619 Les Paccots,fribourg,Apartment,noteg,2016-2024
"CHF 460,000.–",2.5 rooms,1619 Les Paccots,fribourg,Apartment,noteg,2016-2024
"CHF 885,000.–",4.5 rooms,1680 Romont FR,fribourg,Apartment,noteg,2016-2024
"CHF 680,000.–",6.5 rooms,1773 Russy,fribourg,Apartment,noteg,2016-2024
"CHF 720,000.–",3.5 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,noteg,2016-2024
"CHF 510,000.–",3.5 rooms,"Route du Zible 8, 1634 La Roche",fribourg,Apartment,noteg,2016-2024
"CHF 660,000.–",4.5 rooms,1564 Domdidier,fribourg,Apartment,noteg,2016-2024
"CHF 630,000.–",3.5 rooms,1632 Riaz,fribourg,Apartment,noteg,2016-2024
"CHF 690,000.–",5.5 rooms,1774 Montagny-les-Monts,fribourg,Apartment,noteg,2016-2024
"CHF 990,000.–",5.5 rooms,1785 Cressier FR,fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",4.5 rooms,1696 Vuisternens-en-Ogoz,fribourg,Apartment,noteg,2016-2024
"CHF 590,000.–",4.5 rooms,"Impasse de Vulliama, 1489 Estavayer-le-Lac",fribourg,Apartment,noteg,2016-2024
"CHF 665,000.–",3.5 rooms,"Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 665,000.–",3.5 rooms,"A Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",4.5 rooms,1737 Plasselb,fribourg,Apartment,noteg,2016-2024
"CHF 755,000.–",4.5 rooms,1737 Plasselb,fribourg,Apartment,noteg,2016-2024
"CHF 720,000.–",2.5 rooms,1787 Mur (Vully) FR,fribourg,Apartment,noteg,2016-2024
"CHF 390,000.–",2.5 rooms,1787 Mur (Vully) FR,fribourg,Apartment,noteg,2016-2024
"CHF 520,000.–",3.5 rooms,1787 Mur (Vully) FR,fribourg,Apartment,noteg,2016-2024
"CHF 295,000.–",2.5 rooms,1787 Mur (Vully) FR,fribourg,Apartment,noteg,2016-2024
"CHF 675,000.–",3.5 rooms,1787 Mur (Vully) FR,fribourg,Apartment,noteg,2016-2024
"CHF 560,000.–",4.5 rooms,"Grâbo, 1724 Le Mouret",fribourg,Apartment,noteg,2016-2024
"CHF 650,000.–",4.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 498,000.–",2.5 rooms,1618 Châtel-St-Denis,fribourg,Apartment,noteg,2016-2024
"CHF 610,000.–",3.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,noteg,2016-2024
"CHF 620,000.–",3.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,noteg,2016-2024
"CHF 830,000.–",4.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,noteg,2016-2024
"CHF 520,000.–",3.5 rooms,1482 Cugy FR,fribourg,Apartment,noteg,2016-2024
"CHF 355,000.–",1.5 rooms,1541 Morens FR,fribourg,Apartment,noteg,2016-2024
"CHF 630,000.–",3.5 rooms,1541 Morens FR,fribourg,Apartment,noteg,2016-2024
"CHF 700,000.–",4.5 rooms,1726 Grenilles,fribourg,Apartment,noteg,2016-2024
"CHF 780,000.–",4.5 rooms,1733 Treyvaux,fribourg,Apartment,noteg,2016-2024
"CHF 535,000.–",3.5 rooms,1680 Romont FR,fribourg,Apartment,noteg,2016-2024
"CHF 665,000.–",3.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 450,000.–",2.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 610,000.–",3.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",4.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 695,000.–",4.5 rooms,1725 Posieux,fribourg,Apartment,noteg,2016-2024
"CHF 870,000.–",4.5 rooms,"Impasse de Champ-Riond 5, 1753 Matran",fribourg,Apartment,noteg,2016-2024
"CHF 895,000.–",5.5 rooms,"Route du Glèbe 53, 1695 Villarsel-le-Gibloux",fribourg,Apartment,noteg,2016-2024
"CHF 795,000.–",4.5 rooms,"Impasse du Tilleul, 1782 Formangueires",fribourg,Apartment,noteg,2016-2024
"CHF 320,000.–",2.5 rooms,"Grausteinweg/ Pierre-Grise 14, 1791 Courtaman",fribourg,Apartment,noteg,2016-2024
"CHF 715,000.–",3.5 rooms,"Route de Fribourg 23, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 830,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 960,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 995,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 550,000.–",3.5 rooms,"Impasse de Champ-Riond 1, 1753 Matran",fribourg,Apartment,noteg,2016-2024
"CHF 840,000.–",5.5 rooms,"Route de l'Eglise 38, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 825,000.–",5.5 rooms,"Route de l'Eglise 38, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 815,000.–",4.5 rooms,"Route de Fribourg 23, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 975,000.–",4.5 rooms,"Route de Fribourg 23, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 880,000.–",4.5 rooms,"Les Portes du Lac - Champ de Lune, 1470 Estavayer",fribourg,Apartment,noteg,2016-2024
"CHF 640,000.–",3.5 rooms,"Les Portes du Lac - Champ de Lune, 1470 Estavayer",fribourg,Apartment,noteg,2016-2024
"CHF 690,000.–",4.5 rooms,1726 Farvagny-le-Grand,fribourg,Apartment,noteg,2016-2024
"CHF 760,000.–",4.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,noteg,2016-2024
"CHF 695,000.–",3.5 rooms,"Impasse Pré-Laurent 2, 1720 Corminboeuf",fribourg,Apartment,noteg,2016-2024
"CHF 570,000.–",3.5 rooms,1782 Belfaux,fribourg,Apartment,noteg,2016-2024
"CHF 490,000.–",3.5 rooms,1482 Cugy FR,fribourg,Apartment,noteg,2016-2024
"CHF 890,000.–",5.5 rooms,1782 Belfaux,fribourg,Apartment,noteg,2016-2024
"CHF 699,000.–",4.5 rooms,"Route de Corminboeuf 13B, 1782 Belfaux",fribourg,Apartment,noteg,2016-2024
"CHF 770,000.–",4.5 rooms,1482 Cugy FR,fribourg,Apartment,noteg,2016-2024
"CHF 760,000.–",4.5 rooms,1482 Cugy FR,fribourg,Apartment,noteg,2016-2024
"CHF 610,000.–",4.5 rooms,1482 Cugy FR,fribourg,Apartment,noteg,2016-2024
"CHF 600,000.–",4.5 rooms,1726 Farvagny-le-Grand,fribourg,Apartment,noteg,2016-2024
"CHF 695,000.–",4.5 rooms,1475 Montbrelloz,fribourg,Apartment,noteg,2016-2024
"CHF 815,000.–",4.5 rooms,"Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 815,000.–",4.5 rooms,"A Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 700,000.–",4.5 rooms,"Route du zible 8, 1634 La Roche FR",fribourg,Apartment,noteg,2016-2024
"CHF 490,000.–",3.5 rooms,"Zible 8, 1634 La Roche FR",fribourg,Apartment,noteg,2016-2024
"CHF 510,000.–",3.5 rooms,"Route du zible 8, 1634 La Roche FR",fribourg,Apartment,noteg,2016-2024
"CHF 549,000.–",3.5 rooms,1617 Remaufens,fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",4.5 rooms,1541 Morens FR,fribourg,Apartment,noteg,2016-2024
"CHF 790,000.–",4.5 rooms,1740 Neyruz FR,fribourg,Apartment,noteg,2016-2024
"CHF 670,000.–",3.5 rooms,"Rte de Billens 10, 1680 Romont FR",fribourg,Apartment,noteg,2016-2024
"CHF 510,000.–",3.5 rooms,"Route de Lentigny 21, 1747 Corserey",fribourg,Apartment,noteg,2016-2024
"CHF 620,000.–",4.5 rooms,"Route de Lentigny 21, 1747 Corserey",fribourg,Apartment,noteg,2016-2024
"CHF 465,000.–",3.5 rooms,1694 Orsonnens,fribourg,Apartment,noteg,2016-2024
"CHF 750,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 779,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 390,000.–",2.5 rooms,"Rte de St-Aubin 64, 1564 Domdidier",fribourg,Apartment,noteg,2016-2024
"CHF 380,000.–",2.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,noteg,2016-2024
"CHF 565,000.–",3.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,noteg,2016-2024
"CHF 640,000.–",4.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,noteg,2016-2024
"CHF 695,000.–",4.5 rooms,"Route principale 11, 1796 Courgevaux",fribourg,Apartment,noteg,2016-2024
"CHF 750,000.–",4.5 rooms,"Muttacherstrasse 15/17, 1712 Tafers",fribourg,Apartment,noteg,2016-2024
"CHF 835,000.–",4.5 rooms,"Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 835,000.–",4.5 rooms,"A Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 820,000.–",4.5 rooms,"Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 805,000.–",4.5 rooms,"Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 805,000.–",4.5 rooms,"A Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 820,000.–",4.5 rooms,"A Marly, 1723 Marly",fribourg,Apartment,noteg,2016-2024
"CHF 780,000.–",4.5 rooms,1475 Montbrelloz,fribourg,Apartment,noteg,2016-2024
"CHF 565,000.–",3.5 rooms,1565 Vallon,fribourg,Apartment,noteg,2016-2024
"CHF 480,000.–",2.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,noteg,2016-2024
"CHF 485,000.–",2.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,noteg,2016-2024
"CHF 499,000.–",3.5 rooms,"Route de Grandsivaz 18, 1775 Mannens",fribourg,Apartment,noteg,2016-2024
"CHF 540,000.–",3.5 rooms,1725 Posieux,fribourg,Apartment,noteg,2016-2024
"CHF 710,000.–",4.5 rooms,1615 Bossonnens,fribourg,Apartment,noteg,2016-2024
"CHF 590,000.–",3.5 rooms,1615 Bossonnens,fribourg,Apartment,noteg,2016-2024
"CHF 600,000.–",3.5 rooms,1615 Bossonnens,fribourg,Apartment,noteg,2016-2024
"CHF 640,000.–",4.5 rooms,1565 Vallon,fribourg,Apartment,noteg,2016-2024
"CHF 535,000.–",3.5 rooms,1564 Domdidier,fribourg,Apartment,noteg,2016-2024
"CHF 700,000.–",3.5 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,noteg,2016-2024
"CHF 990,000.–",4.5 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,noteg,2016-2024
"CHF 535,000.–",3.5 rooms,1634 La Roche FR,fribourg,Apartment,noteg,2016-2024
"CHF 770,000.–",4.5 rooms,"Oberweidweg, 3186 Düdingen",fribourg,Apartment,noteg,2016-2024
"CHF 760,000.–",4.5 rooms,"Posieux, 1725 Posieux",fribourg,Apartment,noteg,2016-2024
"CHF 760,000.–",4.5 rooms,"A Posieux, 1725 Posieux",fribourg,Apartment,noteg,2016-2024
"CHF 820,000.–",5.5 rooms,"Route de l'Eglise 38, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 840,000.–",5.5 rooms,"Route de l'Eglise 38, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 835,000.–",5.5 rooms,"Route de l'Eglise 40, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 825,000.–",5.5 rooms,"Route de l'Eglise 40, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 860,000.–",5.5 rooms,"Route de l'Eglise 40, 1684 Mézières FR",fribourg,Apartment,noteg,2016-2024
"CHF 575,000.–",3.5 rooms,"Route principale 13, 1796 Courgevaux",fribourg,Apartment,noteg,2016-2024
"CHF 595,000.–",2.5 rooms,"Hagnetstrasse 23, 3184 Wünnewil",fribourg,Apartment,noteg,2016-2024
"CHF 795,000.–",4.5 rooms,"Route de la Laiterie 6, 1745 Lentigny",fribourg,Apartment,noteg,2016-2024
"CHF 680,000.–",3.5 rooms,"Rte du Château 19, 1566 St-Aubin FR",fribourg,Apartment,noteg,2016-2024
"CHF 590,000.–",3.5 rooms,"Rte du Château 19, 1566 St-Aubin FR",fribourg,Apartment,noteg,2016-2024
"CHF 695,000.–",4.5 rooms,1475 Montbrelloz,fribourg,Apartment,noteg,2016-2024
"CHF 715,000.–",4.5 rooms,1475 Montbrelloz,fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",3.5 rooms,"Route du Criblet 1, 1720 Corminboeuf",fribourg,Apartment,noteg,2016-2024
"CHF 690,000.–",4.5 rooms,1615 Bossonnens,fribourg,Apartment,noteg,2016-2024
"CHF 500,000.–",6 rooms,1782 Cormagens,fribourg,Apartment,noteg,2016-2024
"CHF 595,000.–",4.5 rooms,1565 Vallon,fribourg,Apartment,noteg,2016-2024
"CHF 770,000.–",4.5 rooms,1680 Romont FR,fribourg,Apartment,noteg,2016-2024
"CHF 493,000.–",3.5 rooms,1628 Vuadens,fribourg,Apartment,noteg,2016-2024
"CHF 640,000.–",3.5 rooms,1680 Romont FR,fribourg,Apartment,noteg,2016-2024
"CHF 475,000.–",2.5 rooms,1619 Les Paccots,fribourg,Apartment,noteg,2016-2024
"CHF 380,000.–",2.5 rooms,1565 Vallon,fribourg,Apartment,noteg,2016-2024
"CHF 550,000.–",3.5 rooms,1634 La Roche FR,fribourg,Apartment,noteg,2016-2024
"CHF 625,000.–",4.5 rooms,1565 Vallon,fribourg,Apartment,noteg,2016-2024
"CHF 375,000.–",2.5 rooms,1680 Romont FR,fribourg,Apartment,noteg,2016-2024
"CHF 860,000.–",3.5 rooms,1723 Marly,fribourg,Apartment,noteg,2016-2024
"CHF 625,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 510,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 835,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 625,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 620,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 525,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 510,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 520,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 615,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 835,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 625,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,noteg,2016-2024
"CHF 670,000.–",4.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 945,000.–",4.5 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,noteg,2016-2024
"CHF 695,000.–",5.5 rooms,1773 Russy,fribourg,Apartment,noteg,2016-2024
"CHF 270,000.–",1.5 rooms,"Route du Criblet 1, 1720 Corminboeuf",fribourg,Apartment,noteg,2016-2024
"CHF 260,000.–",1.5 rooms,"Route du Criblet 1, 1720 Corminboeuf",fribourg,Apartment,noteg,2016-2024
"CHF 220,000.–",1 room,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 240,000.–",1.5 rooms,1681 Billens,fribourg,Apartment,noteg,2016-2024
"CHF 860,000.–",4.5 rooms,"Promenade des Vanils 6, 1740 Neyruz",fribourg,Apartment,noteg,2016-2024
"CHF 580,000.–",3.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 410,000.–",2.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 690,000.–",4.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 560,000.–",3.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 400,000.–",2.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",4.5 rooms,1470 Estavayer-le-Lac,fribourg,Apartment,noteg,2016-2024
"CHF 459,000.–",3.5 rooms,"Villorsonons à 8 minutes de Romont, 1680 Romont FR",fribourg,Apartment,noteg,2016-2024
"CHF 540,000.–",4.5 rooms,1681 Billens,fribourg,Apartment,noteg,2016-2024
"CHF 450,000.–",2.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 740,000.–",4.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 565,000.–",3.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,noteg,2016-2024
"CHF 640,000.–",4.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,noteg,2016-2024
"CHF 380,000.–",2.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,noteg,2016-2024
"CHF 790,000.–",5.5 rooms,"Hagnetstrasse 23, 3184 Wünnewil",fribourg,Apartment,noteg,2016-2024
"CHF 570,000.–",3.5 rooms,"Pré Pury, 1749 Middes",fribourg,Apartment,noteg,2016-2024
"CHF 560,000.–",3.5 rooms,"Pré Pury, 1749 Middes",fribourg,Apartment,noteg,2016-2024
"CHF 550,000.–",3.5 rooms,"Pré Pury, 1749 Middes",fribourg,Apartment,noteg,2016-2024
"CHF 595,000.–",4.5 rooms,1680 Romont FR,fribourg,Apartment,noteg,2016-2024
"CHF 980,000.–",5.5 rooms,"Route de la Poya 6, 1726 Gibloux",fribourg,Apartment,noteg,2016-2024
"CHF 460,000.–",3.5 rooms,"Route des Ecoles 6, 1726 Farvagny-le-Grand",fribourg,Apartment,noteg,2016-2024
"CHF 370,000.–",2.5 rooms,"Fétigny, 1532 Fétigny",fribourg,Apartment,noteg,2016-2024
"CHF 813,000.–",4.5 rooms,"rue du Vanil Noir 15, 1666 Grandvillard",fribourg,Apartment,noteg,2016-2024
"CHF 392,000.–",2.5 rooms,"rue du Vanil Noir 15, 1666 Grandvillard",fribourg,Apartment,noteg,2016-2024
"CHF 703,000.–",3.5 rooms,"rue du Vanil Noir 15, 1666 Grandvillard",fribourg,Apartment,noteg,2016-2024
"CHF 665,000.–",4.5 rooms,"Telmoos 12, 1716 Plaffeien",fribourg,Apartment,noteg,2016-2024
"CHF 590,000.–",3.5 rooms,"Telmoos 10, 1716 Plaffeien",fribourg,Apartment,noteg,2016-2024
"CHF 345,000.–",2.5 rooms,"Léchelles, 1773 Léchelles",fribourg,Apartment,noteg,2016-2024
"CHF 725,000.–",4.5 rooms,"Léchelles, 1773 Léchelles",fribourg,Apartment,noteg,2016-2024
"CHF 550,000.–",3.5 rooms,"Léchelles, 1773 Léchelles",fribourg,Apartment,noteg,2016-2024
"CHF 609,000.–",3.5 rooms,1666 Grandvillard,fribourg,Apartment,noteg,2016-2024
"CHF 696,000.–",4.5 rooms,1666 Grandvillard,fribourg,Apartment,noteg,2016-2024
"CHF 592,000.–",3.5 rooms,1666 Grandvillard,fribourg,Apartment,noteg,2016-2024
"CHF 407,000.–",2.5 rooms,1666 Grandvillard,fribourg,Apartment,noteg,2016-2024
"CHF 684,000.–",4.5 rooms,1666 Grandvillard,fribourg,Apartment,noteg,2016-2024
"CHF 990,000.–",5.5 rooms,1630 Bulle,fribourg,Apartment,noteg,2016-2024
"CHF 444,000.–",3.5 rooms,1748 Torny-le-Grand,fribourg,Apartment,noteg,2016-2024
"CHF 745,000.–",5.5 rooms,1694 Villarsiviriaux,fribourg,Duplex,eg,1961-1970
"CHF 920,000.–",5.5 rooms,"Villars-sur-Glâne, 1752 Villars-sur-Glâne",fribourg,Duplex,eg,1981-1990
"CHF 780,000.–",4.5 rooms,"La Chenau 9, 1643 Gumefens",fribourg,Duplex,eg,2016-2024
"CHF 1,050,000.–",6.5 rooms,1725 Posieux,fribourg,Duplex,eg,2016-2024
"CHF 970,000.–",6.5 rooms,1787 Mur (Vully) FR,fribourg,Duplex,eg,2016-2024
"CHF 740,000.–",4.5 rooms,"Rte de St-Aubin 64, 1564 Domdidier",fribourg,Duplex,eg,2016-2024
"CHF 790,000.–",3.5 rooms,1700 Fribourg,fribourg,Duplex,noteg,0-1919
"CHF 680,000.–",5.5 rooms,"Altschlossstrasse 23, 3184 Wünnewil",fribourg,Duplex,noteg,0-1919
