price,number_of_rooms,address,canton,property_type,floor,year_category
"CHF 410,000.–",4.5 rooms,"Chemin d'Afflon 13, 1667 Enney",fribourg,Apartment,eg,1981-1990
"CHF 465,000.–",3.5 rooms,"Spitzmatte 3, 3175 Flamatt",fribourg,Apartment,eg,1981-1990
"CHF 825,000.–",4.5 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,eg,1981-1990
"CHF 440,000.–",3.5 rooms,"Industriestrasse 14, 3175 Flamatt",fribourg,Apartment,eg,1981-1990
"CHF 480,000.–",3.5 rooms,"Route de Lentigny 10, 1741 Cottens FR",fribourg,Apartment,eg,1981-1990
"CHF 495,000.–",2.5 rooms,"La Redoute 4, 1752 Villars-sur-Glâne",fribourg,Apartment,eg,1981-1990
"CHF 495,000.–",3.5 rooms,1630 Bulle,fribourg,Apartment,eg,1981-1990
"CHF 530,000.–",4.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,eg,1981-1990
"CHF 565,000.–",4.5 rooms,"Prez-vers-Noréaz, 1746 Prez-vers-Noréaz",fribourg,Apartment,eg,1991-2000
"CHF 550,000.–",4.5 rooms,"Steindleren 5, 3210 Kerzers",fribourg,Apartment,eg,1991-2000
"CHF 525,000.–",4.5 rooms,"En Meinoud 7, 1745 Lentigny",fribourg,Apartment,eg,1991-2000
"CHF 550,000.–",3.5 rooms,1741 Cottens FR,fribourg,Apartment,eg,1991-2000
"CHF 410,000.–",3.5 rooms,1784 Courtepin,fribourg,Apartment,eg,1991-2000
"CHF 490,000.–",4.5 rooms,"Route Montécu 72, 1724 Bonnefontaine",fribourg,Apartment,eg,1991-2000
"CHF 338,000.–",1.5 rooms,"Rue François d'Alt 5, 1700 Fribourg",fribourg,Apartment,eg,1991-2000
"CHF 430,000.–",3.5 rooms,"Route de l'Eglise 24, 1681 Billens-Hennens",fribourg,Apartment,eg,1991-2000
"CHF 625,000.–",4.5 rooms,"Romont FR, 1680 Romont FR",fribourg,Apartment,eg,1991-2000
"CHF 380,000.–",2.5 rooms,"Romont FR, 1680 Romont FR",fribourg,Apartment,eg,1991-2000
"CHF 900,000.–",5.5 rooms,1762 Givisiez,fribourg,Apartment,eg,2001-2005
"CHF 590,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,eg,2001-2005
"CHF 1,180,000.–",4.5 rooms,"Quartier Beauregard, 1700 Fribourg",fribourg,Apartment,eg,2006-2010
"CHF 815,000.–",5.5 rooms,"En Bouley 63, 1680 Romont FR",fribourg,Apartment,eg,2006-2010
"CHF 999,000.–",5.5 rooms,3175 Flamatt,fribourg,Apartment,eg,2006-2010
"CHF 565,000.–",3.5 rooms,1725 Posieux,fribourg,Apartment,eg,2006-2010
"CHF 800,000.–",4.5 rooms,1618 Châtel-St-Denis,fribourg,Apartment,eg,2006-2010
"CHF 815,000.–",5.5 rooms,1680 Romont,fribourg,Apartment,eg,2006-2010
"CHF 748,000.–",3.5 rooms,"Route de la Pontille, 1618 Châtel-St-Denis",fribourg,Apartment,eg,2011-2015
"CHF 690,000.–",3.5 rooms,"Grossmatt 52, 3175 Wünnewil-Flamatt",fribourg,Apartment,eg,2011-2015
"CHF 860,000.–",4.5 rooms,"Sugiez, 1786 Sugiez",fribourg,Apartment,eg,2011-2015
"CHF 580,000.–",3.5 rooms,1616 Attalens,fribourg,Apartment,eg,2011-2015
"CHF 395,000.–",2.5 rooms,"Champ-Francey 12, 1630 Bulle",fribourg,Apartment,eg,2011-2015
"CHF 720,000.–",3.5 rooms,1618 Châtel-St-Denis,fribourg,Apartment,eg,2011-2015
"CHF 505,000.–",3.5 rooms,"Route de Chavannes 8, 1542 Rueyres-les-Prés",fribourg,Apartment,eg,2011-2015
"CHF 598,000.–",4.5 rooms,1623 Semsales,fribourg,Apartment,eg,2011-2015
"CHF 485,000.–",3.5 rooms,"Route des Baudèzes 44, secteur Bussy, 1470 Estavayer-le-Lac",fribourg,Apartment,eg,2011-2015
"CHF 800,000.–",4.5 rooms,1740 Neyruz FR,fribourg,Apartment,eg,2011-2015
"CHF 660,000.–",4.5 rooms,1630 Bulle,fribourg,Apartment,eg,2011-2015
"CHF 430,000.–",2.5 rooms,1618 Châtel-St-Denis,fribourg,Apartment,eg,2011-2015
"CHF 720,000.–",3.5 rooms,1618 Châtel-St-Denis,fribourg,Apartment,eg,2011-2015
"CHF 685,000.–",4.5 rooms,"Route de la Part-Dieu 18, 1630 Bulle",fribourg,Apartment,eg,2011-2015
"CHF 690,000.–",3.5 rooms,"rte du Marchet, 1740 Neyruz FR",fribourg,Apartment,eg,2011-2015
"CHF 620,000.–",4.5 rooms,1673 Ecublens FR,fribourg,Apartment,eg,2011-2015
"CHF 410,000.–",2.5 rooms,"Pra-Maccoud 18, 1721 Misery",fribourg,Apartment,eg,2011-2015
"CHF 995,000.–",5.5 rooms,1754 Avry-sur-Matran,fribourg,Apartment,eg,2011-2015
"CHF 390,000.–",2.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,eg,2011-2015
"CHF 690,000.–",3.5 rooms,1785 Cressier FR,fribourg,Apartment,eg,2016-2024
"CHF 699,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,eg,2016-2024
"CHF 730,000.–",4.5 rooms,"Agriswilstrasse 25, 3216 Ried bei Kerzers",fribourg,Apartment,eg,2016-2024
"CHF 585,000.–",3.5 rooms,"Hauptstrasse 28, 1715 Alterswil FR",fribourg,Apartment,eg,2016-2024
"CHF 795,000.–",3.5 rooms,1638 Morlon,fribourg,Apartment,eg,2016-2024
"CHF 780,000.–",4.5 rooms,"La Chenau 9, 1643 Gumefens",fribourg,Apartment,eg,2016-2024
"CHF 730,000.–",3.5 rooms,"La Chenau 3, 1643 Gumefens",fribourg,Apartment,eg,2016-2024
"CHF 830,000.–",5.5 rooms,1694 Orsonnens,fribourg,Apartment,eg,2016-2024
"CHF 510,000.–",3.5 rooms,"La Cua, 1563 Dompierre FR",fribourg,Apartment,eg,2016-2024
"CHF 780,000.–",4.5 rooms,"A Posieux, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 590,000.–",4.5 rooms,"Route du Zible 8, 1634 La Roche FR",fribourg,Apartment,eg,2016-2024
"CHF 880,000.–",4.5 rooms,1638 Morlon,fribourg,Apartment,eg,2016-2024
"CHF 690,000.–",3.5 rooms,"Route de Fribourg 82, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 770,000.–",4.5 rooms,"Posieux, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 780,000.–",4.5 rooms,"Posieux, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 770,000.–",4.5 rooms,"A Posieux, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 820,000.–",4.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 650,000.–",3.5 rooms,"La Chenau 3, 1643 Gumefens",fribourg,Apartment,eg,2016-2024
"CHF 795,000.–",4.5 rooms,1694 Orsonnens,fribourg,Apartment,eg,2016-2024
"CHF 845,000.–",4.5 rooms,"Chemin de la Scie 13, 1635 La Tour-de-Trême",fribourg,Apartment,eg,2016-2024
"CHF 790,000.–",5.5 rooms,"Hauptstrasse 28, 1715 Alterswil FR",fribourg,Apartment,eg,2016-2024
"CHF 650,000.–",3.5 rooms,1785 Cressier FR,fribourg,Apartment,eg,2016-2024
"CHF 785,000.–",4.5 rooms,"Impasse du Tronchet, 1740 Neyruz FR",fribourg,Apartment,eg,2016-2024
"CHF 580,000.–",4.5 rooms,1681 Billens,fribourg,Apartment,eg,2016-2024
"CHF 835,000.–",4.5 rooms,"Dorfstrasse 81, 3210 Kerzers",fribourg,Apartment,eg,2016-2024
"CHF 610,000.–",3.5 rooms,"Impasse de Champ Riond 4, 1753 Matran",fribourg,Apartment,eg,2016-2024
"CHF 560,000.–",3.5 rooms,"Impasse de Champ Riond 1, 1753 Matran",fribourg,Apartment,eg,2016-2024
"CHF 670,000.–",3.5 rooms,"Impasse de Champ Riond 6, 1753 Matran",fribourg,Apartment,eg,2016-2024
"CHF 700,000.–",3.5 rooms,"Botterens, 1652 Botterens",fribourg,Apartment,eg,2016-2024
"CHF 460,000.–",2.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,eg,2016-2024
"CHF 680,000.–",3.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,eg,2016-2024
"CHF 480,000.–",2.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,eg,2016-2024
"CHF 675,000.–",4.5 rooms,1733 Treyvaux,fribourg,Apartment,eg,2016-2024
"CHF 750,000.–",4.5 rooms,1782 Belfaux,fribourg,Apartment,eg,2016-2024
"CHF 786,000.–",4.5 rooms,"Rue Abbé-Bovet, 1636 Broc",fribourg,Apartment,eg,2016-2024
"CHF 870,000.–",4.5 rooms,"Impasse du Moraty 39, 1723 Marly",fribourg,Apartment,eg,2016-2024
"CHF 490,000.–",2.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,eg,2016-2024
"CHF 920,000.–",4.5 rooms,"Dorfstrasse, 3182 Ueberstorf",fribourg,Apartment,eg,2016-2024
"CHF 365,000.–",2.5 rooms,"Route de Billens 2, 1680 Romont",fribourg,Apartment,eg,2016-2024
"CHF 845,000.–",4.5 rooms,"Route de Chamblioux 25, 1763 Granges-Paccot",fribourg,Apartment,eg,2016-2024
"CHF 695,000.–",3.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,eg,2016-2024
"CHF 935,000.–",5.5 rooms,1630 Bulle,fribourg,Apartment,eg,2016-2024
"CHF 995,000.–",5.5 rooms,1630 Bulle,fribourg,Apartment,eg,2016-2024
"CHF 820,000.–",4.5 rooms,"Promenade des Vanils 9, 1740 Neyruz FR",fribourg,Apartment,eg,2016-2024
"CHF 770,000.–",4.5 rooms,"Vy de Villard 6, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 780,000.–",4.5 rooms,"Vy de Villard 6, 1725 Posieux",fribourg,Apartment,eg,2016-2024
"CHF 660,000.–",3.5 rooms,"Rue de l'Industrie, 1700 Fribourg",fribourg,Apartment,eg,2016-2024
"CHF 669,000.–",3.5 rooms,"Route de Bourguillon 1, 1723 Marly",fribourg,Apartment,eg,2016-2024
"CHF 710,000.–",4.5 rooms,"Route de Corminboeuf 13B, 1782 Belfaux",fribourg,Apartment,eg,2016-2024
"CHF 1,050,000.–",6.5 rooms,1725 Posieux,fribourg,Apartment,eg,2016-2024
"CHF 785,000.–",4.5 rooms,"Impasse du Tronchet, 1740 Neyruz FR",fribourg,Apartment,eg,2016-2024
"CHF 780,000.–",4.5 rooms,"Route de la Ria, 1544 Gletterens",fribourg,Apartment,eg,2016-2024
"CHF 890,000.–",4.5 rooms,"Route de la Ria, 1544 Gletterens",fribourg,Apartment,eg,2016-2024
"CHF 786,000.–",4.5 rooms,1636 Broc,fribourg,Apartment,eg,2016-2024
"CHF 650,000.–",3.5 rooms,"Route de Chamblioux 25, 1763 Granges-Paccot",fribourg,Apartment,eg,2016-2024
"CHF 740,000.–",3.5 rooms,"Promenade des Vanils 8, 1740 Neyruz FR",fribourg,Apartment,eg,2016-2024
"CHF 587,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,eg,2016-2024
"CHF 587,000.–",3.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,eg,2016-2024
"CHF 415,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,eg,2016-2024
"CHF 445,000.–",2.5 rooms,"Route de Fribourg 14, 1721 Misery",fribourg,Apartment,eg,2016-2024
"CHF 312,000.–",2.5 rooms,"Grausteinweg/ Pierre-Grise 14, 1791 Courtaman",fribourg,Apartment,eg,2016-2024
"CHF 1,050,000.–",6.5 rooms,1725 Posieux,fribourg,Apartment,eg,2016-2024
"CHF 780,000.–",4.5 rooms,"Route de la Ria, 1544 Gletterens",fribourg,Apartment,eg,2016-2024
"CHF 890,000.–",4.5 rooms,"Route de la Ria, 1544 Gletterens",fribourg,Apartment,eg,2016-2024
"CHF 786,000.–",4.5 rooms,1636 Broc,fribourg,Apartment,eg,2016-2024
"CHF 650,000.–",4.5 rooms,"route de L'Etriva 29, 1776 Montagny-la-Ville",fribourg,Apartment,eg,2016-2024
"CHF 740,000.–",4.5 rooms,"Rte de St-Aubin 64, 1564 Domdidier",fribourg,Apartment,eg,2016-2024
"CHF 740,000.–",3.5 rooms,"Rte de St-Aubin 64, 1564 Domdidier",fribourg,Apartment,eg,2016-2024
"CHF 560,000.–",3.5 rooms,"Impasse de Champ-Riond 1, 1753 Matran",fribourg,Apartment,eg,2016-2024
"CHF 575,000.–",3.5 rooms,"Route principale 13, 3280 Murten",fribourg,Apartment,eg,2016-2024
"CHF 810,000.–",3.5 rooms,1638 Morlon,fribourg,Apartment,eg,2016-2024
"CHF 883,000.–",5.5 rooms,"Berg 96, 3185 Schmitten",fribourg,Apartment,eg,2016-2024
"CHF 549,000.–",3.5 rooms,"Route du Crage, 1617 Remaufens",fribourg,Apartment,eg,2016-2024
"CHF 855,000.–",3.5 rooms,"chemin du Stand - CHEMIN DES CLEFS, 1789 Lugnorre",fribourg,Apartment,eg,2016-2024
"CHF 855,000.–",3.5 rooms,"chemin du Stand - CHEMIN DES CLEFS, 1789 Lugnorre",fribourg,Apartment,eg,2016-2024
"CHF 710,000.–",3.5 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,eg,2016-2024
"CHF 690,000.–",3.5 rooms,1785 Cressier FR,fribourg,Apartment,eg,2016-2024
"CHF 1,290,000.–",4 rooms,1752 Villars-sur-Glâne,fribourg,Apartment,eg,2016-2024
"CHF 590,000.–",3.5 rooms,1630 Bulle,fribourg,Apartment,eg,2016-2024
"CHF 590,000.–",4.5 rooms,1696 Vuisternens-en-Ogoz,fribourg,Apartment,eg,2016-2024
"CHF 855,000.–",3.5 rooms,"chemin du Stand - CHEMIN DES CLEFS, 1789 Lugnorre",fribourg,Apartment,eg,2016-2024
"CHF 835,000.–",3.5 rooms,"Rte du Niremont, 1623 Semsales",fribourg,Apartment,eg,2016-2024
"CHF 740,000.–",4.5 rooms,1541 Morens FR,fribourg,Apartment,eg,2016-2024
"CHF 376,000.–",2.5 rooms,1470 Estavayer-le-Lac,fribourg,Apartment,eg,2016-2024
"CHF 376,000.–",2.5 rooms,1542 Rueyres-les-Prés,fribourg,Apartment,eg,2016-2024
"CHF 560,000.–",3.5 rooms,"Route de Lentigny 21, 1747 Corserey",fribourg,Apartment,eg,2016-2024
"CHF 240,000.–",1 room,"Route de corserey 41, 1746 Prez-vers-Noréaz",fribourg,Apartment,eg,2016-2024
"CHF 770,000.–",4.5 rooms,1723 Marly,fribourg,Apartment,eg,2016-2024
"CHF 650,000.–",4.5 rooms,"route de L'Etriva 29, 1776 Montagny-la-Ville",fribourg,Apartment,eg,2016-2024
"CHF 740,000.–",4.5 rooms,"Rte de St-Aubin 64, 1564 Domdidier",fribourg,Apartment,eg,2016-2024
"CHF 740,000.–",3.5 rooms,"Rte de St-Aubin 64, 1564 Domdidier",fribourg,Apartment,eg,2016-2024
"CHF 560,000.–",3.5 rooms,"Impasse de Champ-Riond 1, 1753 Matran",fribourg,Apartment,eg,2016-2024
"CHF 525,000.–",3.5 rooms,"Rue de l'Eglise, 1680 Romont FR",fribourg,Apartment,eg,2016-2024
"CHF 575,000.–",3.5 rooms,"Route principale 13, 3280 Murten",fribourg,Apartment,eg,2016-2024
"CHF 725,000.–",4.5 rooms,1475 Montbrelloz,fribourg,Apartment,eg,2016-2024
"CHF 495,000.–",2.5 rooms,1635 La Tour-de-Trême,fribourg,Apartment,eg,2016-2024
"CHF 735,000.–",4.5 rooms,1475 Montbrelloz,fribourg,Apartment,eg,2016-2024
"CHF 595,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,eg,2016-2024
"CHF 775,000.–",3.5 rooms,"Route du Criblet 1, 1720 Corminboeuf",fribourg,Apartment,eg,2016-2024
"CHF 495,000.–",3.5 rooms,1483 Montet (Broye),fribourg,Apartment,eg,2016-2024
"CHF 390,000.–",2.5 rooms,1565 Vallon,fribourg,Apartment,eg,2016-2024
"CHF 650,000.–",3.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 395,000.–",2.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 800,000.–",4.5 rooms,"Oberweidweg, 3186 Düdingen",fribourg,Apartment,eg,2016-2024
"CHF 520,000.–",3.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 535,000.–",3.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 545,000.–",3.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 830,000.–",5.5 rooms,1680 Romont FR,fribourg,Apartment,eg,2016-2024
"CHF 615,000.–",3.5 rooms,1475 Montbrelloz,fribourg,Apartment,eg,2016-2024
"CHF 775,000.–",4.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,eg,2016-2024
"CHF 675,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,eg,2016-2024
"CHF 655,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,eg,2016-2024
"CHF 735,000.–",3.5 rooms,1676 Chavannes-les-Forts,fribourg,Apartment,eg,2016-2024
"CHF 1,045,000.–",4.5 rooms,1619 Les Paccots,fribourg,Apartment,eg,2016-2024
"CHF 975,000.–",4.5 rooms,1619 Les Paccots,fribourg,Apartment,eg,2016-2024
"CHF 555,000.–",2.5 rooms,1616 Attalens,fribourg,Apartment,eg,2016-2024
"CHF 495,000.–",2.5 rooms,1616 Attalens,fribourg,Apartment,eg,2016-2024
"CHF 475,000.–",2.5 rooms,1616 Attalens,fribourg,Apartment,eg,2016-2024
"CHF 390,000.–",2.5 rooms,"Route de Galicet 17, 1565 Vallon",fribourg,Apartment,eg,2016-2024
"CHF 600,000.–",3.5 rooms,1746 Prez-vers-Noréaz,fribourg,Apartment,eg,2016-2024
"CHF 1,150,000.–",5.5 rooms,1753 Matran,fribourg,Apartment,eg,2016-2024
"CHF 620,000.–",3.5 rooms,1630 Bulle,fribourg,Apartment,eg,2016-2024
"CHF 695,000.–",4.5 rooms,"Route principale 13, 3280 Murten",fribourg,Apartment,eg,2016-2024
"CHF 735,000.–",4.5 rooms,"Pré Pury, 1749 Middes",fribourg,Apartment,eg,2016-2024
"CHF 700,000.–",4.5 rooms,"Pré Pury, 1749 Middes",fribourg,Apartment,eg,2016-2024
