"price","number_of_rooms","address","canton","property_type","floor","year_category","Impôt cantonal_impots","Impôt communal_impots","Impôt paroissial Evang. / réform_impots","Impôt paroissial Kath. / cath.rom_impots"
2240000,45,"1009 Pully","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
460000,45,"1892 Lavey-Village","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
360000,35,"Ruelle des Friques 1, 1584 Villars-le-Grand","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
345000,25,"1880 Bex","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
845000,35,"1807 Blonay","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1115000,55,"1820 Montreux","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
680000,35,"1820 Montreux","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
535000,2,"1092 Belmont-sur-Lausanne","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
345000,25,"1880 Bex","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1400000,55,"1820 Montreux","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
180000,35,"Chemin des Bosquets 3, 1450 Ste-Croix","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
635000,55,"Chemin des Bosquets 3, 1450 Ste-Croix","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
265000,25,"1854 Leysin","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
550000,45,"1854 Leysin","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1140000,55,"1820 Montreux","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
670000,35,"1040 Villars-le-Terroir","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
345000,25,"1880 Bex","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1090000,35,"1110 Morges","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
990000,45,"1066 Epalinges","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
750000,35,"Route des Chenolettes, 1660 Château-d’Œx","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1500000,55,"Route des Chenolettes, 1660 Château-d’Œx","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
595000,35,"Chemin de la Bréfelaz 8, 1144 Ballens","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
650000,45,"Yverdon-les-Bains, 1400 Yverdon-les-Bains","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
845000,45,"Montreux, 1820 Montreux","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1250000,35,"Nyon, 1260 Nyon","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
535000,2,"1092 Belmont-sur-Lausanne","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1260000,45,"1026 Echandens","Vaud","Apartment","eg","1981-1990","1.55",0.785,NA,NA
1600000,55,"Lutry, 1095 Lutry","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
1350000,55,"1018 Lausanne","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
970000,45,"1058 Villars-Tiercelin","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
465000,2,"1822 Chernex","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
1400000,45,"1162 St-Prex","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
590000,45,"1867 Ollon VD","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
990000,45,"1162 St Prex","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
1090000,35,"1884 Arveyes","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
9e+05,35,"1071 Chexbres","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
2180000,55,"1095 Lutry","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
530000,45,"1439 Rances","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
995000,55,"1436 Chamblon","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
627000,25,"1196 Gland","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
1254000,45,"1263 Crassier","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
950000,45,"Gollion, 1124 Gollion","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
950000,45,"1110 Morges","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
910000,35,"1822 Chernex","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
1030000,45,"1037 Etagnières","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
950000,45,"1124 Gollion","Vaud","Apartment","eg","1991-2000","1.55",0.785,NA,NA
1200000,45,"Chemin Buvelot 5b, 1110 Morges","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
860000,65,"Montagny-près-Yverdon, 1442 Montagny-près-Yverdon","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
995000,4,"1884 Villars-sur-Ollon","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
1270000,55,"Vufflens-la-Ville, 1302 Vufflens-la-Ville","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
2500000,55,"1884 Villars-sur-Ollon","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
840000,45,"1073 Savigny","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
750000,45,"Chemin de l' Entoz 3, 1042 Bioley-Orjulaz","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
990000,35,"Chemin de Paplan 4, 1268 Begnins","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
890000,45,"1040 Echallens","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
1730000,4,"1299 Crans VD","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
1345000,35,"1822 Chernex","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
1345000,45,"1822 Chernex","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
1600000,45,"1260 Nyon","Vaud","Apartment","eg","2001-2005","1.55",0.785,NA,NA
995000,45,"1070 Puidoux","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1390000,5,"Yens, 1169 Yens","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1850000,45,"1009 Pully","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1350000,55,"1820 Montreux","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1145000,35,"1805 Jongny","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1450000,55,"1820 Montreux","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
2180000,6,"1884 Villars-sur-Ollon","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1490000,45,"1093 La Conversion","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1065000,45,"1000 Lausanne","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1340000,55,"chemin de Bel-Orne 30B, 1008 Prilly","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
730000,45,"1860 Aigle","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
2990000,45,"1272 Genolier","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
790000,45,"1148 Mont la Ville","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
2590000,45,"1820 Montreux","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
390000,35,"1892 Lavey Village","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1450000,65,"1820 Montreux","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
2950000,5,"1095 Lutry","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
2950000,5,"1093 La Conversion","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
690000,3,"1163 Etoy","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1850000,45,"1180 Rolle","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
2458650,35,"1173 Féchy","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1794150,35,"1820 Montreux","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1528350,4,"Genolier, 1272 Genolier","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1229320,3,"1814 La Tour-de-Peilz","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
1229320,3,"1814 La Tour-de-Peilz","Vaud","Apartment","eg","2006-2010","1.55",0.785,NA,NA
4250000,55,"1820 Montreux","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
510000,35,"Chemin de Montaillet 2, 1880 Bex","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
640000,35,"Roche VD, 1852 Roche VD","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
838000,45,"Rue de la Forge 6, 1410 St-Cierges","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1300000,45,"Epalinges, 1066 Epalinges","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
515000,35,"Rue Bibracte 16 B, 1580 Avenches","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
2145000,65,"1272 Genolier","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
895000,35,"1800 Vevey","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1360000,45,"1010 Lausanne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
695000,35,"1588 Cudrefin","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
597000,35,"Route d'Evian 8, 1845 Noville","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
4250000,55,"Résidence Altavista, 1820 Montreux","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
716000,25,"1033 Cheseaux-sur-Lausanne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1040000,55,"1844 Villeneuve VD","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
640000,35,"Ch. du Sansui 6, 1562 Corcelles-près-Payerne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
795000,35,"1124 Gollion","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
4765000,95,"La Conversion, 1093 La Conversion","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
4765000,95,"A La Conversion, 1093 La Conversion","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
675000,45,"Rue de la Boverie 21, 1530 Payerne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
695000,45,"1522 Lucens","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1895000,55,"1095 Lutry","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
650000,35,"1424 Champagne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
665000,35,"1509 Vucherens","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
2750000,55,"1814 La Tour-de-Peilz","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
2690000,6,"1009 Pully","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1690000,55,"1038 Bercher","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1400000,45,"Route de la Feuillère 23, 1010 Lausanne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1050000,45,"1304 Cossonay-Ville","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
665000,35,"1509 Vucherens","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
560000,35,"1522 Lucens","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
445000,35,"1862 Les Mosses","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1690000,55,"1012 Lausanne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1490000,45,"1660 Château-d'Oex","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
445000,35,"1862 Les Mosses","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
825000,25,"1010 Lausanne","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1690000,45,"1260 Nyon","Vaud","Apartment","eg","2011-2015","1.55",0.785,NA,NA
1490000,45,"Route d'Echandens 8, 1027 Lonay","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1250000,45,"Lausanne, 1018 Lausanne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
9e+05,45,"Servion, 1077 Servion","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
870000,4,"Villars-le-Grand, 1584 Villars-le-Grand","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
770000,45,"1846 Chessel","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1165000,45,"1820 Montreux","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
760000,35,"1847 Rennaz","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
640000,45,"1346 Les Bioux","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1040000,45,"1845 Noville","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1250000,35,"1009 Pully","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1890000,45,"1093 La Conversion","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
670000,45,"1854 Leysin","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
520000,35,"1562 Corcelles-près-Payerne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1490000,45,"1010 Lausanne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
875000,25,"1092 Belmont-sur-Lausanne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
790000,45,"1264 St Cergue","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
875000,35,"Route de la Frasse 29, 1660 Château-d'Oex","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
847000,55,"1337 Vallorbe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
847000,55,"1337 Vallorbe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
745000,4,"1040 Villars-le-Terroir","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
850000,1,"1009 Pully","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
750000,25,"Crissier, 1023 Crissier","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
750000,25,"A Crissier, 1023 Crissier","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1095000,35,"Chemin de Sainte-Croix 12F, 1807 Blonay","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
730000,35,"1867 Ollon VD","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
550000,35,"1530 Payerne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
720000,55,"1584 Villars le Grand","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1270000,45,"1804 Corsier-sur-Vevey","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
449000,35,"1337 Vallorbe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
319000,15,"1337 Vallorbe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
449000,35,"1337 Vallorbe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
319000,15,"1337 Vallorbe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
860000,35,"1278 La Rippe","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1880000,45,"1163 Etoy","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
745000,45,"1585 Salavaux","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1200000,45,"1803 Chardonne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
930000,65,"1584 Villars le Grand","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1339000,45,"1806 St-Légier-La Chiésaz","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1230000,4,"1071 Rivaz","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
3200000,45,"1070 Puidoux","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
750000,25,"1110 Morges","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1095000,35,"1800 Vevey","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
860000,45,"1522 Lucens","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
595000,35,"1437 Suscévaz","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1370000,45,"1166 Perroy","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
730000,25,"1022 Chavannes-près-Renens","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
575000,45,"Mont-la-Ville, 1148 Mont-la-Ville","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
960000,55,"1860 Aigle","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
545000,35,"1860 Aigle","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
415000,25,"1860 Aigle","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
890000,45,"1441 Valeyres-sous-Montagny","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
7e+05,45,"Route du Vieux Séquoia 4, 1847 Rennaz","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
880000,35,"1032 Romanel-sur-Lausanne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
570000,35,"1530 Payerne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1045000,35,"1800 Vevey","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1190000,35,"Pully, 1009 Pully","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1290000,35,"1094 Paudex","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
545000,35,"1852 Roche VD","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
545000,35,"1852 Roche VD","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
720000,25,"1400 Yverdon-les-Bains","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1260000,35,"Chemin Isabelle de Montolieu 25, 1010 Lausanne","Vaud","Apartment","eg","2016-2024","1.55",0.785,NA,NA
1993500,4,"Avenue Collonges, 1004 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1873890,35,"Grand'Rue 44, 1176 St-Livres","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2518450,45,"Avenue Louis-Vulliemin 10, 1005 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2591550,55,"Vevey, 1800 Vevey","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1395450,45,"Chailly-Montreux, 1816 Chailly-Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
490400,2,"Les Rasses, 1452 Les Rasses","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1927050,55,"Yverdon-les-Bains, 1400 Yverdon-les-Bains","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
923650,45,"Renens VD, 1020 Renens VD","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2525100,45,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2099820,55,"1800 Vevey","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1847310,45,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
770820,35,"1417 Essertines-sur-Yverdon","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1156230,35,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1794150,35,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1794150,2,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1847310,45,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1315710,35,"1188 Gimel","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
3256050,5,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2206140,45,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2252650,55,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
480000,45,"Chalet les Bluets, 1863 Le Sépey","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1295000,55,"1302 Vufflens-la-Ville","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
740000,6,"1522 Lucens","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
960000,35,"1170 Aubonne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1990000,65,"1800 Vevey","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1190000,35,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
420000,55,"1880 Bex","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1500000,45,"1800 Vevey","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
495000,25,"1880 Bex","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2590000,55,"Pl. de la Cathédrale, 1005 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
698000,35,"1008 Prilly","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1280000,35,"1185 Mont-sur-Rolle","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
325000,25,"1515 Villars-le-Comte","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2395000,55,"1006 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
310000,2,"1515 Villars-le-Comte","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
845000,35,"1580 Avenches","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1120000,55,"1023 Crissier","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
550000,45,"1854 Leysin","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1250000,35,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2590000,55,"1005 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
490000,2,"1884 Villars-sur-Ollon","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
310000,25,"1, 1522 Lucens","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
3400000,5,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
990000,45,"1816 Chailly-Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
720000,55,"Grand-Rue 24, 1530 Payerne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
485000,35,"Grand-Rue 24, 1530 Payerne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
755000,5,"1522 Lucens","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
770000,35,"1196 Gland","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1490000,45,"1098 Epesses","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
3500000,5,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
150000,15,"Route des Alpes 25, 1453 Bullet","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1095000,7,"Rte de Bettens 8, 1377 Oulens-sous-Echallens","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1450000,4,"A Gryon, 1882 Gryon","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
6e+05,1,"1820 Montreux","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
930000,45,"1112 Echichens","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
250000,2,"Grand-Rue 24, 1530 Payerne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
5e+05,35,"Grand-Rue 24, 1530 Payerne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
230000,2,"Grand-Rue 24, 1530 Payerne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
225000,2,"Grand-Rue 24, 1530 Payerne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1790000,55,"1299 Crans-près-Céligny","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2200000,55,"1170 Aubonne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
850000,65,"1400 Yverdon-les-Bains","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
460000,35,"1854 Leysin","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
490000,35,"1854 Leysin","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
740000,45,"Lavigny, 1175 Lavigny","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
1220000,25,"1009 Pully","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
145000,15,"1854 Leysin","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
430000,45,"1522 Lucens","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
2250000,5,"1006 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
930000,55,"1806 St-Légier-La Chiésaz","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
595000,45,"Bex, 1880 Bex","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
3400000,45,"1005 Lausanne","Vaud","Apartment","noteg","0-1919","1.55",0.785,NA,NA
960000,35,"Chemin du Mûrier 8, 1012 Lausanne","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
695000,35,"Renens VD, 1020 Renens VD","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
398000,45,"1854 Leysin","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
440000,45,"1522 Lucens","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1095000,45,"1820 Montreux","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1095000,45,"1820 Montreux","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
850000,45,"1885 Chesières","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1290000,45,"1817 Brent","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
420000,35,"1854 Leysin","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1390000,45,"1817 Brent","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
790000,25,"1817 Brent","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
385000,3,"1325 Vaulion","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1290000,45,"1817 Brent","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1065000,45,"1820 Montreux","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
1690000,65,"1029 Villars-Ste-Croix","Vaud","Apartment","noteg","1919-1945","1.55",0.785,NA,NA
